GEOID,NAME,hh_no_vehicle_pct,hh_1_vehicle_pct,hh_2_vehicles_pct,hh_3plus_vehicles_pct,owner_occupied_pct,renter_occupied_pct,median_gross_rent,rent_burden_30pct_plus,rent_burden_50pct_plus,total_housing_units,occupied_units_pct,vacant_units_pct
12086008423,Census Tract 84.23; Miami-Dade County; Florida,0.4,26.7,33.6,39.3,76.6,23.4,1747,4.1,63.5,1745,97.7,2.3
12086008424,Census Tract 84.24; Miami-Dade County; Florida,21.4,38.4,29.0,11.3,19.8,80.2,1513,8.0,36.8,1980,95.3,4.7
12086008425,Census Tract 84.25; Miami-Dade County; Florida,8.3,55.9,28.2,7.6,64.1,35.9,1486,15.4,35.0,1002,93.7,6.3
12086008426,Census Tract 84.26; Miami-Dade County; Florida,5.6,13.1,46.4,34.9,99.1,0.9,-666666666,0.0,0.0,1289,95.5,4.5
12086008427,Census Tract 84.27; Miami-Dade County; Florida,0.4,45.5,33.2,20.9,74.2,25.8,2131,0.0,54.5,820,95.6,4.4
12086008428,Census Tract 84.28; Miami-Dade County; Florida,3.8,25.6,46.3,24.3,84.9,15.1,2077,35.8,36.7,906,96.2,3.8
12086008429,Census Tract 84.29; Miami-Dade County; Florida,1.0,30.2,31.1,37.7,64.7,35.3,2032,0.0,38.3,1339,94.9,5.1
12086008430,Census Tract 84.30; Miami-Dade County; Florida,11.1,51.7,30.2,6.9,27.0,73.0,1692,10.8,49.8,2419,91.4,8.6
12086008431,Census Tract 84.31; Miami-Dade County; Florida,14.5,28.5,43.9,13.0,70.2,29.8,2794,6.2,69.9,537,100.0,0.0
12086008502,Census Tract 85.02; Miami-Dade County; Florida,5.6,24.8,47.0,22.6,71.5,28.5,1628,6.2,63.3,1503,95.6,4.4
12086008503,Census Tract 85.03; Miami-Dade County; Florida,7.1,26.1,29.0,37.9,79.3,20.7,2321,0.0,94.9,1084,98.7,1.3
12086008504,Census Tract 85.04; Miami-Dade County; Florida,3.5,27.0,31.3,38.2,83.1,16.9,2260,0.0,35.2,934,100.0,0.0
12086008601,Census Tract 86.01; Miami-Dade County; Florida,5.6,33.7,30.1,30.7,85.7,14.3,2068,0.0,39.3,1503,94.5,5.5
12086008603,Census Tract 86.03; Miami-Dade County; Florida,0.9,29.0,38.8,31.2,81.8,18.2,2512,34.5,33.6,1596,100.0,0.0
12086008604,Census Tract 86.04; Miami-Dade County; Florida,5.2,18.4,60.2,16.1,95.8,4.2,-666666666,0.0,0.0,523,91.2,8.8
12086008702,Census Tract 87.02; Miami-Dade County; Florida,8.8,27.2,29.0,35.1,80.6,19.4,2028,0.0,82.4,1783,98.7,1.3
12086008703,Census Tract 87.03; Miami-Dade County; Florida,1.4,27.2,33.4,38.0,78.9,21.1,2241,0.0,75.5,731,97.9,2.1
12086008704,Census Tract 87.04; Miami-Dade County; Florida,3.8,18.0,46.2,32.0,87.2,12.8,2568,4.4,80.7,901,98.9,1.1
12086008805,Census Tract 88.05; Miami-Dade County; Florida,11.3,27.2,41.8,19.7,39.3,60.7,1684,6.0,54.2,1518,91.1,8.9
12086008806,Census Tract 88.06; Miami-Dade County; Florida,1.5,28.4,52.0,18.1,74.4,25.6,1690,0.0,52.8,1466,100.0,0.0
12086008807,Census Tract 88.07; Miami-Dade County; Florida,1.4,24.2,29.3,45.1,86.1,13.9,2218,0.0,0.0,1593,100.0,0.0
12086008808,Census Tract 88.08; Miami-Dade County; Florida,6.4,26.5,41.0,26.1,62.5,37.5,1406,24.7,34.3,1179,91.6,8.4
12086008809,Census Tract 88.09; Miami-Dade County; Florida,6.6,15.1,48.2,30.1,93.9,6.1,2219,0.0,100.0,694,97.6,2.4
12086008810,Census Tract 88.10; Miami-Dade County; Florida,9.8,37.3,35.6,17.3,68.3,31.7,1499,4.8,75.0,1610,98.5,1.5
12086008904,Census Tract 89.04; Miami-Dade County; Florida,100.0,0.0,0.0,0.0,0.0,100.0,-666666666,0.0,100.0,3,100.0,0.0
12086008906,Census Tract 89.06; Miami-Dade County; Florida,8.0,28.6,41.7,21.7,65.0,35.0,1761,7.8,60.9,1826,95.5,4.5
12086008907,Census Tract 89.07; Miami-Dade County; Florida,8.1,42.3,35.0,14.6,54.1,45.9,1665,5.9,45.8,1867,97.2,2.8
12086008908,Census Tract 89.08; Miami-Dade County; Florida,5.6,43.6,32.0,18.8,80.5,19.5,1733,9.0,17.9,1197,100.0,0.0
12086008909,Census Tract 89.09; Miami-Dade County; Florida,13.6,30.8,35.2,20.4,61.4,38.6,1716,14.6,35.7,1314,97.6,2.4
12086008910,Census Tract 89.10; Miami-Dade County; Florida,4.3,14.8,57.9,23.0,63.6,36.4,2074,8.6,60.8,1121,99.4,0.6
12086008911,Census Tract 89.11; Miami-Dade County; Florida,3.0,13.1,50.9,32.9,90.2,9.8,2746,0.0,74.1,896,92.5,7.5
12086009010,Census Tract 90.10; Miami-Dade County; Florida,2.7,42.1,41.9,13.4,43.8,56.2,2409,3.2,59.4,3238,93.1,6.9
12086009014,Census Tract 90.14; Miami-Dade County; Florida,0.8,36.6,44.0,18.6,44.7,55.3,1991,8.3,38.2,1524,95.1,4.9
12086009015,Census Tract 90.15; Miami-Dade County; Florida,7.8,49.0,35.4,7.8,43.3,56.7,1705,14.3,51.9,2681,87.3,12.7
12086009020,Census Tract 90.20; Miami-Dade County; Florida,6.2,51.7,30.9,11.2,17.7,82.3,1471,6.5,55.8,1095,98.1,1.9
12086009021,Census Tract 90.21; Miami-Dade County; Florida,1.5,35.3,42.9,20.3,33.7,66.3,1815,13.1,54.9,1381,96.2,3.8
12086009022,Census Tract 90.22; Miami-Dade County; Florida,2.5,32.3,39.2,26.0,67.0,33.0,2033,6.7,37.8,722,100.0,0.0
12086009024,Census Tract 90.24; Miami-Dade County; Florida,9.8,36.4,43.5,10.3,9.6,90.4,2168,10.9,45.1,2272,84.5,15.5
12086009026,Census Tract 90.26; Miami-Dade County; Florida,8.0,48.7,37.5,5.8,40.9,59.1,1731,10.2,70.0,954,89.6,10.4
12086009027,Census Tract 90.27; Miami-Dade County; Florida,7.1,46.8,40.7,5.4,35.2,64.8,1975,11.6,51.4,1816,91.4,8.6
12086009028,Census Tract 90.28; Miami-Dade County; Florida,2.7,32.7,51.6,13.0,63.7,36.3,1914,5.0,41.8,2289,92.1,7.9
12086009029,Census Tract 90.29; Miami-Dade County; Florida,5.4,33.3,41.7,19.6,47.9,52.1,2189,14.1,39.0,1616,87.5,12.5
12086009030,Census Tract 90.30; Miami-Dade County; Florida,6.7,37.6,46.3,9.4,40.3,59.7,1601,3.6,61.3,2034,93.8,6.2
12086009031,Census Tract 90.31; Miami-Dade County; Florida,5.4,37.3,52.9,4.4,28.8,71.2,2088,5.7,55.5,1628,94.8,5.2
12086009039,Census Tract 90.39; Miami-Dade County; Florida,6.5,35.1,44.3,14.1,34.7,65.3,2501,1.4,77.6,2549,91.3,8.7
12086009040,Census Tract 90.40; Miami-Dade County; Florida,5.1,30.7,41.1,23.1,48.8,51.2,2933,5.8,58.6,2853,83.3,16.7
12086009043,Census Tract 90.43; Miami-Dade County; Florida,0.1,28.4,52.2,19.3,62.3,37.7,2936,5.6,66.3,1459,94.4,5.6
12086009044,Census Tract 90.44; Miami-Dade County; Florida,4.3,24.9,48.7,22.1,55.2,44.8,2712,5.1,83.6,971,90.9,9.1
12086009048,Census Tract 90.48; Miami-Dade County; Florida,2.6,24.9,36.4,36.1,67.0,33.0,3467,10.0,69.5,1056,93.9,6.1
12086009049,Census Tract 90.49; Miami-Dade County; Florida,1.6,26.3,63.6,8.6,47.5,52.5,2292,20.2,37.6,1578,84.3,15.7
12086009050,Census Tract 90.50; Miami-Dade County; Florida,1.2,17.7,61.3,19.7,50.4,49.6,2589,7.8,65.3,1633,95.7,4.3
12086009051,Census Tract 90.51; Miami-Dade County; Florida,11.1,12.3,34.9,41.7,54.1,45.9,2606,17.9,38.4,667,100.0,0.0
12086009052,Census Tract 90.52; Miami-Dade County; Florida,15.1,49.4,24.1,11.3,45.4,54.6,1400,7.2,58.9,1672,92.4,7.6
12086009053,Census Tract 90.53; Miami-Dade County; Florida,3.4,32.8,46.0,17.8,56.0,44.0,2406,0.0,56.6,1835,95.7,4.3
12086009054,Census Tract 90.54; Miami-Dade County; Florida,1.5,26.1,34.5,37.9,75.9,24.1,2330,19.8,9.9,528,100.0,0.0
12086009055,Census Tract 90.55; Miami-Dade County; Florida,0.0,25.7,43.6,30.7,72.4,27.6,2784,0.0,48.0,717,98.2,1.8
12086009056,Census Tract 90.56; Miami-Dade County; Florida,19.1,32.5,41.0,7.3,77.2,22.8,2676,7.0,62.5,1154,99.0,1.0
12086009057,Census Tract 90.57; Miami-Dade County; Florida,0.0,32.9,58.3,8.8,39.3,60.7,2754,7.4,65.7,2233,94.4,5.6
12086009058,Census Tract 90.58; Miami-Dade County; Florida,4.9,39.1,43.4,12.6,48.4,51.6,2315,8.6,47.3,1659,91.6,8.4
12086009059,Census Tract 90.59; Miami-Dade County; Florida,1.0,50.0,33.2,15.8,36.6,63.4,2413,3.8,65.5,941,96.3,3.7
12086009060,Census Tract 90.60; Miami-Dade County; Florida,6.2,29.5,44.4,20.0,43.1,56.9,2574,0.0,56.6,1554,94.7,5.3
12086009061,Census Tract 90.61; Miami-Dade County; Florida,14.3,28.6,33.4,23.6,55.8,44.2,995,8.7,64.4,981,100.0,0.0
12086009062,Census Tract 90.62; Miami-Dade County; Florida,2.5,30.2,48.2,19.1,57.6,42.4,2089,0.0,48.7,959,95.2,4.8
12086009063,Census Tract 90.63; Miami-Dade County; Florida,17.5,26.7,37.4,18.4,37.7,62.3,1514,25.5,38.5,1035,95.6,4.4
12086009064,Census Tract 90.64; Miami-Dade County; Florida,2.0,25.2,58.4,14.3,22.8,77.2,2155,25.8,57.6,1080,94.3,5.7
12086009065,Census Tract 90.65; Miami-Dade County; Florida,5.2,46.9,47.9,0.0,29.9,70.1,2302,14.4,43.9,1565,79.7,20.3
12086009066,Census Tract 90.66; Miami-Dade County; Florida,5.3,40.7,47.1,6.9,26.9,73.1,2148,5.2,55.1,3109,89.3,10.7
12086009101,Census Tract 91.01; Miami-Dade County; Florida,4.2,36.3,32.3,27.1,16.4,83.6,1710,5.1,76.9,899,97.1,2.9
12086009102,Census Tract 91.02; Miami-Dade County; Florida,10.8,37.1,42.1,10.0,38.1,61.9,1582,18.7,51.3,1089,95.8,4.2
12086009200,Census Tract 92; Miami-Dade County; Florida,6.9,10.5,37.0,45.6,80.6,19.4,-666666666,0.0,32.9,984,98.9,1.1
12086009305,Census Tract 93.05; Miami-Dade County; Florida,5.8,28.5,47.7,18.0,77.4,22.6,1792,4.8,51.7,1943,97.5,2.5
12086009312,Census Tract 93.12; Miami-Dade County; Florida,5.8,45.2,38.3,10.8,17.1,82.9,1914,12.0,27.7,2877,93.3,6.7
12086009314,Census Tract 93.14; Miami-Dade County; Florida,19.9,43.9,25.3,10.9,27.9,72.1,1301,7.8,63.1,1446,100.0,0.0
12086009315,Census Tract 93.15; Miami-Dade County; Florida,18.5,44.4,28.7,8.4,38.2,61.8,1543,15.7,50.5,1301,92.9,7.1
12086009316,Census Tract 93.16; Miami-Dade County; Florida,3.7,27.2,45.2,23.9,78.1,21.9,956,3.6,24.3,798,96.1,3.9
12086009317,Census Tract 93.17; Miami-Dade County; Florida,5.8,35.3,37.7,21.1,63.3,36.7,2003,0.0,50.4,1473,98.9,1.1
12086009318,Census Tract 93.18; Miami-Dade County; Florida,9.0,20.5,50.8,19.7,86.3,13.7,1875,0.0,44.6,533,100.0,0.0
12086009319,Census Tract 93.19; Miami-Dade County; Florida,4.0,26.1,32.2,37.7,40.7,59.3,2038,7.9,42.5,1580,96.1,3.9
12086009320,Census Tract 93.20; Miami-Dade County; Florida,4.8,33.5,37.8,24.0,18.2,81.8,1509,9.3,55.6,1616,96.3,3.7
12086009321,Census Tract 93.21; Miami-Dade County; Florida,5.6,38.7,24.4,31.4,58.4,41.6,1744,3.2,82.0,947,90.9,9.1
12086009322,Census Tract 93.22; Miami-Dade County; Florida,8.6,45.9,37.2,8.3,51.2,48.8,1660,8.7,69.4,1730,98.4,1.6
12086009323,Census Tract 93.23; Miami-Dade County; Florida,2.1,33.2,32.2,32.5,74.6,25.4,1666,9.7,51.0,822,100.0,0.0
12086009324,Census Tract 93.24; Miami-Dade County; Florida,20.4,31.9,40.5,7.3,28.2,71.8,1436,13.7,42.3,1530,100.0,0.0
12086009325,Census Tract 93.25; Miami-Dade County; Florida,0.6,37.9,40.5,21.0,60.3,39.7,1438,0.0,75.5,876,95.1,4.9
12086009326,Census Tract 93.26; Miami-Dade County; Florida,24.9,34.7,28.2,12.1,52.5,47.5,1394,2.2,45.9,1298,94.5,5.5
12086009327,Census Tract 93.27; Miami-Dade County; Florida,2.8,14.5,35.3,47.4,80.5,19.5,2612,4.8,67.9,875,96.9,3.1
12086009401,Census Tract 94.01; Miami-Dade County; Florida,5.4,24.1,52.7,17.8,76.5,23.5,1677,19.6,80.4,651,100.0,0.0
12086009402,Census Tract 94.02; Miami-Dade County; Florida,11.9,20.8,35.3,32.0,77.8,22.2,2218,9.3,62.0,1033,98.5,1.5
12086009503,Census Tract 95.03; Miami-Dade County; Florida,6.7,26.6,46.3,20.4,75.2,24.8,2058,0.0,48.3,1641,96.8,3.2
12086009504,Census Tract 95.04; Miami-Dade County; Florida,4.8,20.4,34.9,39.9,91.0,9.0,2317,13.1,55.6,1332,97.5,2.5
12086009505,Census Tract 95.05; Miami-Dade County; Florida,12.5,47.1,37.8,2.6,15.5,84.5,1763,9.0,78.6,566,87.8,12.2
12086009506,Census Tract 95.06; Miami-Dade County; Florida,10.7,41.4,29.1,18.8,56.4,43.6,1397,0.0,57.8,1567,91.6,8.4
12086009601,Census Tract 96.01; Miami-Dade County; Florida,7.8,46.2,30.8,15.2,40.4,59.6,1231,17.6,28.1,1534,90.7,9.3
12086009602,Census Tract 96.02; Miami-Dade County; Florida,7.8,53.4,34.9,3.9,24.9,75.1,1400,17.0,42.9,1617,77.4,22.6
12086009703,Census Tract 97.03; Miami-Dade County; Florida,0.6,26.5,52.2,20.7,86.1,13.9,2370,37.5,50.0,1135,85.8,14.2
12086009704,Census Tract 97.04; Miami-Dade County; Florida,1.8,39.1,33.2,25.9,61.1,38.9,1900,0.0,63.7,2016,82.6,17.4
12086009705,Census Tract 97.05; Miami-Dade County; Florida,4.7,52.9,24.9,17.6,61.7,38.3,1563,4.0,56.2,2654,78.1,21.9
12086009706,Census Tract 97.06; Miami-Dade County; Florida,9.5,49.6,32.0,8.8,59.5,40.5,1655,4.8,64.1,1973,92.4,7.6
12086009803,Census Tract 98.03; Miami-Dade County; Florida,2.1,45.6,37.1,15.2,47.4,52.6,2245,12.6,66.3,2879,96.4,3.6
12086009804,Census Tract 98.04; Miami-Dade County; Florida,1.7,28.3,44.7,25.2,94.7,5.3,2750,30.6,25.0,939,99.6,0.4
12086009806,Census Tract 98.06; Miami-Dade County; Florida,4.8,70.6,22.7,1.9,57.0,43.0,1390,1.3,77.7,1752,94.2,5.8
12086009809,Census Tract 98.09; Miami-Dade County; Florida,3.1,41.2,37.1,18.6,78.0,22.0,1918,11.5,51.0,1549,86.7,13.3
12086009810,Census Tract 98.10; Miami-Dade County; Florida,3.8,43.7,46.1,6.5,47.2,52.8,2081,24.1,53.1,1664,93.0,7.0
12086009811,Census Tract 98.11; Miami-Dade County; Florida,15.8,46.4,33.1,4.7,66.9,33.1,1309,0.3,60.8,1234,78.6,21.4
12086009812,Census Tract 98.12; Miami-Dade County; Florida,5.3,50.7,29.1,14.8,48.7,51.3,1919,3.1,67.3,2217,94.5,5.5
12086009903,Census Tract 99.03; Miami-Dade County; Florida,5.3,30.5,32.4,31.8,81.1,18.9,1688,0.0,53.7,1558,91.7,8.3
12086009904,Census Tract 99.04; Miami-Dade County; Florida,12.4,60.5,18.4,8.7,37.0,63.0,1411,19.7,45.5,1477,94.0,6.0
12086009905,Census Tract 99.05; Miami-Dade County; Florida,5.7,23.6,41.3,29.4,88.3,11.7,2475,22.4,28.2,1566,94.6,5.4
12086009906,Census Tract 99.06; Miami-Dade County; Florida,4.6,33.0,43.8,18.6,86.7,13.3,2289,12.2,43.0,1607,95.3,4.7
12086009907,Census Tract 99.07; Miami-Dade County; Florida,4.6,27.0,29.8,38.6,84.2,15.8,1852,14.5,61.3,1225,89.5,10.5
12086009908,Census Tract 99.08; Miami-Dade County; Florida,7.7,64.4,20.0,7.9,13.5,86.5,1553,9.2,65.5,1821,97.7,2.3
12086009909,Census Tract 99.09; Miami-Dade County; Florida,3.1,57.2,34.2,5.4,33.4,66.6,1814,39.2,41.4,937,98.5,1.5
12086010010,Census Tract 100.10; Miami-Dade County; Florida,8.6,27.4,26.9,37.2,57.9,42.1,1782,11.8,59.0,1280,96.7,3.3
12086010012,Census Tract 100.12; Miami-Dade County; Florida,1.8,17.4,39.3,41.5,78.3,21.7,2572,25.1,55.8,1881,95.9,4.1
12086010013,Census Tract 100.13; Miami-Dade County; Florida,3.7,32.5,34.7,29.1,84.5,15.5,1664,0.0,75.3,1125,100.0,0.0
12086010015,Census Tract 100.15; Miami-Dade County; Florida,3.1,33.1,31.8,32.0,48.2,51.8,1068,0.0,45.1,1138,90.9,9.1
12086010016,Census Tract 100.16; Miami-Dade County; Florida,0.6,28.5,32.8,38.0,93.5,6.5,2563,0.0,38.8,1327,98.0,2.0
12086010017,Census Tract 100.17; Miami-Dade County; Florida,2.9,9.6,32.8,54.8,86.1,13.9,2371,0.0,76.8,1048,96.9,3.1
12086010018,Census Tract 100.18; Miami-Dade County; Florida,6.3,35.6,29.1,29.0,76.1,23.9,1414,0.0,34.6,990,90.5,9.5
12086010019,Census Tract 100.19; Miami-Dade County; Florida,14.9,28.3,32.7,24.2,82.0,18.0,2152,0.0,24.1,1160,97.9,2.1
12086010020,Census Tract 100.20; Miami-Dade County; Florida,7.1,27.5,24.8,40.6,91.4,8.6,-666666666,0.0,0.0,1123,97.2,2.8
12086010021,Census Tract 100.21; Miami-Dade County; Florida,8.4,17.6,60.2,13.9,44.3,55.7,1862,1.8,64.0,1130,97.1,2.9
12086010022,Census Tract 100.22; Miami-Dade County; Florida,4.4,32.3,34.4,28.8,87.8,12.2,1688,38.0,49.6,1286,95.3,4.7
12086010023,Census Tract 100.23; Miami-Dade County; Florida,12.6,54.3,18.1,15.1,46.3,53.7,1992,8.9,74.9,906,98.2,1.8
12086010024,Census Tract 100.24; Miami-Dade County; Florida,12.3,54.9,21.8,11.0,39.8,60.2,1468,10.1,58.6,1722,100.0,0.0
12086010025,Census Tract 100.25; Miami-Dade County; Florida,0.3,34.1,47.2,18.4,76.7,23.3,2122,0.0,94.9,1240,96.9,3.1
12086010026,Census Tract 100.26; Miami-Dade County; Florida,7.0,61.1,24.7,7.2,64.2,35.8,2034,3.9,84.5,683,91.9,8.1
12086010193,Census Tract 101.93; Miami-Dade County; Florida,0.6,17.3,45.9,36.2,84.5,15.5,2645,10.4,52.5,1503,98.4,1.6
12086010198,Census Tract 101.98; Miami-Dade County; Florida,0.0,26.0,39.0,35.0,93.1,6.9,2637,0.0,50.0,1145,97.6,2.4
12086010201,Census Tract 102.01; Miami-Dade County; Florida,3.9,20.2,36.7,39.3,98.5,1.5,-666666666,0.0,100.0,1436,99.2,0.8
12086010205,Census Tract 102.05; Miami-Dade County; Florida,2.7,25.0,37.2,35.1,89.5,10.5,1674,13.9,39.6,1447,98.8,1.2
12086010207,Census Tract 102.07; Miami-Dade County; Florida,21.2,42.6,30.6,5.6,5.2,94.8,1335,7.2,52.3,1972,93.8,6.2
12086010208,Census Tract 102.08; Miami-Dade County; Florida,12.0,44.6,23.0,20.3,36.9,63.1,1362,15.0,47.5,1702,92.8,7.2
12086010209,Census Tract 102.09; Miami-Dade County; Florida,5.8,16.0,47.4,30.7,83.7,16.3,1974,20.0,55.3,1769,97.3,2.7
12086010211,Census Tract 102.11; Miami-Dade County; Florida,1.0,24.2,43.4,31.3,73.5,26.5,2149,9.9,76.7,1439,100.0,0.0
12086010212,Census Tract 102.12; Miami-Dade County; Florida,2.0,19.8,26.4,51.7,90.8,9.2,-666666666,0.0,0.0,815,91.5,8.5
12086010213,Census Tract 102.13; Miami-Dade County; Florida,13.9,24.6,26.1,35.5,54.7,45.3,1594,4.7,54.1,1470,97.2,2.8
12086010214,Census Tract 102.14; Miami-Dade County; Florida,5.2,44.4,14.0,36.3,68.2,31.8,-666666666,29.9,28.7,703,93.2,6.8
12086010301,Census Tract 103.01; Miami-Dade County; Florida,3.7,30.4,29.9,36.0,61.7,38.3,1368,21.2,40.5,1006,98.0,2.0
12086010302,Census Tract 103.02; Miami-Dade County; Florida,1.0,14.2,39.0,45.8,64.2,35.8,1671,0.0,48.6,909,97.8,2.2
12086010303,Census Tract 103.03; Miami-Dade County; Florida,0.0,28.2,42.6,29.2,83.5,16.5,-666666666,0.0,27.9,1292,94.7,5.3
12086010400,Census Tract 104; Miami-Dade County; Florida,2.4,35.1,38.2,24.4,63.2,36.8,1642,26.3,54.0,1900,94.0,6.0
12086010501,Census Tract 105.01; Miami-Dade County; Florida,18.3,29.5,32.7,19.4,39.7,60.3,943,14.1,58.0,2206,91.4,8.6
12086010502,Census Tract 105.02; Miami-Dade County; Florida,1.5,21.3,54.1,23.1,75.9,24.1,1750,0.0,33.8,3138,97.6,2.4
12086010604,Census Tract 106.04; Miami-Dade County; Florida,2.6,12.3,47.4,37.8,84.7,15.3,2642,27.0,51.7,1530,93.7,6.3
12086010608,Census Tract 106.08; Miami-Dade County; Florida,1.8,24.3,46.7,27.2,73.6,26.4,2173,7.5,59.6,1718,98.2,1.8
12086010609,Census Tract 106.09; Miami-Dade County; Florida,11.0,45.9,28.4,14.6,26.6,73.4,1338,8.4,55.8,2250,95.0,5.0
12086010610,Census Tract 106.10; Miami-Dade County; Florida,10.1,24.7,37.5,27.7,78.7,21.3,286,21.6,28.2,1547,87.1,12.9
12086010613,Census Tract 106.13; Miami-Dade County; Florida,6.1,40.1,46.1,7.7,46.0,54.0,1687,19.0,48.5,2364,96.7,3.3
12086010618,Census Tract 106.18; Miami-Dade County; Florida,9.0,14.0,47.5,29.5,70.3,29.7,2694,5.6,66.3,1371,96.4,3.6
12086010619,Census Tract 106.19; Miami-Dade County; Florida,0.0,32.8,37.6,29.6,83.4,16.6,1493,24.6,66.9,840,93.3,6.7
12086010620,Census Tract 106.20; Miami-Dade County; Florida,0.9,11.9,52.0,35.3,85.8,14.2,3501,18.4,68.1,995,100.0,0.0
12086010621,Census Tract 106.21; Miami-Dade County; Florida,0.0,26.4,43.9,29.8,70.1,29.9,2094,0.0,66.0,1411,100.0,0.0
12086010622,Census Tract 106.22; Miami-Dade County; Florida,5.3,20.3,60.7,13.7,50.2,49.8,1550,10.8,29.0,1364,93.7,6.3
12086010623,Census Tract 106.23; Miami-Dade County; Florida,5.4,16.3,51.6,26.7,64.4,35.6,1913,19.2,37.3,1061,95.6,4.4
12086010624,Census Tract 106.24; Miami-Dade County; Florida,10.4,28.0,35.2,26.3,86.8,13.2,2631,0.0,57.1,968,100.0,0.0
12086010625,Census Tract 106.25; Miami-Dade County; Florida,0.0,30.4,46.9,22.8,66.3,33.7,2290,8.0,54.2,1845,100.0,0.0
12086010626,Census Tract 106.26; Miami-Dade County; Florida,4.5,39.4,33.0,23.2,42.7,57.3,1658,0.0,60.3,1227,98.1,1.9
12086010705,Census Tract 107.05; Miami-Dade County; Florida,3.0,37.0,31.0,29.0,66.1,33.9,1775,3.9,76.6,1543,98.0,2.0
12086010706,Census Tract 107.06; Miami-Dade County; Florida,8.2,23.9,48.6,19.3,48.1,51.9,692,3.2,46.8,979,97.1,2.9
12086010707,Census Tract 107.07; Miami-Dade County; Florida,8.5,11.0,34.5,45.9,81.6,18.4,666,0.0,44.0,1031,95.7,4.3
12086010708,Census Tract 107.08; Miami-Dade County; Florida,13.3,21.6,37.2,27.9,65.9,34.1,1546,9.3,90.7,1700,98.8,1.2
12086010709,Census Tract 107.09; Miami-Dade County; Florida,2.6,19.6,57.7,20.1,90.2,9.8,1770,5.0,82.4,1793,95.5,4.5
12086010710,Census Tract 107.10; Miami-Dade County; Florida,3.4,29.3,30.4,36.8,68.0,32.0,1487,0.0,51.0,2228,96.6,3.4
12086010803,Census Tract 108.03; Miami-Dade County; Florida,21.7,26.3,42.8,9.2,20.4,79.6,1673,9.5,48.1,1402,91.1,8.9
12086010804,Census Tract 108.04; Miami-Dade County; Florida,13.5,46.7,25.7,14.1,17.3,82.7,1616,2.5,58.4,2722,93.9,6.1
12086010805,Census Tract 108.05; Miami-Dade County; Florida,8.3,49.9,28.1,13.7,27.4,72.6,1680,4.6,65.3,2056,97.3,2.7
12086010806,Census Tract 108.06; Miami-Dade County; Florida,6.5,29.3,41.6,22.7,51.2,48.8,1873,8.0,55.2,1386,94.4,5.6
12086010900,Census Tract 109; Miami-Dade County; Florida,3.1,44.1,42.4,10.3,20.7,79.3,1344,8.2,52.3,2354,96.9,3.1
12086011003,Census Tract 110.03; Miami-Dade County; Florida,8.2,18.8,37.9,35.0,70.0,30.0,2231,7.9,36.4,1311,96.3,3.7
12086011008,Census Tract 110.08; Miami-Dade County; Florida,0.7,18.1,66.0,15.2,62.4,37.6,2100,4.7,55.0,1427,96.6,3.4
12086011009,Census Tract 110.09; Miami-Dade County; Florida,6.3,28.9,44.2,20.6,53.6,46.4,1985,3.0,41.6,2278,98.8,1.2
12086011010,Census Tract 110.10; Miami-Dade County; Florida,26.9,36.1,27.0,10.0,9.6,90.4,1323,22.9,51.3,1903,94.6,5.4
12086011011,Census Tract 110.11; Miami-Dade County; Florida,2.6,40.6,36.0,20.8,47.1,52.9,1124,16.1,33.0,1367,98.0,2.0
12086011012,Census Tract 110.12; Miami-Dade County; Florida,5.1,22.5,34.3,38.2,86.8,13.2,2133,0.0,73.2,668,97.3,2.7
12086011013,Census Tract 110.13; Miami-Dade County; Florida,3.8,15.9,42.6,37.8,80.8,19.2,1660,11.6,69.6,1031,90.5,9.5
12086011014,Census Tract 110.14; Miami-Dade County; Florida,5.5,39.5,43.8,11.3,66.5,33.5,1833,4.5,57.3,1612,98.4,1.6
12086011015,Census Tract 110.15; Miami-Dade County; Florida,0.0,28.2,45.0,26.7,86.6,13.4,2407,0.0,58.7,3160,93.5,6.5
12086011103,Census Tract 111.03; Miami-Dade County; Florida,1.8,35.4,51.3,11.5,27.5,72.5,1594,2.8,83.1,1152,92.2,7.8
12086011104,Census Tract 111.04; Miami-Dade County; Florida,22.6,28.9,40.6,7.8,21.1,78.9,1355,0.7,55.9,1641,97.2,2.8
12086011105,Census Tract 111.05; Miami-Dade County; Florida,4.4,15.8,31.1,48.7,85.4,14.6,1794,0.0,70.8,1194,98.2,1.8
12086011106,Census Tract 111.06; Miami-Dade County; Florida,6.3,31.4,32.1,30.2,72.7,27.3,1675,26.6,73.4,1070,95.2,4.8
12086011203,Census Tract 112.03; Miami-Dade County; Florida,14.1,39.9,31.8,14.2,25.5,74.5,1544,4.4,63.6,1749,91.9,8.1
12086011204,Census Tract 112.04; Miami-Dade County; Florida,3.1,22.0,39.2,35.8,88.2,11.8,1861,0.0,30.3,646,100.0,0.0
12086011205,Census Tract 112.05; Miami-Dade County; Florida,4.7,28.0,42.2,25.1,63.6,36.4,1063,25.3,35.8,1188,97.6,2.4
12086011206,Census Tract 112.06; Miami-Dade County; Florida,2.0,11.5,41.7,44.9,88.0,12.0,1726,14.4,46.4,929,91.0,9.0
12086011301,Census Tract 113.01; Miami-Dade County; Florida,7.9,67.0,14.0,11.2,16.0,84.0,1131,7.9,65.4,1502,93.1,6.9
