GEOID,NAME,hh_no_vehicle_pct,hh_1_vehicle_pct,hh_2_vehicles_pct,hh_3plus_vehicles_pct,owner_occupied_pct,renter_occupied_pct,median_gross_rent,rent_burden_30pct_plus,rent_burden_50pct_plus,total_housing_units,occupied_units_pct,vacant_units_pct
12086003801,Census Tract 38.01; Miami-Dade County; Florida,6.3,48.8,36.4,8.5,50.9,49.1,2348,15.9,64.9,2634,83.5,16.5
12086003803,Census Tract 38.03; Miami-Dade County; Florida,7.3,49.0,25.7,18.0,65.8,34.2,2734,10.4,71.0,3629,36.9,63.1
12086003804,Census Tract 38.04; Miami-Dade County; Florida,10.1,41.5,40.3,8.1,66.1,33.9,1795,21.6,58.3,3841,53.4,46.6
12086003906,Census Tract 39.06; Miami-Dade County; Florida,4.1,30.6,45.6,19.7,87.8,12.2,2579,0.0,65.7,1113,77.4,22.6
12086003909,Census Tract 39.09; Miami-Dade County; Florida,39.1,45.9,12.8,2.2,12.7,87.3,1445,23.2,40.5,1116,66.4,33.6
12086003911,Census Tract 39.11; Miami-Dade County; Florida,15.8,46.3,27.8,10.2,37.0,63.0,1656,5.8,65.5,2651,76.4,23.6
12086003912,Census Tract 39.12; Miami-Dade County; Florida,18.2,52.0,22.0,7.8,21.7,78.3,1757,7.2,60.5,1962,92.3,7.7
12086003913,Census Tract 39.13; Miami-Dade County; Florida,22.9,51.0,22.2,3.9,28.5,71.5,1534,7.3,60.7,2425,75.5,24.5
12086003914,Census Tract 39.14; Miami-Dade County; Florida,21.9,64.9,13.2,0.0,38.6,61.4,1636,21.2,49.6,3465,60.7,39.3
12086003915,Census Tract 39.15; Miami-Dade County; Florida,22.5,28.3,37.6,11.5,42.8,57.2,1711,13.6,54.1,2555,84.9,15.1
12086003916,Census Tract 39.16; Miami-Dade County; Florida,24.4,39.5,26.2,9.9,29.0,71.0,1652,15.2,42.8,2068,89.7,10.3
12086003917,Census Tract 39.17; Miami-Dade County; Florida,1.6,49.0,44.3,5.1,39.1,60.9,1966,7.3,50.9,2689,79.3,20.7
12086003918,Census Tract 39.18; Miami-Dade County; Florida,6.0,58.0,29.3,6.8,37.8,62.2,2348,11.9,48.1,1675,76.5,23.5
12086003919,Census Tract 39.19; Miami-Dade County; Florida,5.2,50.0,40.1,4.7,67.0,33.0,2850,9.0,45.4,2383,53.0,47.0
12086003921,Census Tract 39.21; Miami-Dade County; Florida,3.4,63.9,28.0,4.7,61.7,38.3,2959,0.0,40.9,3036,40.4,59.6
12086003922,Census Tract 39.22; Miami-Dade County; Florida,3.1,63.3,31.8,1.8,52.8,47.2,2552,17.5,32.2,2794,32.5,67.5
12086004000,Census Tract 40; Miami-Dade County; Florida,6.3,27.3,49.3,17.0,82.0,18.0,1797,7.0,41.7,2825,56.2,43.8
12086004102,Census Tract 41.02; Miami-Dade County; Florida,7.7,45.5,36.4,10.5,88.9,11.1,3501,10.2,41.7,1875,61.2,38.8
12086004103,Census Tract 41.03; Miami-Dade County; Florida,29.6,56.8,13.6,0.0,25.8,74.2,1579,8.3,40.7,2054,61.0,39.0
12086004105,Census Tract 41.05; Miami-Dade County; Florida,31.2,56.3,8.6,3.9,40.8,59.2,1590,0.0,75.7,2789,54.5,45.5
12086004106,Census Tract 41.06; Miami-Dade County; Florida,10.1,40.2,33.7,16.0,67.6,32.4,3501,0.0,20.5,1560,67.4,32.6
12086004204,Census Tract 42.04; Miami-Dade County; Florida,45.5,39.3,12.7,2.5,16.2,83.8,1660,6.9,58.8,1682,75.1,24.9
12086004205,Census Tract 42.05; Miami-Dade County; Florida,51.0,41.4,6.7,0.9,29.6,70.4,1696,13.1,48.6,2239,53.3,46.7
12086004206,Census Tract 42.06; Miami-Dade County; Florida,16.1,36.3,45.9,1.6,38.1,61.9,1737,4.3,57.7,1371,66.4,33.6
12086004207,Census Tract 42.07; Miami-Dade County; Florida,18.6,50.1,29.7,1.6,9.4,90.6,2400,3.9,46.5,1786,60.7,39.3
12086004208,Census Tract 42.08; Miami-Dade County; Florida,27.0,57.1,12.7,3.2,42.9,57.1,2141,2.5,51.4,1188,70.5,29.5
12086004301,Census Tract 43.01; Miami-Dade County; Florida,14.9,67.3,16.1,1.8,45.7,54.3,2161,18.0,61.2,2234,63.8,36.2
12086004303,Census Tract 43.03; Miami-Dade County; Florida,47.4,48.5,4.1,0.0,16.2,83.8,1659,15.4,63.0,1815,79.4,20.6
12086004304,Census Tract 43.04; Miami-Dade County; Florida,32.4,50.5,17.1,0.0,46.6,53.4,1683,24.2,43.7,1634,78.5,21.5
12086004403,Census Tract 44.03; Miami-Dade County; Florida,32.2,58.0,8.6,1.1,20.8,79.2,1693,6.0,57.0,2230,67.6,32.4
12086004404,Census Tract 44.04; Miami-Dade County; Florida,49.2,44.7,4.4,1.7,25.9,74.1,1274,11.2,33.6,2147,68.2,31.8
12086004405,Census Tract 44.05; Miami-Dade County; Florida,49.7,36.9,7.7,5.7,20.4,79.6,1548,7.8,65.7,2223,86.2,13.8
12086004406,Census Tract 44.06; Miami-Dade County; Florida,24.7,58.9,15.7,0.7,30.2,69.8,2195,4.6,46.3,1988,70.7,29.3
12086004500,Census Tract 45; Miami-Dade County; Florida,17.6,49.4,28.5,4.5,44.3,55.7,1240,11.0,42.0,4666,45.0,55.0
12086004602,Census Tract 46.02; Miami-Dade County; Florida,0.8,15.3,52.1,31.8,79.5,20.5,3501,17.9,60.4,1382,84.7,15.3
12086004605,Census Tract 46.05; Miami-Dade County; Florida,5.6,48.9,36.7,8.8,70.7,29.3,3501,7.6,66.2,2300,66.4,33.6
12086004607,Census Tract 46.07; Miami-Dade County; Florida,0.0,50.0,44.6,5.4,66.8,33.2,3501,23.5,38.6,2718,54.3,45.7
12086004608,Census Tract 46.08; Miami-Dade County; Florida,7.6,60.1,26.9,5.4,57.6,42.4,2710,10.2,49.9,1114,74.5,25.5
12086004701,Census Tract 47.01; Miami-Dade County; Florida,10.9,31.5,41.7,15.8,71.2,28.8,1408,0.0,67.5,2140,99.0,1.0
12086004703,Census Tract 47.03; Miami-Dade County; Florida,5.7,41.9,40.9,11.6,55.1,44.9,1368,7.0,42.0,1841,94.9,5.1
12086004704,Census Tract 47.04; Miami-Dade County; Florida,1.9,39.7,37.6,20.8,53.9,46.1,1614,14.8,57.1,862,92.9,7.1
12086004705,Census Tract 47.05; Miami-Dade County; Florida,2.5,51.8,30.8,14.9,60.8,39.2,1212,9.1,58.1,1674,97.4,2.6
12086004901,Census Tract 49.01; Miami-Dade County; Florida,10.4,47.9,16.8,24.9,25.1,74.9,1541,8.1,58.0,1759,88.7,11.3
12086004903,Census Tract 49.03; Miami-Dade County; Florida,5.9,58.7,20.8,14.6,30.8,69.2,1472,2.5,66.9,1562,86.7,13.3
12086004904,Census Tract 49.04; Miami-Dade County; Florida,10.6,36.9,34.4,18.1,43.9,56.1,1367,14.2,59.0,1063,86.9,13.1
12086005002,Census Tract 50.02; Miami-Dade County; Florida,12.0,33.0,33.7,21.3,49.3,50.7,1603,6.7,41.7,1854,94.3,5.7
12086005003,Census Tract 50.03; Miami-Dade County; Florida,20.7,26.6,33.7,19.0,50.8,49.2,1230,8.9,73.5,1258,100.0,0.0
12086005004,Census Tract 50.04; Miami-Dade County; Florida,3.0,25.8,50.2,21.0,76.1,23.9,1426,0.0,21.8,1150,94.9,5.1
12086005102,Census Tract 51.02; Miami-Dade County; Florida,28.0,54.1,10.6,7.3,26.0,74.0,1077,13.0,38.2,2773,93.3,6.7
12086005103,Census Tract 51.03; Miami-Dade County; Florida,20.6,37.3,37.1,4.9,20.9,79.1,1512,11.3,50.0,975,96.4,3.6
12086005104,Census Tract 51.04; Miami-Dade County; Florida,12.3,50.4,29.0,8.3,14.8,85.2,1531,10.7,63.8,1892,95.2,4.8
12086005201,Census Tract 52.01; Miami-Dade County; Florida,30.3,43.4,24.0,2.3,5.4,94.6,1515,6.3,54.1,2471,99.0,1.0
12086005202,Census Tract 52.02; Miami-Dade County; Florida,27.8,49.4,15.2,7.7,3.5,96.5,1346,8.4,58.7,2175,98.1,1.9
12086005303,Census Tract 53.03; Miami-Dade County; Florida,28.9,38.9,19.5,12.7,6.0,94.0,1382,1.7,50.2,1422,97.2,2.8
12086005304,Census Tract 53.04; Miami-Dade County; Florida,30.5,51.2,15.8,2.6,9.4,90.6,1243,8.4,58.3,1866,93.9,6.1
12086005305,Census Tract 53.05; Miami-Dade County; Florida,33.5,53.4,12.6,0.4,5.7,94.3,1310,9.8,52.3,2043,87.9,12.1
12086005306,Census Tract 53.06; Miami-Dade County; Florida,47.7,43.7,8.2,0.4,3.5,96.5,1380,24.2,55.1,2180,96.5,3.5
12086005403,Census Tract 54.03; Miami-Dade County; Florida,12.0,56.6,21.5,9.9,43.6,56.4,1216,5.4,43.6,545,90.5,9.5
12086005405,Census Tract 54.05; Miami-Dade County; Florida,13.1,31.3,35.5,20.1,22.6,77.4,1364,10.8,57.6,1263,99.3,0.7
12086005406,Census Tract 54.06; Miami-Dade County; Florida,40.5,31.4,23.4,4.7,11.8,88.2,1371,7.5,55.1,1540,96.9,3.1
12086005407,Census Tract 54.07; Miami-Dade County; Florida,21.3,43.9,22.4,12.4,26.6,73.4,1291,12.5,47.6,992,95.1,4.9
12086005409,Census Tract 54.09; Miami-Dade County; Florida,33.8,38.1,16.9,11.2,7.7,92.3,1148,11.3,63.2,1928,96.5,3.5
12086005410,Census Tract 54.10; Miami-Dade County; Florida,24.7,59.6,13.6,2.1,8.9,91.1,1325,10.5,59.2,1379,87.2,12.8
12086005503,Census Tract 55.03; Miami-Dade County; Florida,13.1,31.0,38.9,17.1,47.4,52.6,1521,4.5,57.2,1359,90.5,9.5
12086005504,Census Tract 55.04; Miami-Dade County; Florida,7.9,42.2,24.3,25.6,27.1,72.9,1591,11.4,37.1,1201,94.9,5.1
12086005505,Census Tract 55.05; Miami-Dade County; Florida,16.8,35.1,24.6,23.5,32.1,67.9,1599,12.3,48.6,874,93.1,6.9
12086005506,Census Tract 55.06; Miami-Dade County; Florida,7.6,23.2,54.9,14.3,37.4,62.6,1752,23.3,49.2,1230,96.4,3.6
12086005600,Census Tract 56; Miami-Dade County; Florida,16.2,39.8,32.3,11.8,42.6,57.4,1756,9.9,65.6,1966,95.1,4.9
12086005701,Census Tract 57.01; Miami-Dade County; Florida,12.3,34.9,41.4,11.3,48.7,51.3,1113,16.4,43.8,2673,98.2,1.8
12086005705,Census Tract 57.05; Miami-Dade County; Florida,16.2,60.8,20.4,2.6,31.9,68.1,1612,8.5,52.3,1600,89.8,10.3
12086005706,Census Tract 57.06; Miami-Dade County; Florida,23.6,38.7,36.6,1.1,38.2,61.8,1658,15.8,54.1,2043,86.9,13.1
12086005707,Census Tract 57.07; Miami-Dade County; Florida,10.3,39.4,32.2,18.1,6.1,93.9,1692,17.2,59.1,680,94.1,5.9
12086005708,Census Tract 57.08; Miami-Dade County; Florida,17.9,44.2,27.3,10.7,40.9,59.1,1425,24.1,39.1,2258,95.0,5.0
12086005803,Census Tract 58.03; Miami-Dade County; Florida,6.3,22.5,38.7,32.5,46.9,53.1,1630,5.8,42.9,2215,93.3,6.7
12086005804,Census Tract 58.04; Miami-Dade County; Florida,10.8,30.2,28.3,30.7,72.8,27.2,1298,0.0,90.7,1239,97.1,2.9
12086005805,Census Tract 58.05; Miami-Dade County; Florida,5.4,30.7,23.4,40.5,63.4,36.6,1635,23.4,50.0,885,88.2,11.8
12086005806,Census Tract 58.06; Miami-Dade County; Florida,15.2,43.7,26.0,15.1,62.9,37.1,1377,19.6,35.5,1524,100.0,0.0
12086005901,Census Tract 59.01; Miami-Dade County; Florida,7.7,33.5,37.4,21.5,62.0,38.0,2087,12.8,52.4,2005,92.1,7.9
12086005902,Census Tract 59.02; Miami-Dade County; Florida,7.6,26.8,46.8,18.8,53.5,46.5,2003,9.9,68.9,1250,91.6,8.4
12086005903,Census Tract 59.03; Miami-Dade County; Florida,9.5,33.1,31.5,25.8,36.0,64.0,1549,11.4,52.4,1893,100.0,0.0
12086005904,Census Tract 59.04; Miami-Dade County; Florida,4.5,45.2,30.8,19.5,42.3,57.7,1999,2.1,58.4,2152,95.0,5.0
12086006002,Census Tract 60.02; Miami-Dade County; Florida,1.6,21.9,48.4,28.1,73.7,26.3,-666666666,0.0,25.7,2062,91.7,8.3
12086006003,Census Tract 60.03; Miami-Dade County; Florida,3.2,21.6,45.3,29.9,86.7,13.3,2260,15.7,26.5,993,100.0,0.0
12086006004,Census Tract 60.04; Miami-Dade County; Florida,3.5,21.6,43.4,31.5,91.2,8.8,2763,0.0,80.3,1022,89.2,10.8
12086006103,Census Tract 61.03; Miami-Dade County; Florida,2.7,27.1,58.0,12.2,92.6,7.4,3501,0.0,51.9,865,84.2,15.8
12086006104,Census Tract 61.04; Miami-Dade County; Florida,5.8,40.7,41.7,11.8,78.9,21.1,2118,1.8,58.7,2109,79.7,20.3
12086006105,Census Tract 61.05; Miami-Dade County; Florida,1.0,26.2,62.3,10.5,92.3,7.7,3501,33.3,47.2,866,90.1,9.9
12086006106,Census Tract 61.06; Miami-Dade County; Florida,4.8,31.3,51.9,12.0,91.2,8.8,2885,0.0,56.4,975,90.7,9.3
12086006201,Census Tract 62.01; Miami-Dade County; Florida,25.5,43.1,24.8,6.6,47.4,52.6,1548,8.0,54.9,1421,96.5,3.5
12086006203,Census Tract 62.03; Miami-Dade County; Florida,10.6,65.7,17.1,6.6,36.1,63.9,1784,9.5,44.1,1452,90.4,9.6
12086006205,Census Tract 62.05; Miami-Dade County; Florida,8.8,70.6,19.0,1.6,22.2,77.8,1831,8.2,32.7,2358,85.0,15.0
12086006206,Census Tract 62.06; Miami-Dade County; Florida,7.7,50.7,35.2,6.4,39.1,60.9,2419,10.9,29.5,2172,90.1,9.9
12086006302,Census Tract 63.02; Miami-Dade County; Florida,9.5,44.2,26.6,19.7,48.7,51.3,1751,12.7,52.3,2251,92.5,7.5
12086006303,Census Tract 63.03; Miami-Dade County; Florida,27.6,30.6,32.8,8.9,33.7,66.3,1001,11.3,52.2,1806,95.4,4.6
12086006304,Census Tract 63.04; Miami-Dade County; Florida,11.0,56.0,28.1,5.0,27.1,72.9,1433,2.2,51.9,1438,89.7,10.3
12086006401,Census Tract 64.01; Miami-Dade County; Florida,23.5,37.6,19.9,19.1,27.3,72.7,1302,5.4,55.8,1436,93.5,6.5
12086006402,Census Tract 64.02; Miami-Dade County; Florida,7.0,45.5,32.3,15.2,36.2,63.8,1694,7.1,69.9,1815,86.4,13.6
12086006403,Census Tract 64.03; Miami-Dade County; Florida,13.5,56.0,22.3,8.3,55.7,44.3,1428,12.0,50.1,1704,90.7,9.3
12086006501,Census Tract 65.01; Miami-Dade County; Florida,9.3,27.8,52.8,10.1,51.2,48.8,1752,15.7,45.0,1373,94.1,5.9
12086006503,Census Tract 65.03; Miami-Dade County; Florida,11.4,36.0,39.5,13.1,62.6,37.4,1901,14.5,55.4,843,93.0,7.0
12086006504,Census Tract 65.04; Miami-Dade County; Florida,9.8,39.7,33.4,17.1,62.1,37.9,1834,10.3,52.7,902,91.4,8.6
12086006603,Census Tract 66.03; Miami-Dade County; Florida,32.7,32.5,33.1,1.7,4.2,95.8,1623,11.0,63.4,1322,100.0,0.0
12086006604,Census Tract 66.04; Miami-Dade County; Florida,25.3,60.8,13.9,0.0,4.1,95.9,1705,24.9,44.5,1507,83.8,16.2
12086006605,Census Tract 66.05; Miami-Dade County; Florida,18.2,54.7,14.0,13.1,37.6,62.4,2256,4.0,44.5,1074,88.6,11.4
12086006606,Census Tract 66.06; Miami-Dade County; Florida,7.7,86.4,5.8,0.0,1.7,98.3,1452,4.2,50.6,609,95.7,4.3
12086006607,Census Tract 66.07; Miami-Dade County; Florida,9.2,58.5,24.5,7.7,20.9,79.1,1584,7.7,47.6,1654,83.3,16.7
12086006608,Census Tract 66.08; Miami-Dade County; Florida,12.2,37.2,38.7,11.8,48.9,51.1,1807,5.6,49.8,1598,84.5,15.5
12086006705,Census Tract 67.05; Miami-Dade County; Florida,1.7,65.7,31.5,1.1,52.6,47.4,2084,9.8,53.4,2607,79.8,20.2
12086006706,Census Tract 67.06; Miami-Dade County; Florida,3.6,64.9,27.5,4.0,31.2,68.8,2507,6.8,55.4,1901,79.3,20.7
12086006707,Census Tract 67.07; Miami-Dade County; Florida,7.1,59.9,31.6,1.4,54.9,45.1,2882,8.0,48.6,3245,63.9,36.1
12086006709,Census Tract 67.09; Miami-Dade County; Florida,10.1,69.4,14.6,5.9,41.5,58.5,3501,2.8,32.1,1701,57.3,42.7
12086006713,Census Tract 67.13; Miami-Dade County; Florida,8.2,62.6,26.3,2.8,47.0,53.0,2532,6.7,51.0,1826,61.1,38.9
12086006714,Census Tract 67.14; Miami-Dade County; Florida,10.3,69.5,12.8,7.4,48.4,51.6,2627,2.6,39.3,1936,63.9,36.1
12086006715,Census Tract 67.15; Miami-Dade County; Florida,2.1,58.9,34.2,4.8,41.7,58.3,2369,24.1,52.4,1984,91.8,8.2
12086006716,Census Tract 67.16; Miami-Dade County; Florida,14.5,77.2,8.3,0.0,17.6,82.4,2181,4.8,77.3,1114,51.9,48.1
12086006717,Census Tract 67.17; Miami-Dade County; Florida,27.6,49.6,22.8,0.0,38.4,61.6,2835,2.8,39.2,1454,82.6,17.4
12086006718,Census Tract 67.18; Miami-Dade County; Florida,13.7,53.1,32.4,0.8,40.3,59.7,2912,0.0,17.7,2224,73.9,26.1
12086006719,Census Tract 67.19; Miami-Dade County; Florida,16.8,69.2,14.0,0.0,7.7,92.3,3441,14.0,47.9,1937,77.4,22.6
12086006720,Census Tract 67.20; Miami-Dade County; Florida,19.8,62.6,17.6,0.0,35.8,64.2,3155,3.0,23.5,1907,75.8,24.2
12086006721,Census Tract 67.21; Miami-Dade County; Florida,4.6,64.9,30.5,0.0,15.6,84.4,3501,3.2,34.3,2218,81.0,19.0
12086006722,Census Tract 67.22; Miami-Dade County; Florida,11.3,69.1,13.0,6.5,8.7,91.3,2669,18.6,44.1,946,81.2,18.8
12086006801,Census Tract 68.01; Miami-Dade County; Florida,6.1,49.5,33.4,11.0,66.1,33.9,2675,0.0,44.2,1837,77.0,23.0
12086006802,Census Tract 68.02; Miami-Dade County; Florida,9.7,29.2,50.7,10.4,80.0,20.0,-666666666,14.5,52.5,1835,80.9,19.1
12086006901,Census Tract 69.01; Miami-Dade County; Florida,6.7,53.5,29.1,10.7,63.5,36.5,1656,4.2,56.4,1291,93.2,6.8
12086006902,Census Tract 69.02; Miami-Dade County; Florida,10.2,41.1,47.6,1.1,81.3,18.7,1386,0.0,52.5,1521,87.1,12.9
12086007003,Census Tract 70.03; Miami-Dade County; Florida,12.0,48.9,30.5,8.7,33.5,66.5,2210,1.2,64.7,1791,89.6,10.4
12086007004,Census Tract 70.04; Miami-Dade County; Florida,3.3,65.4,19.4,11.9,50.0,50.0,2095,0.3,54.5,2338,90.8,9.2
12086007005,Census Tract 70.05; Miami-Dade County; Florida,8.4,66.8,21.8,3.0,37.4,62.6,2205,0.0,54.1,1123,88.8,11.2
12086007006,Census Tract 70.06; Miami-Dade County; Florida,3.4,53.1,31.5,12.0,35.4,64.6,2187,19.8,58.8,1404,91.8,8.2
12086007007,Census Tract 70.07; Miami-Dade County; Florida,5.0,40.3,52.7,2.0,8.3,91.7,2575,24.4,43.2,1508,86.7,13.3
12086007101,Census Tract 71.01; Miami-Dade County; Florida,13.1,45.2,28.3,13.5,49.0,51.0,1066,0.0,47.7,1286,92.9,7.1
12086007103,Census Tract 71.03; Miami-Dade County; Florida,4.3,78.9,16.7,0.0,48.5,51.5,2169,15.1,20.0,1503,79.9,20.1
12086007104,Census Tract 71.04; Miami-Dade County; Florida,4.0,46.8,39.0,10.3,46.7,53.3,2040,2.0,39.5,1645,85.8,14.2
12086007200,Census Tract 72; Miami-Dade County; Florida,23.2,52.8,14.9,9.0,22.4,77.6,1354,13.2,57.5,1350,85.3,14.7
12086007300,Census Tract 73; Miami-Dade County; Florida,1.8,27.0,58.8,12.4,91.5,8.5,1645,19.3,33.0,1778,88.2,11.8
12086007401,Census Tract 74.01; Miami-Dade County; Florida,2.7,36.9,49.5,10.9,89.8,10.2,3501,14.3,17.9,579,94.6,5.4
12086007402,Census Tract 74.02; Miami-Dade County; Florida,1.7,44.2,37.4,16.8,82.1,17.9,2958,7.3,74.4,1283,84.0,16.0
12086007403,Census Tract 74.03; Miami-Dade County; Florida,1.8,60.6,25.8,11.8,45.4,54.6,3100,4.9,43.5,2363,77.1,22.9
12086007501,Census Tract 75.01; Miami-Dade County; Florida,1.9,28.7,51.1,18.4,96.7,3.3,3501,0.0,36.7,975,92.7,7.3
12086007503,Census Tract 75.03; Miami-Dade County; Florida,14.1,44.6,28.0,13.3,65.8,34.2,2125,0.0,55.1,418,84.7,15.3
12086007601,Census Tract 76.01; Miami-Dade County; Florida,7.6,29.4,44.2,18.8,78.2,21.8,2063,2.7,63.4,918,93.1,6.9
12086007603,Census Tract 76.03; Miami-Dade County; Florida,24.7,47.9,18.4,9.0,33.0,67.0,1685,11.9,65.7,1888,82.3,17.7
12086007605,Census Tract 76.05; Miami-Dade County; Florida,4.8,42.6,38.4,14.1,54.3,45.7,2068,9.4,68.3,1738,89.2,10.8
12086007607,Census Tract 76.07; Miami-Dade County; Florida,2.0,45.0,30.9,22.0,75.7,24.3,2310,0.0,100.0,1008,93.0,7.0
12086007608,Census Tract 76.08; Miami-Dade County; Florida,3.7,33.3,47.1,16.0,78.2,21.8,1411,15.2,39.3,843,96.7,3.3
12086007609,Census Tract 76.09; Miami-Dade County; Florida,7.4,51.8,35.1,5.7,56.7,43.3,2307,13.8,29.0,865,89.1,10.9
12086007610,Census Tract 76.10; Miami-Dade County; Florida,6.2,39.6,30.1,24.1,63.5,36.5,1655,5.5,46.1,1974,96.7,3.3
12086007704,Census Tract 77.04; Miami-Dade County; Florida,2.2,67.2,29.3,1.3,31.7,68.3,1992,21.0,47.4,3357,87.5,12.5
12086007705,Census Tract 77.05; Miami-Dade County; Florida,4.6,46.8,40.4,8.2,43.0,57.0,1752,5.1,49.9,2693,97.1,2.9
12086007706,Census Tract 77.06; Miami-Dade County; Florida,10.1,29.5,33.9,26.5,87.4,12.6,3055,9.9,47.9,1413,93.6,6.4
12086007707,Census Tract 77.07; Miami-Dade County; Florida,1.0,25.0,20.2,53.8,94.3,5.7,-666666666,15.9,0.0,889,94.5,5.5
12086007708,Census Tract 77.08; Miami-Dade County; Florida,6.9,19.7,47.5,25.9,58.2,41.8,1683,4.4,74.1,919,87.8,12.2
12086007709,Census Tract 77.09; Miami-Dade County; Florida,4.2,25.4,44.7,25.7,77.9,22.1,1665,9.8,23.7,1053,92.7,7.3
12086007801,Census Tract 78.01; Miami-Dade County; Florida,0.0,8.7,52.3,39.0,95.4,4.6,-666666666,0.0,100.0,219,89.0,11.0
12086007805,Census Tract 78.05; Miami-Dade County; Florida,3.7,26.8,44.1,25.3,76.9,23.1,1975,0.0,57.5,1786,93.4,6.6
12086007806,Census Tract 78.06; Miami-Dade County; Florida,5.6,15.6,47.2,31.6,97.3,2.7,-666666666,0.0,0.0,1251,93.8,6.2
12086007807,Census Tract 78.07; Miami-Dade County; Florida,2.8,33.8,44.5,18.9,79.3,20.7,1775,11.2,47.9,1770,91.6,8.4
12086007808,Census Tract 78.08; Miami-Dade County; Florida,11.1,59.0,29.3,0.6,32.0,68.0,1863,12.6,59.7,2814,86.7,13.3
12086007809,Census Tract 78.09; Miami-Dade County; Florida,10.5,45.5,36.6,7.4,51.9,48.1,1901,4.1,35.5,1857,93.2,6.8
12086007901,Census Tract 79.01; Miami-Dade County; Florida,24.9,28.0,33.9,13.3,82.9,17.1,2090,0.0,72.1,1842,92.8,7.2
12086007902,Census Tract 79.02; Miami-Dade County; Florida,1.6,36.0,41.5,20.8,79.6,20.4,2530,26.6,55.1,1217,91.2,8.8
12086008000,Census Tract 80; Miami-Dade County; Florida,2.9,31.0,36.3,29.8,71.4,28.6,1988,3.4,56.1,2242,82.8,17.2
12086008101,Census Tract 81.01; Miami-Dade County; Florida,0.0,19.4,42.1,38.4,97.1,2.9,3501,0.0,0.0,1142,89.8,10.2
12086008102,Census Tract 81.02; Miami-Dade County; Florida,0.0,35.0,36.8,28.3,78.5,21.5,-666666666,6.3,62.2,1641,97.9,2.1
12086008202,Census Tract 82.02; Miami-Dade County; Florida,1.8,25.7,49.7,22.8,83.3,16.7,1459,17.4,47.7,1507,100.0,0.0
12086008205,Census Tract 82.05; Miami-Dade County; Florida,2.7,28.5,44.9,24.0,94.5,5.5,3501,7.9,30.2,1506,91.2,8.8
12086008206,Census Tract 82.06; Miami-Dade County; Florida,3.6,37.3,40.7,18.4,73.1,26.9,1432,7.5,69.9,1553,96.1,3.9
12086008207,Census Tract 82.07; Miami-Dade County; Florida,0.4,18.1,35.9,45.7,96.7,3.3,-666666666,0.0,0.0,1535,94.5,5.5
12086008208,Census Tract 82.08; Miami-Dade County; Florida,13.0,33.0,39.0,15.0,46.0,54.0,1967,6.0,59.2,1984,87.6,12.4
12086008209,Census Tract 82.09; Miami-Dade County; Florida,5.4,19.3,38.7,36.6,86.6,13.4,3431,5.5,40.2,1420,91.1,8.9
12086008305,Census Tract 83.05; Miami-Dade County; Florida,4.4,29.4,43.8,22.3,53.6,46.4,1677,8.6,56.8,1999,96.7,3.3
12086008308,Census Tract 83.08; Miami-Dade County; Florida,3.8,21.4,43.8,31.0,58.6,41.4,1635,6.0,37.2,1883,89.3,10.7
12086008309,Census Tract 83.09; Miami-Dade County; Florida,11.7,37.3,38.9,12.1,35.7,64.3,1284,10.3,51.0,1636,86.0,14.0
12086008310,Census Tract 83.10; Miami-Dade County; Florida,11.1,14.8,51.7,22.4,86.4,13.6,-666666666,5.6,65.2,1182,100.0,0.0
12086008311,Census Tract 83.11; Miami-Dade County; Florida,7.9,21.4,20.9,49.8,84.7,15.3,2248,0.0,81.7,1168,98.2,1.8
12086008312,Census Tract 83.12; Miami-Dade County; Florida,12.2,15.9,38.5,33.3,64.0,36.0,1495,3.5,73.9,1105,93.1,6.9
12086008313,Census Tract 83.13; Miami-Dade County; Florida,11.4,28.0,41.8,18.8,66.6,33.4,1653,57.0,31.1,1719,93.8,6.2
12086008314,Census Tract 83.14; Miami-Dade County; Florida,0.0,17.6,20.1,62.3,90.2,9.8,2086,0.0,57.3,762,100.0,0.0
12086008315,Census Tract 83.15; Miami-Dade County; Florida,5.9,18.8,38.0,37.2,96.0,4.0,2040,0.0,23.9,1141,100.0,0.0
12086008409,Census Tract 84.09; Miami-Dade County; Florida,4.5,27.8,50.0,17.7,78.9,21.1,2288,0.0,51.6,2158,91.8,8.2
12086008415,Census Tract 84.15; Miami-Dade County; Florida,0.7,13.4,51.2,34.7,98.8,1.2,-666666666,0.0,0.0,1509,96.8,3.2
12086008416,Census Tract 84.16; Miami-Dade County; Florida,1.7,45.6,38.7,14.0,48.1,51.9,1764,1.4,75.8,1327,99.3,0.7
12086008418,Census Tract 84.18; Miami-Dade County; Florida,2.7,31.1,50.3,15.8,64.5,35.5,2257,9.8,44.7,1131,91.0,9.0
12086008419,Census Tract 84.19; Miami-Dade County; Florida,12.9,31.6,47.6,7.9,44.8,55.2,1879,8.1,37.6,2268,94.4,5.6
12086008420,Census Tract 84.20; Miami-Dade County; Florida,6.0,36.3,51.5,6.3,85.1,14.9,2154,0.0,81.0,680,98.8,1.2
12086008421,Census Tract 84.21; Miami-Dade County; Florida,1.9,23.2,44.6,30.3,87.9,12.1,2587,14.8,19.6,1845,89.9,10.1
12086008422,Census Tract 84.22; Miami-Dade County; Florida,6.8,30.1,42.7,20.5,78.2,21.8,2055,0.0,24.5,909,98.8,1.2
