GEOID,NAME,total_population,median_age,under_18_pct,age_65_plus_pct,hispanic_latino_pct,white_alone_nh_pct,black_alone_nh_pct,asian_alone_or_combo_pct,white_alone_pct,black_alone_pct,two_or_more_races_pct,foreign_born_pct
12086001401,Census Tract 14.01; Miami-Dade County; Florida,6053.0,34.0,26.8,12.3,26.3,0.4,71.6,0.3,3.5,72.6,9.9,1.1
12086001402,Census Tract 14.02; Miami-Dade County; Florida,4929.0,37.8,20.6,21.9,41.3,1.9,56.8,0.0,17.7,56.8,17.3,0.0
12086001501,Census Tract 15.01; Miami-Dade County; Florida,3359.0,31.5,25.3,6.8,25.9,0.3,68.5,0.0,1.4,75.6,13.6,0.0
12086001502,Census Tract 15.02; Miami-Dade County; Florida,4358.0,28.7,35.9,9.4,34.1,0.2,65.8,0.0,7.2,76.5,10.7,0.0
12086001603,Census Tract 16.03; Miami-Dade County; Florida,3367.0,48.1,11.8,19.6,97.5,2.4,0.1,0.0,29.9,0.1,47.5,0.0
12086001605,Census Tract 16.05; Miami-Dade County; Florida,3744.0,52.2,13.9,28.1,97.9,0.4,1.5,0.0,35.2,3.0,50.4,0.0
12086001606,Census Tract 16.06; Miami-Dade County; Florida,4425.0,45.1,13.2,19.9,97.1,2.3,0.3,0.4,28.9,0.3,58.6,0.0
12086001607,Census Tract 16.07; Miami-Dade County; Florida,2972.0,52.3,12.9,34.0,89.2,2.8,1.2,1.3,30.9,1.6,44.1,5.5
12086001608,Census Tract 16.08; Miami-Dade County; Florida,2938.0,46.1,13.1,22.9,95.5,4.1,0.2,0.0,30.0,0.2,63.1,0.0
12086001701,Census Tract 17.01; Miami-Dade County; Florida,4933.0,40.7,14.4,13.5,51.6,1.3,45.7,0.2,12.2,46.8,27.8,0.0
12086001702,Census Tract 17.02; Miami-Dade County; Florida,3448.0,41.4,22.7,17.7,61.2,4.6,31.4,1.9,28.6,32.5,23.9,0.8
12086001704,Census Tract 17.04; Miami-Dade County; Florida,2412.0,36.6,26.3,18.7,90.2,4.5,3.8,0.0,29.8,3.8,51.9,0.0
12086001705,Census Tract 17.05; Miami-Dade County; Florida,1975.0,36.2,19.9,15.6,99.4,0.6,0.0,0.0,41.2,5.0,43.7,0.0
12086001801,Census Tract 18.01; Miami-Dade County; Florida,4518.0,40.3,26.9,16.6,38.9,1.1,59.6,0.0,5.2,60.7,18.9,0.0
12086001802,Census Tract 18.02; Miami-Dade County; Florida,4368.0,35.5,25.8,10.7,64.1,0.8,34.3,0.7,19.4,35.4,22.3,0.0
12086001803,Census Tract 18.03; Miami-Dade County; Florida,2906.0,40.8,18.5,24.1,40.7,0.2,58.2,0.0,16.4,58.2,6.6,0.2
12086001901,Census Tract 19.01; Miami-Dade County; Florida,4275.0,37.7,25.5,13.9,33.8,1.5,62.4,2.3,9.1,63.5,9.5,0.0
12086001903,Census Tract 19.03; Miami-Dade County; Florida,3560.0,33.0,25.2,9.4,42.1,2.8,54.6,0.0,4.9,55.4,14.0,0.0
12086001904,Census Tract 19.04; Miami-Dade County; Florida,4032.0,39.3,23.8,15.3,41.1,5.3,49.0,1.2,14.0,54.5,22.4,0.0
12086002001,Census Tract 20.01; Miami-Dade County; Florida,3745.0,40.5,23.1,20.0,20.9,2.9,75.6,0.5,9.0,77.5,8.2,0.0
12086002003,Census Tract 20.03; Miami-Dade County; Florida,3468.0,33.6,26.0,14.5,36.0,5.0,57.6,0.3,14.9,57.9,14.9,0.0
12086002004,Census Tract 20.04; Miami-Dade County; Florida,3246.0,31.9,32.7,14.1,30.5,2.5,66.1,0.0,16.1,74.4,4.5,0.1
12086002100,Census Tract 21; Miami-Dade County; Florida,3048.0,38.9,20.9,13.9,48.2,35.0,12.3,3.4,54.7,12.3,18.6,0.0
12086002201,Census Tract 22.01; Miami-Dade County; Florida,3130.0,37.1,15.2,16.9,40.5,15.5,37.9,2.8,29.5,38.2,21.3,0.2
12086002202,Census Tract 22.02; Miami-Dade County; Florida,5283.0,33.9,22.8,15.8,25.4,4.8,68.0,0.2,11.0,70.6,8.5,0.8
12086002300,Census Tract 23; Miami-Dade County; Florida,5471.0,34.4,29.5,15.0,35.8,0.9,63.1,0.0,12.4,65.6,17.3,0.0
12086002402,Census Tract 24.02; Miami-Dade County; Florida,6305.0,35.8,28.5,15.2,89.7,3.6,6.1,1.2,21.6,8.8,63.7,0.0
12086002403,Census Tract 24.03; Miami-Dade County; Florida,4118.0,42.6,12.3,18.0,94.0,3.3,2.0,0.0,28.2,6.4,52.4,0.0
12086002404,Census Tract 24.04; Miami-Dade County; Florida,5306.0,45.9,17.1,25.3,97.5,0.6,1.9,0.0,32.9,4.0,53.2,0.0
12086002501,Census Tract 25.01; Miami-Dade County; Florida,5792.0,45.7,17.9,20.7,78.0,3.5,17.0,0.0,16.0,19.2,51.4,0.4
12086002502,Census Tract 25.02; Miami-Dade County; Florida,3465.0,41.5,25.6,19.9,74.5,3.8,17.7,0.5,9.9,19.9,42.3,0.0
12086002600,Census Tract 26; Miami-Dade County; Florida,6036.0,35.6,17.1,9.7,76.2,17.4,4.2,0.6,30.1,6.2,48.4,0.4
12086002702,Census Tract 27.02; Miami-Dade County; Florida,6022.0,32.7,16.0,5.6,61.8,18.9,11.0,3.7,46.0,11.6,31.0,1.5
12086002705,Census Tract 27.05; Miami-Dade County; Florida,5143.0,32.5,14.4,7.1,65.7,24.1,3.5,2.4,59.3,5.0,24.3,2.2
12086002707,Census Tract 27.07; Miami-Dade County; Florida,2470.0,35.6,16.1,4.1,42.3,41.3,4.7,6.0,48.7,4.7,37.0,0.0
12086002708,Census Tract 27.08; Miami-Dade County; Florida,3324.0,35.7,10.6,7.9,69.3,23.8,2.0,3.8,45.7,2.0,38.1,2.2
12086002709,Census Tract 27.09; Miami-Dade County; Florida,4182.0,34.3,6.0,2.3,43.9,37.8,5.1,14.4,44.5,5.1,35.5,0.0
12086002710,Census Tract 27.10; Miami-Dade County; Florida,1800.0,45.5,8.1,19.8,44.7,38.7,6.1,1.1,50.2,6.1,35.3,5.7
12086002800,Census Tract 28; Miami-Dade County; Florida,1205.0,39.3,8.9,9.3,55.9,16.0,21.0,2.0,18.3,27.1,40.0,0.9
12086002900,Census Tract 29; Miami-Dade County; Florida,5174.0,40.9,19.3,14.9,78.4,7.4,13.1,1.2,33.2,13.9,44.8,0.0
12086003001,Census Tract 30.01; Miami-Dade County; Florida,3202.0,38.9,14.0,15.5,64.0,15.5,10.1,8.1,35.2,12.3,40.6,0.0
12086003004,Census Tract 30.04; Miami-Dade County; Florida,5524.0,38.7,10.5,18.2,70.3,3.1,21.8,4.8,25.3,24.5,37.8,0.0
12086003005,Census Tract 30.05; Miami-Dade County; Florida,1611.0,41.1,12.7,19.9,96.5,3.5,0.0,0.0,17.1,1.9,69.1,0.0
12086003006,Census Tract 30.06; Miami-Dade County; Florida,4728.0,47.0,18.7,17.4,90.0,8.4,1.0,3.4,39.9,1.0,50.6,0.0
12086003100,Census Tract 31; Miami-Dade County; Florida,5586.0,35.0,16.4,10.0,36.6,2.2,58.0,0.4,21.0,59.9,16.9,0.0
12086003400,Census Tract 34; Miami-Dade County; Florida,3412.0,32.5,17.1,10.6,58.1,10.2,29.3,0.6,29.3,33.1,26.2,0.5
12086003603,Census Tract 36.03; Miami-Dade County; Florida,1825.0,38.5,7.5,18.1,72.8,14.6,5.9,1.4,44.1,7.0,31.2,5.3
12086003604,Census Tract 36.04; Miami-Dade County; Florida,2932.0,37.2,14.2,9.2,79.0,10.9,8.3,0.0,38.4,8.3,47.4,0.0
12086003605,Census Tract 36.05; Miami-Dade County; Florida,2557.0,46.4,8.5,28.9,82.6,9.9,6.5,0.1,43.4,11.7,38.1,0.0
12086003606,Census Tract 36.06; Miami-Dade County; Florida,1985.0,48.7,7.1,31.5,81.7,11.2,3.3,0.0,45.3,3.7,42.9,0.0
12086003607,Census Tract 36.07; Miami-Dade County; Florida,1929.0,36.2,19.3,8.4,61.6,3.6,32.1,2.7,30.9,32.1,34.3,0.0
12086003703,Census Tract 37.03; Miami-Dade County; Florida,2982.0,32.9,5.8,1.0,50.4,30.4,6.3,10.8,38.3,6.5,43.2,0.0
12086003704,Census Tract 37.04; Miami-Dade County; Florida,1286.0,35.7,7.6,7.5,63.1,25.0,8.6,4.5,41.5,8.6,37.4,0.0
12086003705,Census Tract 37.05; Miami-Dade County; Florida,1796.0,31.0,6.5,1.6,54.0,20.0,11.0,4.4,34.7,11.7,45.5,0.9
12086003706,Census Tract 37.06; Miami-Dade County; Florida,2096.0,32.7,6.7,0.9,56.1,19.7,19.7,0.6,45.3,24.4,26.9,0.0
12086003707,Census Tract 37.07; Miami-Dade County; Florida,1598.0,34.6,1.8,9.1,50.7,29.2,3.2,10.2,51.1,5.6,29.8,1.1
12086003708,Census Tract 37.08; Miami-Dade County; Florida,1087.0,37.6,7.1,13.7,60.0,34.9,0.0,4.0,53.9,0.0,38.9,0.9
12086003709,Census Tract 37.09; Miami-Dade County; Florida,1321.0,35.3,1.1,4.8,58.0,11.5,8.9,8.2,43.0,10.8,27.5,6.9
12086003710,Census Tract 37.10; Miami-Dade County; Florida,7337.0,34.1,9.6,4.4,56.8,25.9,5.2,7.5,39.2,5.8,47.4,0.7
12086003801,Census Tract 38.01; Miami-Dade County; Florida,5848.0,36.9,29.7,12.5,54.2,41.1,1.2,0.1,53.2,1.2,36.1,2.1
12086003803,Census Tract 38.03; Miami-Dade County; Florida,3021.0,49.9,19.2,28.6,28.9,67.6,0.1,0.0,79.3,0.2,18.0,2.5
12086003804,Census Tract 38.04; Miami-Dade County; Florida,5566.0,41.0,32.3,18.1,34.1,57.5,4.7,3.9,76.1,4.7,16.1,0.2
12086003906,Census Tract 39.06; Miami-Dade County; Florida,2385.0,49.5,25.6,17.4,30.9,64.2,0.0,1.8,79.4,0.0,14.5,0.0
12086003909,Census Tract 39.09; Miami-Dade County; Florida,1342.0,45.1,12.3,26.8,62.5,13.9,11.4,0.9,25.8,11.4,38.8,2.9
12086003911,Census Tract 39.11; Miami-Dade County; Florida,4381.0,40.4,11.4,14.9,73.6,11.1,4.3,4.0,23.5,6.4,54.4,2.6
12086003912,Census Tract 39.12; Miami-Dade County; Florida,4470.0,35.1,20.0,8.0,83.9,11.2,1.2,0.0,33.8,1.2,36.5,1.6
12086003913,Census Tract 39.13; Miami-Dade County; Florida,3672.0,48.0,12.6,22.5,63.8,17.6,2.8,6.0,43.3,7.7,22.8,9.9
12086003914,Census Tract 39.14; Miami-Dade County; Florida,3396.0,50.9,5.3,29.7,70.0,23.6,0.9,2.5,42.1,7.3,42.2,0.5
12086003915,Census Tract 39.15; Miami-Dade County; Florida,5020.0,45.6,13.0,17.0,68.1,17.7,6.3,3.0,51.4,6.3,31.8,0.4
12086003916,Census Tract 39.16; Miami-Dade County; Florida,4178.0,39.7,14.6,11.3,71.7,17.2,2.8,2.8,32.4,2.8,43.3,0.6
12086003917,Census Tract 39.17; Miami-Dade County; Florida,5269.0,48.0,12.5,13.3,61.8,20.6,6.0,6.3,39.2,6.5,33.1,3.0
12086003918,Census Tract 39.18; Miami-Dade County; Florida,2735.0,40.9,13.5,10.2,57.7,31.1,2.2,6.0,45.6,3.4,33.4,1.6
12086003919,Census Tract 39.19; Miami-Dade County; Florida,2759.0,40.5,20.6,21.3,48.6,38.1,2.2,0.9,54.3,2.2,39.4,0.0
12086003921,Census Tract 39.21; Miami-Dade County; Florida,2756.0,47.0,20.9,22.5,45.3,46.1,2.5,5.0,72.5,3.0,14.9,0.0
12086003922,Census Tract 39.22; Miami-Dade County; Florida,2223.0,46.8,18.2,24.4,48.2,36.6,0.0,5.2,59.6,0.0,25.7,3.0
12086004000,Census Tract 40; Miami-Dade County; Florida,4867.0,35.3,34.9,15.5,36.2,61.3,0.1,3.3,85.3,0.1,10.6,1.0
12086004102,Census Tract 41.02; Miami-Dade County; Florida,2435.0,51.5,15.4,29.0,29.9,56.8,3.8,4.0,69.0,3.8,23.5,0.0
12086004103,Census Tract 41.03; Miami-Dade County; Florida,2113.0,56.3,6.4,37.0,65.5,22.0,4.0,2.2,46.3,4.0,36.5,0.0
12086004105,Census Tract 41.05; Miami-Dade County; Florida,2467.0,39.4,5.3,18.8,54.3,30.7,12.4,1.4,52.0,13.8,32.2,0.5
12086004106,Census Tract 41.06; Miami-Dade County; Florida,2646.0,39.7,31.7,13.9,20.4,69.0,1.8,7.6,78.0,2.0,10.9,0.0
12086004204,Census Tract 42.04; Miami-Dade County; Florida,2004.0,41.1,10.3,8.7,59.6,32.5,3.6,4.2,63.8,3.6,10.6,0.0
12086004205,Census Tract 42.05; Miami-Dade County; Florida,1854.0,39.6,4.3,14.5,46.9,46.8,3.6,2.8,62.3,8.0,13.8,0.0
12086004206,Census Tract 42.06; Miami-Dade County; Florida,1940.0,46.8,15.5,14.3,59.2,30.2,8.6,1.8,57.3,8.6,28.4,0.2
12086004207,Census Tract 42.07; Miami-Dade County; Florida,2169.0,38.9,12.7,8.7,44.1,54.4,1.5,0.0,78.2,2.4,10.3,0.0
12086004208,Census Tract 42.08; Miami-Dade County; Florida,1184.0,47.4,3.6,21.0,35.6,46.5,1.8,15.9,67.6,1.8,11.2,0.0
12086004301,Census Tract 43.01; Miami-Dade County; Florida,2543.0,37.4,12.1,7.7,47.8,39.8,4.8,4.0,59.6,4.8,19.2,1.8
12086004303,Census Tract 43.03; Miami-Dade County; Florida,2679.0,37.5,14.1,10.0,76.9,17.7,2.4,2.6,53.1,3.1,15.3,0.0
12086004304,Census Tract 43.04; Miami-Dade County; Florida,2169.0,35.9,10.6,7.5,58.3,31.3,4.7,2.9,53.4,4.7,26.2,0.0
12086004403,Census Tract 44.03; Miami-Dade County; Florida,2634.0,38.7,12.0,15.1,49.3,34.5,5.7,4.2,65.6,5.7,21.7,0.0
12086004404,Census Tract 44.04; Miami-Dade County; Florida,2148.0,46.8,14.4,33.6,58.8,35.7,4.2,0.0,54.7,4.2,30.8,0.0
12086004405,Census Tract 44.05; Miami-Dade County; Florida,3514.0,39.3,13.6,22.2,66.4,30.8,1.5,0.3,60.7,5.7,11.4,0.0
12086004406,Census Tract 44.06; Miami-Dade County; Florida,2178.0,42.7,9.0,15.2,39.9,50.4,2.5,3.4,72.0,2.8,12.2,1.5
12086004500,Census Tract 45; Miami-Dade County; Florida,4023.0,53.2,14.3,37.5,36.5,55.2,3.4,3.0,72.2,3.4,9.5,1.9
12086004602,Census Tract 46.02; Miami-Dade County; Florida,4513.0,41.1,32.1,10.9,70.5,25.9,1.1,0.4,40.7,1.1,52.8,0.0
12086004605,Census Tract 46.05; Miami-Dade County; Florida,3910.0,42.9,31.0,15.8,72.6,23.5,0.5,1.3,50.8,2.4,44.0,0.0
12086004607,Census Tract 46.07; Miami-Dade County; Florida,4241.0,43.6,29.1,24.1,70.5,25.0,0.0,0.4,48.5,0.0,51.1,0.1
12086004608,Census Tract 46.08; Miami-Dade County; Florida,1964.0,46.5,29.7,15.4,83.8,12.2,0.0,0.0,37.5,0.0,59.1,0.0
12086004701,Census Tract 47.01; Miami-Dade County; Florida,5009.0,45.7,18.8,27.5,79.4,19.2,0.0,0.8,50.1,0.0,44.8,0.7
12086004703,Census Tract 47.03; Miami-Dade County; Florida,5001.0,41.5,20.0,20.3,78.9,14.7,1.1,2.3,51.6,3.0,36.4,1.3
12086004704,Census Tract 47.04; Miami-Dade County; Florida,2306.0,42.1,15.3,18.6,81.6,15.4,0.0,1.9,49.3,0.0,37.2,2.8
12086004705,Census Tract 47.05; Miami-Dade County; Florida,3596.0,42.0,17.9,14.6,74.2,25.1,0.1,0.0,45.8,1.1,42.5,0.2
12086004901,Census Tract 49.01; Miami-Dade County; Florida,3578.0,47.3,12.4,17.7,91.7,2.7,3.2,0.4,30.6,3.2,56.2,0.0
12086004903,Census Tract 49.03; Miami-Dade County; Florida,3272.0,46.5,17.5,22.4,95.4,2.4,0.0,0.0,20.5,0.7,69.3,0.0
12086004904,Census Tract 49.04; Miami-Dade County; Florida,2513.0,46.5,14.0,29.7,95.3,4.6,0.2,0.0,24.1,0.2,66.5,0.0
12086005002,Census Tract 50.02; Miami-Dade County; Florida,4502.0,49.8,9.0,21.6,97.1,2.6,0.3,0.0,32.6,1.6,55.7,0.0
12086005003,Census Tract 50.03; Miami-Dade County; Florida,3600.0,49.6,11.1,21.9,95.6,3.6,0.3,0.6,26.6,4.3,59.7,0.0
12086005004,Census Tract 50.04; Miami-Dade County; Florida,3664.0,47.4,13.5,23.2,97.3,2.6,0.1,8.0,40.4,0.1,49.5,0.0
12086005102,Census Tract 51.02; Miami-Dade County; Florida,5269.0,48.1,11.9,29.2,89.4,6.4,4.2,0.0,40.3,4.5,49.6,0.0
12086005103,Census Tract 51.03; Miami-Dade County; Florida,2539.0,43.8,17.1,19.3,95.9,2.4,0.7,0.4,42.1,1.1,49.5,0.0
12086005104,Census Tract 51.04; Miami-Dade County; Florida,4218.0,42.6,17.0,13.4,92.1,3.5,2.7,0.3,30.1,4.0,49.4,1.5
12086005201,Census Tract 52.01; Miami-Dade County; Florida,5473.0,47.2,23.6,15.1,97.3,2.0,0.4,0.3,24.2,0.4,61.7,0.0
12086005202,Census Tract 52.02; Miami-Dade County; Florida,6168.0,47.1,21.8,18.4,92.4,5.4,1.7,1.0,34.7,2.5,53.8,0.0
12086005303,Census Tract 53.03; Miami-Dade County; Florida,3604.0,39.9,15.6,9.0,95.3,2.2,2.6,0.0,21.8,2.6,61.5,0.0
12086005304,Census Tract 53.04; Miami-Dade County; Florida,4052.0,41.8,15.0,15.6,90.7,1.9,5.2,1.3,22.5,6.1,65.2,0.0
12086005305,Census Tract 53.05; Miami-Dade County; Florida,3643.0,46.3,14.8,19.5,90.9,2.1,2.4,4.6,22.9,2.4,61.7,0.0
12086005306,Census Tract 53.06; Miami-Dade County; Florida,4433.0,47.1,11.4,23.7,91.9,5.6,2.0,0.0,24.2,2.3,61.9,0.3
12086005403,Census Tract 54.03; Miami-Dade County; Florida,1743.0,45.3,20.5,17.2,91.1,0.0,8.9,0.0,32.8,8.9,43.8,0.0
12086005405,Census Tract 54.05; Miami-Dade County; Florida,3872.0,40.7,16.3,12.0,92.3,1.8,5.9,0.0,44.4,10.7,42.1,0.0
12086005406,Census Tract 54.06; Miami-Dade County; Florida,3736.0,38.3,18.0,14.7,98.0,2.0,0.0,0.0,43.2,1.4,51.6,0.0
12086005407,Census Tract 54.07; Miami-Dade County; Florida,2484.0,44.3,21.3,21.4,94.7,5.0,0.0,0.0,23.8,0.0,73.0,0.0
12086005409,Census Tract 54.09; Miami-Dade County; Florida,3567.0,49.3,8.7,23.8,97.6,1.0,0.1,2.1,34.2,0.8,54.1,0.0
12086005410,Census Tract 54.10; Miami-Dade County; Florida,2958.0,41.5,21.1,22.1,99.0,1.0,0.0,0.0,23.0,0.4,63.0,0.0
12086005503,Census Tract 55.03; Miami-Dade County; Florida,3819.0,40.5,21.9,16.4,94.6,2.0,3.4,0.7,23.4,3.4,70.2,0.0
12086005504,Census Tract 55.04; Miami-Dade County; Florida,3260.0,39.3,17.1,22.2,94.6,4.2,0.3,0.9,19.4,0.3,71.3,0.0
12086005505,Census Tract 55.05; Miami-Dade County; Florida,2270.0,43.5,19.3,21.6,95.5,2.7,0.6,6.2,37.4,0.6,58.0,0.0
12086005506,Census Tract 55.06; Miami-Dade County; Florida,3601.0,45.9,16.2,25.1,93.7,6.1,0.2,0.0,26.6,2.5,63.1,0.0
12086005600,Census Tract 56; Miami-Dade County; Florida,4477.0,50.6,14.0,24.4,86.7,11.0,0.6,0.0,33.5,0.8,58.3,0.0
12086005701,Census Tract 57.01; Miami-Dade County; Florida,6576.0,52.0,10.8,31.1,97.1,2.9,0.0,0.0,38.0,0.6,60.0,0.0
12086005705,Census Tract 57.05; Miami-Dade County; Florida,3201.0,49.5,14.5,28.6,97.3,0.0,2.7,0.0,32.4,2.7,61.1,0.0
12086005706,Census Tract 57.06; Miami-Dade County; Florida,4159.0,47.5,11.0,30.0,98.0,1.1,0.8,0.0,55.0,3.5,30.9,0.0
12086005707,Census Tract 57.07; Miami-Dade County; Florida,1561.0,46.0,13.8,14.8,96.5,3.5,0.0,0.0,40.9,0.0,55.9,0.0
12086005708,Census Tract 57.08; Miami-Dade County; Florida,5875.0,44.2,18.0,19.7,98.3,1.3,0.4,0.0,47.4,0.7,50.4,0.0
12086005803,Census Tract 58.03; Miami-Dade County; Florida,6490.0,39.7,19.8,14.5,96.5,2.9,0.7,0.0,31.8,0.7,63.9,0.0
12086005804,Census Tract 58.04; Miami-Dade County; Florida,3787.0,52.4,17.0,34.0,95.7,2.0,0.1,2.0,48.4,0.1,38.6,0.0
12086005805,Census Tract 58.05; Miami-Dade County; Florida,2345.0,47.8,13.3,20.5,89.9,9.0,0.0,5.2,41.8,0.3,47.7,0.0
12086005806,Census Tract 58.06; Miami-Dade County; Florida,4018.0,42.9,20.2,21.3,97.2,2.8,0.0,0.4,29.6,0.0,62.2,0.0
12086005901,Census Tract 59.01; Miami-Dade County; Florida,4885.0,38.8,18.1,20.1,87.0,7.8,0.0,4.2,33.8,0.3,51.7,0.0
12086005902,Census Tract 59.02; Miami-Dade County; Florida,3211.0,53.0,15.1,27.9,91.8,6.4,1.8,0.8,37.5,3.1,50.3,0.0
12086005903,Census Tract 59.03; Miami-Dade County; Florida,5780.0,50.8,18.4,28.9,93.4,6.0,0.5,0.0,26.8,0.7,57.6,0.0
12086005904,Census Tract 59.04; Miami-Dade County; Florida,5573.0,42.3,16.0,18.2,87.7,2.7,2.6,5.2,34.8,3.0,48.1,1.2
12086006002,Census Tract 60.02; Miami-Dade County; Florida,6288.0,43.8,16.1,17.1,88.8,7.0,0.4,2.4,38.2,0.4,53.5,0.0
12086006003,Census Tract 60.03; Miami-Dade County; Florida,2945.0,49.1,15.2,22.6,92.8,7.2,0.0,0.0,29.4,0.0,62.7,0.0
12086006004,Census Tract 60.04; Miami-Dade County; Florida,2446.0,51.1,15.0,23.0,76.1,17.6,0.0,3.8,56.8,0.0,32.3,2.8
12086006103,Census Tract 61.03; Miami-Dade County; Florida,1965.0,50.4,27.9,25.6,58.4,41.2,0.0,1.1,67.9,0.0,31.8,0.0
12086006104,Census Tract 61.04; Miami-Dade County; Florida,4002.0,50.0,20.0,32.0,64.8,34.7,0.0,0.0,60.2,1.0,31.9,0.0
12086006105,Census Tract 61.05; Miami-Dade County; Florida,2252.0,42.2,25.0,25.6,62.3,31.5,1.6,2.5,54.4,1.6,39.3,0.0
12086006106,Census Tract 61.06; Miami-Dade County; Florida,2376.0,43.8,19.7,19.4,78.6,15.9,0.0,1.6,40.4,0.3,53.0,0.5
12086006201,Census Tract 62.01; Miami-Dade County; Florida,2861.0,43.0,14.8,21.5,82.9,11.7,1.8,2.5,39.4,1.8,51.7,0.0
12086006203,Census Tract 62.03; Miami-Dade County; Florida,2572.0,47.7,19.2,23.2,57.9,35.9,0.4,3.2,59.2,0.4,28.7,0.8
12086006205,Census Tract 62.05; Miami-Dade County; Florida,3268.0,38.4,12.8,17.3,72.7,19.3,0.7,3.8,45.6,2.4,42.9,0.0
12086006206,Census Tract 62.06; Miami-Dade County; Florida,4097.0,44.4,13.6,13.3,67.2,23.8,0.0,7.2,51.2,0.0,37.2,1.0
12086006302,Census Tract 63.02; Miami-Dade County; Florida,5644.0,39.5,23.8,15.6,80.2,14.2,0.6,2.6,40.7,0.6,53.7,1.2
12086006303,Census Tract 63.03; Miami-Dade County; Florida,3735.0,50.7,11.0,29.0,91.1,8.2,0.6,0.1,36.0,1.0,59.6,0.0
12086006304,Census Tract 63.04; Miami-Dade County; Florida,3064.0,47.6,13.7,22.0,91.0,3.5,3.6,3.2,29.4,4.5,59.3,0.6
12086006401,Census Tract 64.01; Miami-Dade County; Florida,3331.0,46.5,13.5,20.6,91.2,5.9,1.3,0.0,36.1,1.3,51.3,0.0
12086006402,Census Tract 64.02; Miami-Dade County; Florida,3961.0,38.8,12.6,14.3,81.2,15.4,2.4,0.0,45.5,2.4,44.8,0.5
12086006403,Census Tract 64.03; Miami-Dade County; Florida,3023.0,54.0,11.0,35.0,82.9,13.8,2.7,0.0,46.7,2.7,44.7,0.0
12086006501,Census Tract 65.01; Miami-Dade County; Florida,3482.0,42.4,17.9,20.2,88.7,11.0,0.0,1.2,32.7,0.0,63.2,0.0
12086006503,Census Tract 65.03; Miami-Dade County; Florida,2145.0,43.4,17.0,19.3,82.2,10.1,1.1,4.5,34.0,1.1,51.0,1.7
12086006504,Census Tract 65.04; Miami-Dade County; Florida,1967.0,46.6,14.6,21.9,80.3,16.8,1.7,0.0,49.1,2.9,40.2,1.2
12086006603,Census Tract 66.03; Miami-Dade County; Florida,2611.0,39.1,10.7,21.1,66.1,24.5,4.5,3.3,45.4,4.8,33.6,0.7
12086006604,Census Tract 66.04; Miami-Dade County; Florida,1982.0,34.6,10.9,17.1,77.0,9.5,0.0,9.9,32.3,0.0,50.5,0.0
12086006605,Census Tract 66.05; Miami-Dade County; Florida,1549.0,38.4,5.1,13.2,48.6,41.6,3.2,6.1,46.5,3.2,44.7,0.0
12086006606,Census Tract 66.06; Miami-Dade County; Florida,1376.0,46.9,18.1,9.8,97.0,0.4,0.4,0.0,35.2,5.1,53.3,1.8
12086006607,Census Tract 66.07; Miami-Dade County; Florida,3438.0,34.6,13.1,12.9,92.6,4.9,0.6,1.2,55.8,2.2,31.1,0.0
12086006608,Census Tract 66.08; Miami-Dade County; Florida,3606.0,41.6,15.9,13.8,80.6,17.6,0.6,0.7,46.4,0.6,49.9,0.0
12086006705,Census Tract 67.05; Miami-Dade County; Florida,4064.0,49.2,14.0,17.9,74.9,15.0,0.4,2.8,49.8,1.6,43.3,0.0
12086006706,Census Tract 67.06; Miami-Dade County; Florida,2793.0,43.5,10.2,12.9,68.8,25.9,4.2,1.1,37.7,4.2,55.0,0.0
12086006707,Census Tract 67.07; Miami-Dade County; Florida,4067.0,42.6,19.1,12.0,47.6,39.2,3.9,0.9,60.1,3.9,32.6,0.0
12086006709,Census Tract 67.09; Miami-Dade County; Florida,1652.0,34.7,6.1,7.0,36.4,48.7,6.9,5.8,57.7,7.2,26.6,1.6
12086006713,Census Tract 67.13; Miami-Dade County; Florida,1912.0,37.3,10.3,6.9,48.6,33.6,3.3,8.1,49.5,3.3,34.9,2.5
12086006714,Census Tract 67.14; Miami-Dade County; Florida,2166.0,41.3,10.6,18.5,55.9,19.4,2.8,14.6,45.0,2.8,43.3,0.0
12086006715,Census Tract 67.15; Miami-Dade County; Florida,3879.0,37.4,15.7,13.6,71.2,17.5,2.7,7.9,36.4,2.7,49.2,1.6
12086006716,Census Tract 67.16; Miami-Dade County; Florida,744.0,36.0,2.8,0.7,50.1,31.5,7.4,3.8,51.3,7.4,26.2,7.3
12086006717,Census Tract 67.17; Miami-Dade County; Florida,2114.0,30.9,10.1,7.7,48.4,38.8,0.0,2.3,47.2,0.0,43.7,0.9
12086006718,Census Tract 67.18; Miami-Dade County; Florida,2924.0,40.8,4.3,0.6,44.5,29.6,4.5,13.2,52.2,4.5,20.8,0.6
12086006719,Census Tract 67.19; Miami-Dade County; Florida,2123.0,32.2,6.8,1.0,26.0,63.1,0.0,9.8,72.8,0.0,15.8,0.0
12086006720,Census Tract 67.20; Miami-Dade County; Florida,2426.0,31.6,10.4,0.2,55.4,37.1,5.2,3.4,63.9,5.2,26.3,0.0
12086006721,Census Tract 67.21; Miami-Dade County; Florida,2944.0,32.1,6.0,1.6,53.8,29.9,3.4,12.2,40.0,3.4,45.5,0.0
12086006722,Census Tract 67.22; Miami-Dade County; Florida,1908.0,34.5,19.9,11.8,56.5,35.5,3.5,0.8,44.2,3.5,32.5,0.0
