GEOID,NAME,employment_rate_pct,unemployment_rate_pct,commute_drove_alone_pct,commute_public_transit_pct,commute_walked_pct,commute_wfh_pct,mean_commute_time_min,median_household_income,mean_household_income,per_capita_income,hh_income_under_10k_pct,hh_income_10k_15k_pct,hh_income_15k_25k_pct,hh_income_25k_35k_pct,hh_income_35k_50k_pct,hh_income_50k_75k_pct,hh_income_75k_100k_pct,hh_income_100k_150k_pct,hh_income_150k_200k_pct,hh_income_200k_plus_pct,poverty_rate_pct,snap_benefits_pct,no_health_insurance_pct,hh_no_vehicle_pct,hh_1_vehicle_pct,hh_2_vehicles_pct,hh_3plus_vehicles_pct,owner_occupied_pct,renter_occupied_pct,median_gross_rent,rent_burden_30pct_plus,rent_burden_50pct_plus,total_housing_units,occupied_units_pct,vacant_units_pct,total_population,median_age,under_18_pct,age_65_plus_pct,hispanic_latino_pct,white_alone_nh_pct,black_alone_nh_pct,asian_alone_or_combo_pct,white_alone_pct,black_alone_pct,two_or_more_races_pct,foreign_born_pct,majority_group,income_quintile,race_majority,poverty_high,novehicle_high,income_low,transit_dependent_vulnerable
12086003400,Census Tract 34; Miami-Dade County; Florida,60.9,9.1,51.5,24.8,4.2,8.3,23.9,39210.0,45688.0,23780.0,11.2,8.3,13.3,12.9,24.1,11.1,12.0,1.1,5.8,0.3,25.5,41.6,25.1,44.7,38.2,12.9,4.3,0.0,100.0,1320.0,11.2,61.3,2034,87.2,12.8,3412.0,32.5,17.1,10.6,58.1,10.2,29.3,0.6,29.3,33.1,26.2,0.5,Mixed,Q1 (Lowest),Mixed,True,True,True,True
12086003603,Census Tract 36.03; Miami-Dade County; Florida,72.7,7.7,59.8,1.5,3.5,10.6,21.7,55194.0,64205.0,37397.0,13.2,2.8,14.1,4.6,13.2,25.4,0.0,21.0,0.0,5.6,15.2,30.4,21.3,23.7,57.1,15.8,3.4,7.4,92.6,1380.0,15.0,50.7,1199,84.9,15.1,1825.0,38.5,7.5,18.1,72.8,14.6,5.9,1.4,44.1,7.0,31.2,5.3,Majority Hispanic,Q2,Hispanic-Majority,False,True,False,False
12086003604,Census Tract 36.04; Miami-Dade County; Florida,81.0,0.3,48.0,4.9,15.1,9.2,25.2,54031.0,85621.0,36819.0,8.9,7.2,5.2,1.8,22.9,21.9,16.3,3.7,3.5,8.6,12.9,26.9,22.1,32.1,43.9,20.7,3.3,6.7,93.3,1641.0,16.6,47.7,1549,79.5,20.5,2932.0,37.2,14.2,9.2,79.0,10.9,8.3,0.0,38.4,8.3,47.4,0.0,Majority Hispanic,Q2,Hispanic-Majority,False,True,False,False
12086003605,Census Tract 36.05; Miami-Dade County; Florida,62.3,1.6,57.7,12.7,7.3,7.1,27.5,22433.0,75758.0,46005.0,3.1,25.2,21.9,7.7,6.7,9.7,8.0,4.2,6.7,6.7,36.1,45.7,18.5,35.4,42.3,18.4,3.9,12.2,87.8,1352.0,11.9,54.3,1772,87.0,13.0,2557.0,46.4,8.5,28.9,82.6,9.9,6.5,0.1,43.4,11.7,38.1,0.0,Majority Hispanic,Q1 (Lowest),Hispanic-Majority,True,True,True,True
12086003606,Census Tract 36.06; Miami-Dade County; Florida,54.3,7.3,56.3,7.3,7.1,4.0,34.5,27564.0,42902.0,28261.0,11.6,26.7,10.3,10.3,11.9,6.8,10.3,10.6,1.5,0.0,33.5,50.1,15.4,45.2,44.3,7.4,3.1,0.0,100.0,1116.0,23.0,47.9,1374,95.8,4.2,1985.0,48.7,7.1,31.5,81.7,11.2,3.3,0.0,45.3,3.7,42.9,0.0,Majority Hispanic,Q1 (Lowest),Hispanic-Majority,True,True,True,True
12086003607,Census Tract 36.07; Miami-Dade County; Florida,63.2,15.8,62.2,2.4,5.6,9.5,23.3,34926.0,91087.0,45177.0,12.7,11.2,9.7,16.5,17.2,16.3,1.2,9.5,0.7,4.9,29.2,29.8,15.6,14.3,62.4,22.6,0.7,14.2,85.8,1368.0,13.9,66.0,989,95.4,4.6,1929.0,36.2,19.3,8.4,61.6,3.6,32.1,2.7,30.9,32.1,34.3,0.0,Majority Hispanic,Q1 (Lowest),Hispanic-Majority,True,True,True,True
12086003703,Census Tract 37.03; Miami-Dade County; Florida,85.4,4.3,34.4,6.7,11.2,36.5,24.1,135074.0,187091.0,108978.0,4.4,0.0,3.3,2.5,2.4,8.3,13.2,21.7,16.2,27.8,5.9,5.4,14.8,17.9,69.5,10.1,2.4,31.2,68.8,2652.0,4.5,33.3,2282,75.2,24.8,2982.0,32.9,5.8,1.0,50.4,30.4,6.3,10.8,38.3,6.5,43.2,0.0,Mixed,Q5 (Highest),Mixed,False,True,False,False
12086003704,Census Tract 37.04; Miami-Dade County; Florida,81.5,0.0,43.6,6.2,19.3,13.1,20.4,61311.0,67191.0,48400.0,11.1,9.5,7.3,8.4,6.1,15.8,17.3,11.3,11.3,2.0,17.7,14.4,5.7,39.8,48.4,11.8,0.0,15.8,84.2,2130.0,14.9,44.2,1322,67.7,32.3,1286.0,35.7,7.6,7.5,63.1,25.0,8.6,4.5,41.5,8.6,37.4,0.0,Majority Hispanic,Q3,Hispanic-Majority,False,True,False,False
12086003705,Census Tract 37.05; Miami-Dade County; Florida,88.2,2.1,48.2,2.0,18.3,20.2,19.5,108906.0,161061.0,91542.0,3.8,0.0,0.0,5.9,1.5,20.4,16.7,7.7,21.3,22.7,4.6,5.6,8.9,9.3,61.8,24.9,4.0,51.4,48.6,2683.0,5.9,53.1,1413,71.3,28.7,1796.0,31.0,6.5,1.6,54.0,20.0,11.0,4.4,34.7,11.7,45.5,0.9,Mixed,Q5 (Highest),Mixed,False,False,False,False
12086003706,Census Tract 37.06; Miami-Dade County; Florida,42.7,2.7,33.4,16.9,7.1,27.4,25.6,66545.0,75161.0,26640.0,8.3,0.0,10.4,5.1,10.3,22.1,11.5,24.0,5.2,3.2,9.0,6.7,18.9,35.1,59.0,5.9,0.0,0.0,100.0,2433.0,16.2,51.9,854,83.4,16.6,2096.0,32.7,6.7,0.9,56.1,19.7,19.7,0.6,45.3,24.4,26.9,0.0,Mixed,Q3,Mixed,False,True,False,False
12086003707,Census Tract 37.07; Miami-Dade County; Florida,82.2,3.9,51.7,9.4,5.1,29.9,23.6,115521.0,125760.0,90034.0,4.8,6.6,3.5,1.3,3.2,8.8,18.2,20.4,16.7,16.5,12.5,8.5,10.0,22.3,67.3,10.4,0.0,27.8,72.2,2419.0,7.2,46.0,1643,70.5,29.5,1598.0,34.6,1.8,9.1,50.7,29.2,3.2,10.2,51.1,5.6,29.8,1.1,Mixed,Q5 (Highest),Mixed,False,True,False,False
12086003708,Census Tract 37.08; Miami-Dade County; Florida,71.3,1.5,45.6,2.1,12.9,32.5,21.8,87768.0,174850.0,100017.0,7.0,0.0,0.0,6.4,2.3,26.4,11.1,10.5,15.2,21.1,8.6,2.8,4.8,0.0,77.4,22.6,0.0,41.1,58.9,2808.0,7.1,65.8,817,74.8,25.2,1087.0,37.6,7.1,13.7,60.0,34.9,0.0,4.0,53.9,0.0,38.9,0.9,Mixed,Q4,Mixed,False,False,False,False
12086003709,Census Tract 37.09; Miami-Dade County; Florida,88.1,0.0,55.1,17.6,6.8,7.0,26.2,67130.0,91131.0,55010.0,0.5,0.0,0.0,7.1,17.2,40.7,4.1,10.2,9.9,10.2,0.6,0.9,26.1,7.0,59.2,27.1,6.7,16.9,83.1,1959.0,16.6,49.0,839,92.3,7.7,1321.0,35.3,1.1,4.8,58.0,11.5,8.9,8.2,43.0,10.8,27.5,6.9,Mixed,Q3,Mixed,False,False,False,False
12086003710,Census Tract 37.10; Miami-Dade County; Florida,73.6,7.8,51.5,6.4,5.9,25.9,18.4,105679.0,143495.0,68217.0,6.0,4.3,2.6,3.1,5.5,11.2,13.4,21.9,14.2,17.7,17.0,6.9,21.4,7.3,62.7,28.4,1.5,16.0,84.0,2873.0,4.2,57.0,4283,80.6,19.4,7337.0,34.1,9.6,4.4,56.8,25.9,5.2,7.5,39.2,5.8,47.4,0.7,Mixed,Q5 (Highest),Mixed,False,False,False,False
12086003801,Census Tract 38.01; Miami-Dade County; Florida,67.7,4.7,59.6,2.0,2.9,24.0,30.4,84357.0,140136.0,53785.0,9.1,1.9,4.7,6.1,10.0,14.5,7.5,15.6,8.6,21.9,7.1,5.7,12.6,6.3,48.8,36.4,8.5,50.9,49.1,2348.0,15.9,64.9,2634,83.5,16.5,5848.0,36.9,29.7,12.5,54.2,41.1,1.2,0.1,53.2,1.2,36.1,2.1,Mixed,Q4,Mixed,False,False,False,False
12086003803,Census Tract 38.03; Miami-Dade County; Florida,49.0,8.7,57.4,1.0,4.4,20.7,34.3,91061.0,266606.0,116504.0,9.4,3.7,3.7,4.0,8.0,11.9,13.2,9.5,6.0,30.5,18.0,3.2,14.5,7.3,49.0,25.7,18.0,65.8,34.2,2734.0,10.4,71.0,3629,36.9,63.1,3021.0,49.9,19.2,28.6,28.9,67.6,0.1,0.0,79.3,0.2,18.0,2.5,Majority White,Q4,White-Majority,False,False,False,False
12086003804,Census Tract 38.04; Miami-Dade County; Florida,61.0,3.1,65.2,6.5,2.4,17.6,31.9,88938.0,147151.0,54623.0,11.9,3.3,4.6,7.1,6.7,9.1,11.1,10.6,11.8,23.8,15.4,7.2,9.7,10.1,41.5,40.3,8.1,66.1,33.9,1795.0,21.6,58.3,3841,53.4,46.6,5566.0,41.0,32.3,18.1,34.1,57.5,4.7,3.9,76.1,4.7,16.1,0.2,Majority White,Q4,White-Majority,False,False,False,False
12086003906,Census Tract 39.06; Miami-Dade County; Florida,63.4,2.0,68.5,0.0,0.8,16.5,25.1,191786.0,363210.0,134194.0,4.1,0.0,2.2,4.4,3.8,3.2,4.5,11.9,23.0,42.8,4.5,0.6,5.2,4.1,30.6,45.6,19.7,87.8,12.2,2579.0,0.0,65.7,1113,77.4,22.6,2385.0,49.5,25.6,17.4,30.9,64.2,0.0,1.8,79.4,0.0,14.5,0.0,Majority White,Q5 (Highest),White-Majority,False,False,False,False
12086003909,Census Tract 39.09; Miami-Dade County; Florida,59.7,2.3,59.6,7.8,2.4,25.8,27.0,43431.0,77392.0,43822.0,11.9,12.8,11.5,7.7,10.8,20.6,10.7,6.9,3.9,3.2,25.0,27.0,17.6,39.1,45.9,12.8,2.2,12.7,87.3,1445.0,23.2,40.5,1116,66.4,33.6,1342.0,45.1,12.3,26.8,62.5,13.9,11.4,0.9,25.8,11.4,38.8,2.9,Majority Hispanic,Q1 (Lowest),Hispanic-Majority,True,True,True,True
12086003911,Census Tract 39.11; Miami-Dade County; Florida,71.8,8.0,55.5,21.2,4.6,7.5,34.3,48205.0,67001.0,32794.0,1.8,5.2,17.6,14.3,12.9,23.4,3.3,12.0,6.9,2.4,24.4,12.8,29.5,15.8,46.3,27.8,10.2,37.0,63.0,1656.0,5.8,65.5,2651,76.4,23.6,4381.0,40.4,11.4,14.9,73.6,11.1,4.3,4.0,23.5,6.4,54.4,2.6,Majority Hispanic,Q2,Hispanic-Majority,True,True,True,True
12086003912,Census Tract 39.12; Miami-Dade County; Florida,69.6,5.5,46.2,20.5,4.3,11.8,29.8,58318.0,90157.0,36355.0,16.6,1.9,5.0,6.7,12.1,16.1,12.0,15.2,6.4,8.0,11.3,29.2,23.2,18.2,52.0,22.0,7.8,21.7,78.3,1757.0,7.2,60.5,1962,92.3,7.7,4470.0,35.1,20.0,8.0,83.9,11.2,1.2,0.0,33.8,1.2,36.5,1.6,Majority Hispanic,Q2,Hispanic-Majority,False,True,False,False
12086003913,Census Tract 39.13; Miami-Dade County; Florida,59.2,5.2,64.2,9.6,4.0,12.5,29.7,45369.0,79932.0,40635.0,0.8,10.8,5.6,16.6,18.3,12.9,7.6,6.6,16.7,4.1,16.1,17.3,21.4,22.9,51.0,22.2,3.9,28.5,71.5,1534.0,7.3,60.7,2425,75.5,24.5,3672.0,48.0,12.6,22.5,63.8,17.6,2.8,6.0,43.3,7.7,22.8,9.9,Majority Hispanic,Q1 (Lowest),Hispanic-Majority,False,True,True,False
12086003914,Census Tract 39.14; Miami-Dade County; Florida,62.3,3.1,44.7,10.5,2.6,23.7,30.7,53003.0,120301.0,73242.0,3.2,11.9,5.8,10.7,14.1,14.9,7.7,11.0,5.1,15.5,16.9,12.8,21.5,21.9,64.9,13.2,0.0,38.6,61.4,1636.0,21.2,49.6,3465,60.7,39.3,3396.0,50.9,5.3,29.7,70.0,23.6,0.9,2.5,42.1,7.3,42.2,0.5,Majority Hispanic,Q2,Hispanic-Majority,False,True,False,False
12086003915,Census Tract 39.15; Miami-Dade County; Florida,70.3,6.1,51.7,3.3,4.0,13.1,34.0,63542.0,104241.0,46692.0,1.8,3.3,6.3,14.8,11.5,16.3,14.5,10.9,9.8,10.9,4.9,11.2,22.0,22.5,28.3,37.6,11.5,42.8,57.2,1711.0,13.6,54.1,2555,84.9,15.1,5020.0,45.6,13.0,17.0,68.1,17.7,6.3,3.0,51.4,6.3,31.8,0.4,Majority Hispanic,Q3,Hispanic-Majority,False,True,False,False
12086003916,Census Tract 39.16; Miami-Dade County; Florida,67.9,2.2,46.0,12.4,0.0,20.8,36.5,68154.0,90759.0,40595.0,4.8,5.5,13.5,3.7,7.4,21.7,12.0,16.1,7.1,8.3,17.4,24.1,15.3,24.4,39.5,26.2,9.9,29.0,71.0,1652.0,15.2,42.8,2068,89.7,10.3,4178.0,39.7,14.6,11.3,71.7,17.2,2.8,2.8,32.4,2.8,43.3,0.6,Majority Hispanic,Q3,Hispanic-Majority,False,True,False,False
12086003917,Census Tract 39.17; Miami-Dade County; Florida,70.1,4.0,52.8,1.1,0.0,23.3,30.1,74241.0,89948.0,37975.0,5.2,5.9,2.6,3.7,11.2,21.9,22.9,13.7,3.8,9.2,8.7,15.5,16.8,1.6,49.0,44.3,5.1,39.1,60.9,1966.0,7.3,50.9,2689,79.3,20.7,5269.0,48.0,12.5,13.3,61.8,20.6,6.0,6.3,39.2,6.5,33.1,3.0,Majority Hispanic,Q3,Hispanic-Majority,False,False,False,False
12086003918,Census Tract 39.18; Miami-Dade County; Florida,78.7,3.6,68.1,2.7,0.0,18.5,34.0,87500.0,98684.0,46628.0,4.1,3.5,1.1,5.8,7.6,21.5,9.9,27.9,14.7,3.9,8.2,3.2,12.8,6.0,58.0,29.3,6.8,37.8,62.2,2348.0,11.9,48.1,1675,76.5,23.5,2735.0,40.9,13.5,10.2,57.7,31.1,2.2,6.0,45.6,3.4,33.4,1.6,Mixed,Q4,Mixed,False,False,False,False
12086003919,Census Tract 39.19; Miami-Dade County; Florida,63.8,4.2,38.4,5.2,0.5,47.7,23.8,97167.0,156525.0,77719.0,7.5,1.3,8.0,3.6,3.1,22.5,4.9,12.0,16.6,20.4,7.4,1.1,5.8,5.2,50.0,40.1,4.7,67.0,33.0,2850.0,9.0,45.4,2383,53.0,47.0,2759.0,40.5,20.6,21.3,48.6,38.1,2.2,0.9,54.3,2.2,39.4,0.0,Mixed,Q4,Mixed,False,False,False,False
12086003921,Census Tract 39.21; Miami-Dade County; Florida,54.3,4.6,41.3,6.6,0.7,43.4,36.6,104453.0,273674.0,122312.0,8.0,2.2,2.0,7.8,8.0,6.5,11.2,13.0,12.2,29.2,5.9,1.1,10.0,3.4,63.9,28.0,4.7,61.7,38.3,2959.0,0.0,40.9,3036,40.4,59.6,2756.0,47.0,20.9,22.5,45.3,46.1,2.5,5.0,72.5,3.0,14.9,0.0,Mixed,Q5 (Highest),Mixed,False,False,False,False
12086003922,Census Tract 39.22; Miami-Dade County; Florida,57.2,5.0,41.8,11.8,6.2,33.1,26.8,120481.0,238122.0,100529.0,2.1,3.4,1.8,3.3,13.2,10.9,7.8,19.5,8.9,29.1,5.1,4.0,11.1,3.1,63.3,31.8,1.8,52.8,47.2,2552.0,17.5,32.2,2794,32.5,67.5,2223.0,46.8,18.2,24.4,48.2,36.6,0.0,5.2,59.6,0.0,25.7,3.0,Mixed,Q5 (Highest),Mixed,False,False,False,False
12086004000,Census Tract 40; Miami-Dade County; Florida,61.8,2.9,58.5,3.0,4.4,29.9,23.0,153229.0,273145.0,92035.0,5.1,1.0,4.7,2.1,6.4,7.6,8.6,13.8,6.9,43.8,4.7,7.4,2.0,6.3,27.3,49.3,17.0,82.0,18.0,1797.0,7.0,41.7,2825,56.2,43.8,4867.0,35.3,34.9,15.5,36.2,61.3,0.1,3.3,85.3,0.1,10.6,1.0,Majority White,Q5 (Highest),White-Majority,False,False,False,False
12086004102,Census Tract 41.02; Miami-Dade County; Florida,57.6,0.0,52.7,0.0,3.2,36.2,22.1,189605.0,372803.0,185959.0,2.5,0.8,5.6,2.4,2.0,7.1,9.5,12.9,8.6,48.7,4.3,0.6,7.5,7.7,45.5,36.4,10.5,88.9,11.1,3501.0,10.2,41.7,1875,61.2,38.8,2435.0,51.5,15.4,29.0,29.9,56.8,3.8,4.0,69.0,3.8,23.5,0.0,Majority White,Q5 (Highest),White-Majority,False,False,False,False
12086004103,Census Tract 41.03; Miami-Dade County; Florida,54.1,2.5,62.2,3.2,16.3,10.3,26.3,47837.0,110552.0,65378.0,6.7,11.3,15.6,8.4,9.8,8.8,7.3,6.3,14.6,11.2,21.1,31.8,13.1,29.6,56.8,13.6,0.0,25.8,74.2,1579.0,8.3,40.7,2054,61.0,39.0,2113.0,56.3,6.4,37.0,65.5,22.0,4.0,2.2,46.3,4.0,36.5,0.0,Majority Hispanic,Q2,Hispanic-Majority,True,True,True,True
12086004105,Census Tract 41.05; Miami-Dade County; Florida,68.7,2.4,34.2,6.7,9.5,16.5,20.0,,109020.0,68518.0,10.3,0.8,3.1,8.3,23.9,13.0,2.5,23.8,2.7,11.6,15.8,2.2,13.5,31.2,56.3,8.6,3.9,40.8,59.2,1590.0,0.0,75.7,2789,54.5,45.5,2467.0,39.4,5.3,18.8,54.3,30.7,12.4,1.4,52.0,13.8,32.2,0.5,Mixed,,Mixed,False,True,False,False
12086004106,Census Tract 41.06; Miami-Dade County; Florida,68.8,1.4,62.1,0.9,4.0,24.0,21.0,181375.0,363673.0,150489.0,4.8,0.0,1.7,1.2,1.5,7.4,5.8,20.0,12.9,44.6,4.0,2.1,4.6,10.1,40.2,33.7,16.0,67.6,32.4,3501.0,0.0,20.5,1560,67.4,32.6,2646.0,39.7,31.7,13.9,20.4,69.0,1.8,7.6,78.0,2.0,10.9,0.0,Majority White,Q5 (Highest),White-Majority,False,False,False,False
12086004204,Census Tract 42.04; Miami-Dade County; Florida,71.9,6.0,34.0,4.9,8.9,17.5,25.2,41263.0,84675.0,55633.0,10.5,2.3,13.9,13.9,27.2,3.2,6.7,9.0,1.7,11.6,23.7,11.8,31.9,45.5,39.3,12.7,2.5,16.2,83.8,1660.0,6.9,58.8,1682,75.1,24.9,2004.0,41.1,10.3,8.7,59.6,32.5,3.6,4.2,63.8,3.6,10.6,0.0,Mixed,Q1 (Lowest),Mixed,True,True,True,True
12086004205,Census Tract 42.05; Miami-Dade County; Florida,74.4,4.6,26.1,1.0,35.9,22.5,20.5,59028.0,126145.0,81589.0,8.9,1.9,13.0,3.9,12.4,11.2,16.8,4.4,14.1,13.4,14.9,8.3,32.7,51.0,41.4,6.7,0.9,29.6,70.4,1696.0,13.1,48.6,2239,53.3,46.7,1854.0,39.6,4.3,14.5,46.9,46.8,3.6,2.8,62.3,8.0,13.8,0.0,Mixed,Q2,Mixed,False,True,False,False
12086004206,Census Tract 42.06; Miami-Dade County; Florida,68.3,1.1,66.5,0.8,10.8,11.2,21.6,64896.0,93749.0,46429.0,5.9,9.7,1.5,18.0,3.3,17.7,7.1,25.7,0.8,10.3,38.2,31.3,2.8,16.1,36.3,45.9,1.6,38.1,61.9,1737.0,4.3,57.7,1371,66.4,33.6,1940.0,46.8,15.5,14.3,59.2,30.2,8.6,1.8,57.3,8.6,28.4,0.2,Mixed,Q3,Mixed,True,True,False,False
12086004207,Census Tract 42.07; Miami-Dade County; Florida,72.5,2.3,36.5,6.8,4.9,27.2,22.0,75750.0,159448.0,80871.0,8.0,2.9,5.4,11.6,5.6,15.9,3.0,11.5,21.0,14.9,10.5,6.9,9.5,18.6,50.1,29.7,1.6,9.4,90.6,2400.0,3.9,46.5,1786,60.7,39.3,2169.0,38.9,12.7,8.7,44.1,54.4,1.5,0.0,78.2,2.4,10.3,0.0,Majority White,Q3,White-Majority,False,True,False,False
12086004208,Census Tract 42.08; Miami-Dade County; Florida,68.3,6.1,43.2,6.9,2.1,23.5,25.3,80318.0,124084.0,87671.0,4.2,4.9,16.0,2.5,9.3,11.6,12.4,10.5,7.2,21.4,11.8,8.2,15.7,27.0,57.1,12.7,3.2,42.9,57.1,2141.0,2.5,51.4,1188,70.5,29.5,1184.0,47.4,3.6,21.0,35.6,46.5,1.8,15.9,67.6,1.8,11.2,0.0,Mixed,Q4,Mixed,False,True,False,False
12086004301,Census Tract 43.01; Miami-Dade County; Florida,70.7,2.3,51.6,1.5,5.5,31.4,27.6,77308.0,145341.0,83144.0,4.2,1.8,5.3,8.1,8.1,21.7,15.5,12.1,5.2,18.0,10.2,3.9,17.5,14.9,67.3,16.1,1.8,45.7,54.3,2161.0,18.0,61.2,2234,63.8,36.2,2543.0,37.4,12.1,7.7,47.8,39.8,4.8,4.0,59.6,4.8,19.2,1.8,Mixed,Q3,Mixed,False,True,False,False
12086004303,Census Tract 43.03; Miami-Dade County; Florida,80.6,0.7,29.0,10.1,16.8,5.4,23.8,50945.0,61581.0,33574.0,6.0,4.8,9.0,13.9,15.2,24.4,13.7,8.8,0.0,4.2,22.4,15.4,43.3,47.4,48.5,4.1,0.0,16.2,83.8,1659.0,15.4,63.0,1815,79.4,20.6,2679.0,37.5,14.1,10.0,76.9,17.7,2.4,2.6,53.1,3.1,15.3,0.0,Majority Hispanic,Q2,Hispanic-Majority,True,True,True,True
12086004304,Census Tract 43.04; Miami-Dade County; Florida,79.9,0.0,43.4,7.4,7.2,14.1,23.5,74411.0,104118.0,65113.0,7.0,5.8,10.3,5.8,10.4,12.6,10.3,15.4,9.4,13.0,16.3,8.1,23.7,32.4,50.5,17.1,0.0,46.6,53.4,1683.0,24.2,43.7,1634,78.5,21.5,2169.0,35.9,10.6,7.5,58.3,31.3,4.7,2.9,53.4,4.7,26.2,0.0,Mixed,Q3,Mixed,False,True,False,False
12086004403,Census Tract 44.03; Miami-Dade County; Florida,66.0,6.1,47.4,1.0,22.1,17.1,19.4,50453.0,84089.0,48740.0,7.7,2.1,13.5,5.5,20.4,15.3,17.8,9.0,3.2,5.5,16.7,7.3,24.4,32.2,58.0,8.6,1.1,20.8,79.2,1693.0,6.0,57.0,2230,67.6,32.4,2634.0,38.7,12.0,15.1,49.3,34.5,5.7,4.2,65.6,5.7,21.7,0.0,Mixed,Q2,Mixed,False,True,True,False
12086004404,Census Tract 44.04; Miami-Dade County; Florida,49.0,6.6,33.5,0.7,10.6,36.0,23.5,40744.0,70349.0,48114.0,8.9,22.3,11.1,4.3,10.2,18.0,7.0,5.1,6.0,7.1,35.0,31.6,19.7,49.2,44.7,4.4,1.7,25.9,74.1,1274.0,11.2,33.6,2147,68.2,31.8,2148.0,46.8,14.4,33.6,58.8,35.7,4.2,0.0,54.7,4.2,30.8,0.0,Mixed,Q1 (Lowest),Mixed,True,True,True,True
12086004405,Census Tract 44.05; Miami-Dade County; Florida,60.4,2.3,23.1,5.8,24.9,12.4,18.7,48292.0,94900.0,53602.0,7.4,12.3,17.8,4.8,13.1,18.4,7.2,9.8,1.8,7.5,20.7,32.3,35.0,49.7,36.9,7.7,5.7,20.4,79.6,1548.0,7.8,65.7,2223,86.2,13.8,3514.0,39.3,13.6,22.2,66.4,30.8,1.5,0.3,60.7,5.7,11.4,0.0,Majority Hispanic,Q2,Hispanic-Majority,True,True,True,True
12086004406,Census Tract 44.06; Miami-Dade County; Florida,71.8,8.2,53.3,1.5,7.1,23.2,21.9,67614.0,124345.0,80453.0,4.5,6.3,12.9,9.8,5.1,15.1,5.9,12.4,7.3,20.6,9.5,14.9,19.1,24.7,58.9,15.7,0.7,30.2,69.8,2195.0,4.6,46.3,1988,70.7,29.3,2178.0,42.7,9.0,15.2,39.9,50.4,2.5,3.4,72.0,2.8,12.2,1.5,Majority White,Q3,White-Majority,False,True,False,False
12086004500,Census Tract 45; Miami-Dade County; Florida,43.0,3.0,53.1,0.0,10.9,29.9,25.9,87115.0,299615.0,157746.0,7.6,11.0,8.3,3.8,5.7,13.1,2.4,8.6,7.5,32.0,15.2,21.8,9.2,17.6,49.4,28.5,4.5,44.3,55.7,1240.0,11.0,42.0,4666,45.0,55.0,4023.0,53.2,14.3,37.5,36.5,55.2,3.4,3.0,72.2,3.4,9.5,1.9,Majority White,Q4,White-Majority,False,True,False,False
12086004602,Census Tract 46.02; Miami-Dade County; Florida,65.2,2.0,56.0,4.5,3.3,25.2,24.9,250001.0,418757.0,116324.0,1.5,0.0,1.1,1.5,0.7,7.1,7.9,10.5,5.8,63.8,5.3,1.9,3.3,0.8,15.3,52.1,31.8,79.5,20.5,3501.0,17.9,60.4,1382,84.7,15.3,4513.0,41.1,32.1,10.9,70.5,25.9,1.1,0.4,40.7,1.1,52.8,0.0,Majority Hispanic,Q5 (Highest),Hispanic-Majority,False,False,False,False
12086004605,Census Tract 46.05; Miami-Dade County; Florida,58.9,5.4,56.9,1.7,0.5,31.0,24.3,146719.0,215531.0,87182.0,7.1,1.6,7.3,0.6,8.3,9.4,3.6,12.7,4.4,45.1,8.5,0.9,2.3,5.6,48.9,36.7,8.8,70.7,29.3,3501.0,7.6,66.2,2300,66.4,33.6,3910.0,42.9,31.0,15.8,72.6,23.5,0.5,1.3,50.8,2.4,44.0,0.0,Majority Hispanic,Q5 (Highest),Hispanic-Majority,False,False,False,False
12086004607,Census Tract 46.07; Miami-Dade County; Florida,47.3,3.6,50.2,0.0,3.6,42.4,23.0,170682.0,269188.0,95252.0,5.6,1.6,5.6,3.4,2.5,14.4,9.6,5.9,4.8,46.6,9.6,0.8,2.0,0.0,50.0,44.6,5.4,66.8,33.2,3501.0,23.5,38.6,2718,54.3,45.7,4241.0,43.6,29.1,24.1,70.5,25.0,0.0,0.4,48.5,0.0,51.1,0.1,Majority Hispanic,Q5 (Highest),Hispanic-Majority,False,False,False,False
12086004608,Census Tract 46.08; Miami-Dade County; Florida,60.2,2.6,57.6,0.8,2.6,31.2,20.5,99000.0,178654.0,76209.0,4.2,3.1,7.2,4.2,4.0,8.9,19.0,11.8,9.9,27.6,7.4,5.3,4.0,7.6,60.1,26.9,5.4,57.6,42.4,2710.0,10.2,49.9,1114,74.5,25.5,1964.0,46.5,29.7,15.4,83.8,12.2,0.0,0.0,37.5,0.0,59.1,0.0,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086004701,Census Tract 47.01; Miami-Dade County; Florida,57.5,2.4,70.7,0.0,0.9,16.7,27.5,90194.0,133097.0,57108.0,3.4,12.9,5.0,5.4,6.3,12.5,10.1,13.5,6.4,24.5,12.2,7.6,10.6,10.9,31.5,41.7,15.8,71.2,28.8,1408.0,0.0,67.5,2140,99.0,1.0,5009.0,45.7,18.8,27.5,79.4,19.2,0.0,0.8,50.1,0.0,44.8,0.7,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086004703,Census Tract 47.03; Miami-Dade County; Florida,61.5,0.7,70.1,1.3,0.4,12.2,29.3,90137.0,116924.0,41950.0,0.9,4.7,6.5,7.4,12.4,9.1,14.9,24.8,8.2,11.1,13.6,21.6,8.7,5.7,41.9,40.9,11.6,55.1,44.9,1368.0,7.0,42.0,1841,94.9,5.1,5001.0,41.5,20.0,20.3,78.9,14.7,1.1,2.3,51.6,3.0,36.4,1.3,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
