GEOID,NAME,employment_rate_pct,unemployment_rate_pct,commute_drove_alone_pct,commute_public_transit_pct,commute_walked_pct,commute_wfh_pct,mean_commute_time_min,median_household_income,mean_household_income,per_capita_income,hh_income_under_10k_pct,hh_income_10k_15k_pct,hh_income_15k_25k_pct,hh_income_25k_35k_pct,hh_income_35k_50k_pct,hh_income_50k_75k_pct,hh_income_75k_100k_pct,hh_income_100k_150k_pct,hh_income_150k_200k_pct,hh_income_200k_plus_pct,poverty_rate_pct,snap_benefits_pct,no_health_insurance_pct,hh_no_vehicle_pct,hh_1_vehicle_pct,hh_2_vehicles_pct,hh_3plus_vehicles_pct,owner_occupied_pct,renter_occupied_pct,median_gross_rent,rent_burden_30pct_plus,rent_burden_50pct_plus,total_housing_units,occupied_units_pct,vacant_units_pct,total_population,median_age,under_18_pct,age_65_plus_pct,hispanic_latino_pct,white_alone_nh_pct,black_alone_nh_pct,asian_alone_or_combo_pct,white_alone_pct,black_alone_pct,two_or_more_races_pct,foreign_born_pct,majority_group,income_quintile,race_majority,poverty_high,novehicle_high,income_low,transit_dependent_vulnerable
12086008702,Census Tract 87.02; Miami-Dade County; Florida,48.2,11.4,82.2,2.8,0.1,6.3,32.1,84167.0,91001.0,29671.0,4.8,6.5,7.5,11.0,6.7,9.1,13.0,30.5,8.1,2.8,9.9,34.1,18.0,8.8,27.2,29.0,35.1,80.6,19.4,2028.0,0.0,82.4,1783,98.7,1.3,5427.0,47.4,15.0,22.8,88.5,10.7,0.4,1.7,50.5,0.4,43.1,0.0,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086008703,Census Tract 87.03; Miami-Dade County; Florida,55.4,5.8,89.4,0.0,0.7,4.2,31.8,98810.0,128200.0,43489.0,0.8,7.1,0.4,9.8,5.7,12.6,14.9,25.3,8.1,15.2,8.3,30.4,12.2,1.4,27.2,33.4,38.0,78.9,21.1,2241.0,0.0,75.5,731,97.9,2.1,2339.0,55.1,14.2,19.5,88.7,11.1,0.1,0.1,43.4,0.1,44.1,0.0,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086008704,Census Tract 87.04; Miami-Dade County; Florida,64.2,2.3,74.3,0.2,0.0,11.3,30.9,86435.0,113711.0,35268.0,2.1,0.4,0.8,6.5,10.2,18.2,23.8,15.6,7.3,15.0,4.4,20.7,13.0,3.8,18.0,46.2,32.0,87.2,12.8,2568.0,4.4,80.7,901,98.9,1.1,3002.0,49.8,16.0,20.6,88.5,10.4,0.1,1.5,53.1,0.1,39.1,0.0,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086008805,Census Tract 88.05; Miami-Dade County; Florida,56.9,3.7,84.4,0.6,0.0,7.9,25.2,61208.0,69738.0,27629.0,6.5,12.0,6.2,11.3,8.3,15.0,20.9,8.7,7.9,3.1,19.7,30.7,11.8,11.3,27.2,41.8,19.7,39.3,60.7,1684.0,6.0,54.2,1518,91.1,8.9,3816.0,50.4,8.9,24.6,91.0,5.8,0.9,2.3,41.6,1.2,51.3,0.2,Majority Hispanic,Q3,Hispanic-Majority,False,False,False,False
12086008806,Census Tract 88.06; Miami-Dade County; Florida,65.9,1.8,77.2,0.0,0.0,3.4,33.3,86959.0,104508.0,36058.0,2.3,0.3,8.3,5.1,6.5,19.4,12.9,19.7,12.2,13.3,7.5,21.3,12.5,1.5,28.4,52.0,18.1,74.4,25.6,1690.0,0.0,52.8,1466,100.0,0.0,4468.0,45.9,20.0,20.6,94.1,5.9,0.0,1.4,38.4,0.0,60.1,0.0,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086008807,Census Tract 88.07; Miami-Dade County; Florida,70.5,4.4,83.7,0.0,0.0,12.2,30.5,105593.0,127024.0,48599.0,2.4,1.3,3.1,2.8,2.2,6.8,26.2,35.1,7.6,12.5,3.6,11.1,5.9,1.4,24.2,29.3,45.1,86.1,13.9,2218.0,0.0,0.0,1593,100.0,0.0,4221.0,53.0,9.4,20.3,96.8,3.2,0.1,5.3,25.8,0.1,72.7,0.0,Majority Hispanic,Q5 (Highest),Hispanic-Majority,False,False,False,False
12086008808,Census Tract 88.08; Miami-Dade County; Florida,56.4,8.3,90.1,0.0,2.7,3.0,35.4,72851.0,75517.0,29319.0,6.4,11.8,6.9,1.4,9.2,19.0,16.6,18.4,7.7,2.8,10.4,30.7,5.2,6.4,26.5,41.0,26.1,62.5,37.5,1406.0,24.7,34.3,1179,91.6,8.4,2902.0,51.6,15.1,27.8,92.1,5.8,0.1,0.0,49.7,2.9,41.8,0.0,Majority Hispanic,Q3,Hispanic-Majority,False,False,False,False
12086008809,Census Tract 88.09; Miami-Dade County; Florida,62.9,3.6,78.9,0.0,1.2,9.2,28.1,105771.0,130572.0,48209.0,0.0,0.0,1.6,10.0,8.1,13.3,11.7,37.7,4.0,13.6,0.5,10.3,4.6,6.6,15.1,48.2,30.1,93.9,6.1,2219.0,0.0,100.0,694,97.6,2.4,1930.0,50.8,13.0,30.4,89.6,9.0,0.2,1.6,52.8,0.9,42.8,0.0,Majority Hispanic,Q5 (Highest),Hispanic-Majority,False,False,False,False
12086008810,Census Tract 88.10; Miami-Dade County; Florida,61.9,4.2,83.0,0.0,2.6,6.6,26.8,57197.0,108110.0,41931.0,5.3,1.3,3.1,23.5,14.4,9.0,14.9,19.1,3.1,6.3,5.6,17.9,7.4,9.8,37.3,35.6,17.3,68.3,31.7,1499.0,4.8,75.0,1610,98.5,1.5,4169.0,46.3,19.2,20.7,98.1,1.9,0.0,0.1,35.5,1.4,54.8,0.0,Majority Hispanic,Q2,Hispanic-Majority,False,False,False,False
12086008904,Census Tract 89.04; Miami-Dade County; Florida,27.2,17.2,31.4,3.3,38.6,11.4,18.8,,-999999999.0,4203.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,12.1,100.0,0.0,0.0,0.0,0.0,100.0,,0.0,100.0,3,100.0,0.0,3737.0,20.1,0.8,0.0,31.1,27.6,29.6,8.9,47.0,31.0,11.7,0.3,Mixed,,Mixed,True,True,False,False
12086008906,Census Tract 89.06; Miami-Dade County; Florida,56.8,3.0,73.2,2.0,0.3,9.3,27.4,61989.0,103423.0,37603.0,1.9,1.8,8.7,7.1,19.4,14.3,11.0,8.6,10.8,16.4,9.7,29.6,12.5,8.0,28.6,41.7,21.7,65.0,35.0,1761.0,7.8,60.9,1826,95.5,4.5,4885.0,51.3,14.4,24.1,91.0,4.5,0.4,4.1,36.5,0.6,57.6,0.0,Majority Hispanic,Q3,Hispanic-Majority,False,False,False,False
12086008907,Census Tract 89.07; Miami-Dade County; Florida,58.6,1.8,82.3,1.0,0.0,9.8,26.3,47350.0,80062.0,34514.0,2.5,7.9,16.7,5.1,19.1,11.0,11.6,15.2,4.2,6.7,14.4,26.6,6.1,8.1,42.3,35.0,14.6,54.1,45.9,1665.0,5.9,45.8,1867,97.2,2.8,4374.0,50.0,16.0,27.8,79.6,12.0,3.5,4.1,32.1,3.7,58.9,0.0,Majority Hispanic,Q1 (Lowest),Hispanic-Majority,False,False,True,False
12086008908,Census Tract 89.08; Miami-Dade County; Florida,57.1,2.2,80.7,0.3,1.2,11.4,30.1,65742.0,79307.0,28663.0,9.2,5.2,4.5,13.8,5.8,19.0,14.1,13.3,9.5,5.5,8.0,31.7,19.0,5.6,43.6,32.0,18.8,80.5,19.5,1733.0,9.0,17.9,1197,100.0,0.0,3307.0,49.5,17.1,37.4,97.1,2.8,0.1,0.0,34.7,0.1,60.6,0.0,Majority Hispanic,Q3,Hispanic-Majority,False,False,False,False
12086008909,Census Tract 89.09; Miami-Dade County; Florida,66.0,4.1,65.6,0.5,0.0,10.1,26.9,64965.0,103155.0,38260.0,4.4,2.2,12.8,0.9,8.7,23.0,10.6,17.4,5.4,14.5,10.3,19.9,7.6,13.6,30.8,35.2,20.4,61.4,38.6,1716.0,14.6,35.7,1314,97.6,2.4,3556.0,56.3,7.3,25.0,93.5,3.1,2.1,0.0,23.8,3.7,63.7,0.0,Majority Hispanic,Q3,Hispanic-Majority,False,True,False,False
12086008910,Census Tract 89.10; Miami-Dade County; Florida,56.0,2.7,79.2,0.0,0.0,8.1,37.4,57442.0,86609.0,29061.0,5.5,4.5,9.9,19.4,5.1,16.8,5.0,5.0,17.9,11.0,17.6,41.8,11.0,4.3,14.8,57.9,23.0,63.6,36.4,2074.0,8.6,60.8,1121,99.4,0.6,3429.0,48.3,14.0,27.3,97.2,2.2,0.0,0.0,28.6,0.8,59.0,0.0,Majority Hispanic,Q2,Hispanic-Majority,False,False,False,False
12086008911,Census Tract 89.11; Miami-Dade County; Florida,68.4,1.5,80.3,0.0,0.5,15.8,30.2,109875.0,129596.0,35464.0,0.0,0.0,2.8,0.0,13.8,15.2,14.8,24.2,9.5,19.7,3.8,16.8,5.6,3.0,13.1,50.9,32.9,90.2,9.8,2746.0,0.0,74.1,896,92.5,7.5,3119.0,44.1,21.6,17.5,82.5,15.0,0.6,0.0,53.9,0.6,41.3,0.0,Majority Hispanic,Q5 (Highest),Hispanic-Majority,False,False,False,False
12086009010,Census Tract 90.10; Miami-Dade County; Florida,68.9,3.6,71.8,0.3,0.5,13.5,23.6,90352.0,122642.0,48251.0,4.6,0.9,2.1,7.5,6.5,16.0,20.0,14.6,13.8,14.1,10.3,3.5,10.6,2.7,42.1,41.9,13.4,43.8,56.2,2409.0,3.2,59.4,3238,93.1,6.9,7914.0,38.4,21.9,11.0,81.8,10.5,1.4,5.6,54.5,2.6,33.1,0.6,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086009014,Census Tract 90.14; Miami-Dade County; Florida,67.1,0.8,68.4,3.0,0.0,15.3,30.1,90319.0,94126.0,31543.0,0.9,2.2,4.5,1.9,12.6,19.6,14.6,35.3,3.6,4.9,5.5,20.2,14.7,0.8,36.6,44.0,18.6,44.7,55.3,1991.0,8.3,38.2,1524,95.1,4.9,4419.0,36.9,20.8,9.7,89.8,6.9,0.0,2.1,50.6,0.0,39.9,0.2,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086009015,Census Tract 90.15; Miami-Dade County; Florida,64.0,2.2,74.7,0.6,0.3,7.3,27.6,51169.0,63617.0,27635.0,1.6,2.8,18.7,7.7,17.9,22.6,13.7,8.8,2.1,4.0,15.3,32.3,13.6,7.8,49.0,35.4,7.8,43.3,56.7,1705.0,14.3,51.9,2681,87.3,12.7,5498.0,45.8,13.9,22.1,93.1,3.8,1.3,1.7,43.0,1.5,48.7,0.1,Majority Hispanic,Q2,Hispanic-Majority,False,False,True,False
12086009020,Census Tract 90.20; Miami-Dade County; Florida,53.2,12.1,85.1,1.7,2.3,3.8,26.6,41411.0,49442.0,18328.0,9.2,11.1,11.8,9.9,14.2,21.0,10.1,11.4,1.3,0.0,22.0,42.3,15.3,6.2,51.7,30.9,11.2,17.7,82.3,1471.0,6.5,55.8,1095,98.1,1.9,3004.0,37.6,20.2,13.8,94.2,4.8,0.0,0.5,18.4,0.0,73.5,0.5,Majority Hispanic,Q1 (Lowest),Hispanic-Majority,True,False,True,False
12086009021,Census Tract 90.21; Miami-Dade County; Florida,57.5,6.5,74.0,0.0,1.4,12.6,29.6,51765.0,70651.0,23564.0,3.0,8.7,7.9,11.4,18.1,12.1,14.3,19.2,2.6,2.6,17.8,35.4,18.8,1.5,35.3,42.9,20.3,33.7,66.3,1815.0,13.1,54.9,1381,96.2,3.8,4117.0,40.5,16.2,15.6,95.5,2.4,1.4,0.6,31.0,3.2,60.9,0.5,Majority Hispanic,Q2,Hispanic-Majority,False,False,False,False
12086009022,Census Tract 90.22; Miami-Dade County; Florida,61.2,4.3,78.6,0.4,0.0,12.5,31.1,67560.0,81713.0,24819.0,5.5,3.0,5.4,18.3,6.4,18.7,16.2,19.0,4.7,2.8,7.2,30.9,17.8,2.5,32.3,39.2,26.0,67.0,33.0,2033.0,6.7,37.8,722,100.0,0.0,2481.0,45.7,17.1,13.1,96.4,3.5,0.0,0.2,45.4,0.0,51.8,0.0,Majority Hispanic,Q3,Hispanic-Majority,False,False,False,False
12086009024,Census Tract 90.24; Miami-Dade County; Florida,72.6,1.5,80.8,2.7,0.0,10.6,27.4,83561.0,79702.0,29625.0,2.9,4.9,6.2,4.0,14.4,13.7,21.6,26.1,5.1,1.1,17.8,18.9,11.8,9.8,36.4,43.5,10.3,9.6,90.4,2168.0,10.9,45.1,2272,84.5,15.5,5483.0,33.2,17.3,9.4,82.1,5.9,1.2,9.9,53.5,1.5,31.7,0.1,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086009026,Census Tract 90.26; Miami-Dade County; Florida,68.4,2.4,77.5,1.1,0.0,8.1,27.7,51103.0,65734.0,29876.0,3.2,4.1,7.1,10.1,24.7,24.3,8.1,13.7,3.2,1.6,9.3,26.2,9.8,8.0,48.7,37.5,5.8,40.9,59.1,1731.0,10.2,70.0,954,89.6,10.4,1993.0,47.8,12.7,20.0,93.9,6.0,0.0,0.9,54.8,0.0,31.8,0.0,Majority Hispanic,Q2,Hispanic-Majority,False,False,True,False
12086009027,Census Tract 90.27; Miami-Dade County; Florida,67.7,9.2,79.0,0.0,1.0,12.3,23.6,52857.0,63054.0,28553.0,9.6,2.5,4.9,8.6,22.0,25.0,7.2,16.6,2.4,1.1,12.9,25.7,16.6,7.1,46.8,40.7,5.4,35.2,64.8,1975.0,11.6,51.4,1816,91.4,8.6,3779.0,44.3,13.0,19.2,88.6,7.0,1.6,1.2,49.1,1.6,40.0,0.0,Majority Hispanic,Q2,Hispanic-Majority,False,False,False,False
12086009028,Census Tract 90.28; Miami-Dade County; Florida,69.6,2.6,63.1,0.0,0.0,12.4,26.8,77500.0,99419.0,37365.0,2.6,0.0,6.2,10.2,7.1,23.5,14.3,15.2,7.1,13.9,9.3,10.2,11.4,2.7,32.7,51.6,13.0,63.7,36.3,1914.0,5.0,41.8,2289,92.1,7.9,5686.0,44.2,18.0,15.3,89.9,2.1,0.2,7.2,44.8,0.5,38.7,1.9,Majority Hispanic,Q3,Hispanic-Majority,False,False,False,False
12086009029,Census Tract 90.29; Miami-Dade County; Florida,66.5,3.4,65.5,4.4,0.0,6.1,24.4,84091.0,85116.0,30030.0,0.6,9.1,6.5,7.0,7.0,14.8,11.7,35.3,4.7,3.4,10.5,36.6,10.1,5.4,33.3,41.7,19.6,47.9,52.1,2189.0,14.1,39.0,1616,87.5,12.5,4009.0,46.1,14.9,16.7,90.3,4.9,0.7,3.0,46.4,1.0,45.4,0.2,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086009030,Census Tract 90.30; Miami-Dade County; Florida,66.0,1.3,74.3,2.7,0.8,7.3,28.7,49056.0,67146.0,28814.0,7.2,6.2,11.7,5.7,20.2,19.0,10.0,11.1,4.0,5.1,15.5,26.7,13.2,6.7,37.6,46.3,9.4,40.3,59.7,1601.0,3.6,61.3,2034,93.8,6.2,4662.0,45.4,12.8,22.8,95.3,3.7,0.0,0.0,47.1,0.8,44.8,1.0,Majority Hispanic,Q2,Hispanic-Majority,False,False,True,False
12086009031,Census Tract 90.31; Miami-Dade County; Florida,64.9,1.9,75.0,4.4,0.7,12.2,27.7,61581.0,77529.0,29752.0,1.3,1.8,6.4,3.8,25.7,19.4,18.0,18.9,0.0,4.7,8.7,20.6,11.4,5.4,37.3,52.9,4.4,28.8,71.2,2088.0,5.7,55.5,1628,94.8,5.2,4099.0,40.9,15.4,17.8,90.8,4.5,0.0,3.8,45.4,0.0,39.3,0.2,Majority Hispanic,Q3,Hispanic-Majority,False,False,False,False
12086009039,Census Tract 90.39; Miami-Dade County; Florida,65.4,1.7,72.5,0.0,1.7,12.5,23.3,68177.0,103257.0,31144.0,10.0,2.9,5.7,1.9,11.6,24.2,13.3,11.4,4.9,14.1,15.4,7.6,14.3,6.5,35.1,44.3,14.1,34.7,65.3,2501.0,1.4,77.6,2549,91.3,8.7,7939.0,36.3,27.0,5.2,87.9,11.4,0.0,0.7,57.0,0.1,28.9,0.0,Majority Hispanic,Q3,Hispanic-Majority,False,False,False,False
12086009040,Census Tract 90.40; Miami-Dade County; Florida,59.4,5.9,71.3,3.2,0.9,18.0,25.5,87813.0,116515.0,36218.0,4.6,2.9,0.5,10.7,9.7,14.2,14.6,22.0,6.2,14.5,9.6,9.2,10.7,5.1,30.7,41.1,23.1,48.8,51.2,2933.0,5.8,58.6,2853,83.3,16.7,7740.0,34.7,27.2,6.0,88.6,7.6,0.2,2.0,54.3,0.4,38.9,0.1,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086009043,Census Tract 90.43; Miami-Dade County; Florida,67.0,3.3,74.1,1.5,0.0,16.5,27.1,96154.0,117185.0,33341.0,8.7,0.0,2.5,4.9,2.8,17.9,17.1,15.5,19.4,11.0,13.0,8.0,8.0,0.1,28.4,52.2,19.3,62.3,37.7,2936.0,5.6,66.3,1459,94.4,5.6,4877.0,32.5,33.3,4.2,83.6,11.5,0.2,2.8,54.0,0.2,35.4,0.8,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086009044,Census Tract 90.44; Miami-Dade County; Florida,64.6,5.5,70.3,1.5,0.9,14.9,24.3,85529.0,115397.0,32632.0,0.2,0.0,0.9,13.4,5.0,20.4,18.9,19.3,10.1,11.9,3.3,4.4,11.8,4.3,24.9,48.7,22.1,55.2,44.8,2712.0,5.1,83.6,971,90.9,9.1,3158.0,37.3,26.6,8.5,87.6,7.3,0.3,3.9,59.9,0.3,28.7,0.2,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086009048,Census Tract 90.48; Miami-Dade County; Florida,61.3,3.1,63.1,0.0,0.0,27.9,26.9,122361.0,188654.0,61717.0,1.9,0.0,0.0,1.9,0.0,9.9,16.8,23.5,13.5,32.5,1.4,2.9,1.6,2.6,24.9,36.4,36.1,67.0,33.0,3467.0,10.0,69.5,1056,93.9,6.1,3060.0,44.3,20.4,5.0,80.0,12.5,0.0,5.5,52.6,0.0,31.8,0.0,Majority Hispanic,Q5 (Highest),Hispanic-Majority,False,False,False,False
12086009049,Census Tract 90.49; Miami-Dade County; Florida,64.6,3.0,62.9,1.0,3.0,22.4,26.2,95822.0,112859.0,36964.0,1.6,0.9,3.4,9.1,7.7,17.8,15.8,20.7,16.2,7.0,8.6,7.9,19.6,1.6,26.3,63.6,8.6,47.5,52.5,2292.0,20.2,37.6,1578,84.3,15.7,4088.0,41.6,25.8,8.8,84.1,15.2,0.0,1.0,53.2,0.0,41.2,0.0,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086009050,Census Tract 90.50; Miami-Dade County; Florida,70.1,4.1,60.0,2.3,1.4,18.4,27.1,85776.0,120129.0,33972.0,5.9,0.7,3.7,3.4,11.2,17.0,17.3,21.2,8.1,11.4,9.1,5.2,11.1,1.2,17.7,61.3,19.7,50.4,49.6,2589.0,7.8,65.3,1633,95.7,4.3,5594.0,36.7,25.9,6.6,88.2,9.8,0.0,1.6,60.3,0.1,30.9,0.3,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086009051,Census Tract 90.51; Miami-Dade County; Florida,54.9,4.8,82.3,4.0,0.0,2.2,26.6,112386.0,140579.0,43992.0,3.1,1.5,1.5,3.3,3.1,8.4,19.8,20.5,23.2,15.4,6.8,17.7,16.1,11.1,12.3,34.9,41.7,54.1,45.9,2606.0,17.9,38.4,667,100.0,0.0,2201.0,48.9,12.3,23.2,86.5,13.3,0.2,1.3,43.7,0.2,48.5,0.0,Majority Hispanic,Q5 (Highest),Hispanic-Majority,False,False,False,False
12086009052,Census Tract 90.52; Miami-Dade County; Florida,57.3,4.0,78.0,0.0,0.0,10.6,28.8,45862.0,59294.0,26721.0,0.9,8.5,23.1,8.9,19.0,13.3,11.0,6.9,3.1,5.3,23.9,35.1,26.0,15.1,49.4,24.1,11.3,45.4,54.6,1400.0,7.2,58.9,1672,92.4,7.6,3551.0,52.1,7.8,29.3,97.1,1.5,1.0,0.0,39.6,1.0,54.7,0.3,Majority Hispanic,Q1 (Lowest),Hispanic-Majority,True,True,True,True
12086009053,Census Tract 90.53; Miami-Dade County; Florida,68.5,1.6,79.1,0.2,0.0,6.5,29.7,86760.0,109516.0,36824.0,0.0,2.8,8.3,4.8,4.9,21.8,16.3,7.3,12.8,21.0,5.8,16.8,12.4,3.4,32.8,46.0,17.8,56.0,44.0,2406.0,0.0,56.6,1835,95.7,4.3,5160.0,37.0,20.8,13.1,86.6,6.1,0.0,6.9,27.3,0.0,63.2,0.0,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086009054,Census Tract 90.54; Miami-Dade County; Florida,60.0,2.5,83.4,0.0,2.3,3.5,31.6,95547.0,94083.0,27030.0,2.1,0.0,6.4,5.9,11.2,12.1,21.8,30.7,6.8,3.0,1.6,18.8,12.2,1.5,26.1,34.5,37.9,75.9,24.1,2330.0,19.8,9.9,528,100.0,0.0,1949.0,47.7,14.4,21.6,95.6,4.3,0.2,0.0,34.2,0.5,57.8,0.0,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086009055,Census Tract 90.55; Miami-Dade County; Florida,50.5,6.3,83.8,0.0,0.0,8.8,34.6,70833.0,72527.0,25345.0,8.5,3.8,9.5,13.1,6.4,15.9,12.9,25.9,1.1,2.8,15.8,19.6,16.0,0.0,25.7,43.6,30.7,72.4,27.6,2784.0,0.0,48.0,717,98.2,1.8,2097.0,45.6,10.5,20.9,86.6,13.2,0.3,0.0,58.6,0.8,38.0,0.0,Majority Hispanic,Q3,Hispanic-Majority,False,False,False,False
12086009056,Census Tract 90.56; Miami-Dade County; Florida,50.3,3.2,58.1,1.1,0.0,31.0,28.7,77109.0,106893.0,42047.0,4.0,4.5,0.0,25.1,2.2,13.0,7.1,17.0,13.6,13.6,12.1,5.5,5.9,19.1,32.5,41.0,7.3,77.2,22.8,2676.0,7.0,62.5,1154,99.0,1.0,2920.0,44.6,25.8,21.5,67.1,19.2,1.0,6.2,41.8,1.0,40.8,0.0,Majority Hispanic,Q3,Hispanic-Majority,False,True,False,False
12086009057,Census Tract 90.57; Miami-Dade County; Florida,63.9,2.1,69.7,0.9,0.0,21.8,22.7,84750.0,100505.0,33036.0,3.3,1.5,4.5,3.6,11.9,17.8,11.0,25.2,14.5,6.8,10.5,8.2,12.3,0.0,32.9,58.3,8.8,39.3,60.7,2754.0,7.4,65.7,2233,94.4,5.6,6422.0,34.6,26.3,4.5,86.9,9.9,0.0,2.7,60.2,0.0,31.3,0.0,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086009058,Census Tract 90.58; Miami-Dade County; Florida,64.9,3.3,72.9,0.0,0.2,14.8,24.6,71250.0,83878.0,32211.0,3.0,8.8,5.0,5.7,10.8,19.9,15.0,17.0,10.7,4.3,12.3,15.1,14.4,4.9,39.1,43.4,12.6,48.4,51.6,2315.0,8.6,47.3,1659,91.6,8.4,4039.0,43.6,22.2,17.2,85.9,7.8,1.0,0.9,54.1,1.0,35.4,2.1,Majority Hispanic,Q3,Hispanic-Majority,False,False,False,False
12086009059,Census Tract 90.59; Miami-Dade County; Florida,68.8,3.5,54.4,1.6,1.6,25.8,27.6,79074.0,101620.0,30516.0,0.0,7.1,0.0,9.6,8.6,22.8,13.8,18.9,7.7,11.5,15.0,9.6,12.7,1.0,50.0,33.2,15.8,36.6,63.4,2413.0,3.8,65.5,941,96.3,3.7,3053.0,39.7,30.1,9.1,89.2,7.0,2.0,1.0,46.8,2.0,41.8,0.0,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086009060,Census Tract 90.60; Miami-Dade County; Florida,68.5,1.9,69.0,1.7,0.0,7.3,29.6,112045.0,123407.0,38378.0,5.1,0.0,0.0,3.0,7.8,13.4,15.8,23.0,19.0,12.9,5.9,16.3,8.5,6.2,29.5,44.4,20.0,43.1,56.9,2574.0,0.0,56.6,1554,94.7,5.3,4759.0,37.8,27.9,8.5,83.3,7.6,0.7,4.5,59.4,0.7,32.3,0.0,Majority Hispanic,Q5 (Highest),Hispanic-Majority,False,False,False,False
12086009061,Census Tract 90.61; Miami-Dade County; Florida,58.0,1.4,85.7,10.2,0.0,1.9,26.2,44018.0,48384.0,16026.0,18.9,7.5,11.8,6.8,8.1,21.7,13.4,7.5,4.3,0.0,30.4,46.4,17.6,14.3,28.6,33.4,23.6,55.8,44.2,995.0,8.7,64.4,981,100.0,0.0,3220.0,46.2,15.2,18.1,99.2,0.8,0.0,0.7,33.1,4.4,50.7,0.0,Majority Hispanic,Q1 (Lowest),Hispanic-Majority,True,True,True,True
12086009062,Census Tract 90.62; Miami-Dade County; Florida,64.7,1.9,85.1,1.8,0.0,5.8,26.2,74425.0,79185.0,27138.0,7.7,0.0,6.6,4.6,8.9,23.5,26.9,12.3,5.6,3.9,15.3,29.6,16.2,2.5,30.2,48.2,19.1,57.6,42.4,2089.0,0.0,48.7,959,95.2,4.8,2739.0,46.6,6.3,17.6,89.2,2.4,3.1,5.2,36.4,3.1,49.5,0.0,Majority Hispanic,Q3,Hispanic-Majority,False,False,False,False
12086009063,Census Tract 90.63; Miami-Dade County; Florida,58.7,0.0,90.7,0.0,1.6,0.0,23.9,46314.0,55029.0,20953.0,11.4,3.7,7.2,3.1,29.2,16.9,16.3,12.1,0.0,0.0,11.7,32.0,15.3,17.5,26.7,37.4,18.4,37.7,62.3,1514.0,25.5,38.5,1035,95.6,4.4,2686.0,42.2,18.0,19.9,99.9,0.0,0.0,0.1,57.7,0.0,36.0,0.0,Majority Hispanic,Q1 (Lowest),Hispanic-Majority,False,True,True,False
12086009064,Census Tract 90.64; Miami-Dade County; Florida,63.9,4.0,84.5,1.7,0.0,1.1,26.1,63750.0,66062.0,22185.0,4.8,5.5,1.0,9.9,15.4,28.6,22.2,8.1,4.5,0.0,13.2,7.5,13.7,2.0,25.2,58.4,14.3,22.8,77.2,2155.0,25.8,57.6,1080,94.3,5.7,3110.0,38.2,19.3,14.3,92.5,3.2,1.2,2.1,54.7,1.2,41.9,0.0,Majority Hispanic,Q3,Hispanic-Majority,False,False,False,False
12086009065,Census Tract 90.65; Miami-Dade County; Florida,61.0,7.5,66.4,0.6,2.3,24.7,27.7,81203.0,110824.0,37402.0,15.2,0.0,12.6,0.0,3.4,12.4,9.7,18.8,11.1,16.8,21.4,10.9,12.2,5.2,46.9,47.9,0.0,29.9,70.1,2302.0,14.4,43.9,1565,79.7,20.3,3927.0,36.8,26.3,12.2,81.9,9.9,0.0,2.1,50.8,0.0,26.3,4.0,Majority Hispanic,Q4,Hispanic-Majority,True,False,False,False
12086009066,Census Tract 90.66; Miami-Dade County; Florida,76.1,0.0,61.0,0.6,4.1,12.4,21.9,83182.0,98407.0,38730.0,6.2,0.6,6.1,9.1,7.0,17.7,9.7,25.0,11.0,7.6,14.7,5.4,12.0,5.3,40.7,47.1,6.9,26.9,73.1,2148.0,5.2,55.1,3109,89.3,10.7,7188.0,34.6,17.2,8.2,91.4,6.4,0.9,1.1,49.9,1.5,40.4,0.0,Majority Hispanic,Q4,Hispanic-Majority,False,False,False,False
12086009101,Census Tract 91.01; Miami-Dade County; Florida,58.7,7.7,75.7,4.1,0.0,11.6,27.0,50110.0,58446.0,20348.0,1.3,18.2,8.9,16.0,5.3,17.5,22.2,3.7,4.6,2.3,30.7,26.3,18.0,4.2,36.3,32.3,27.1,16.4,83.6,1710.0,5.1,76.9,899,97.1,2.9,2722.0,45.1,18.3,17.5,95.0,4.3,0.6,0.0,39.2,1.2,57.5,0.0,Majority Hispanic,Q2,Hispanic-Majority,True,False,True,False
