GEOID,NAME,employment_rate_pct,unemployment_rate_pct,commute_drove_alone_pct,commute_public_transit_pct,commute_walked_pct,commute_wfh_pct,mean_commute_time_min,median_household_income,mean_household_income,per_capita_income,hh_income_under_10k_pct,hh_income_10k_15k_pct,hh_income_15k_25k_pct,hh_income_25k_35k_pct,hh_income_35k_50k_pct,hh_income_50k_75k_pct,hh_income_75k_100k_pct,hh_income_100k_150k_pct,hh_income_150k_200k_pct,hh_income_200k_plus_pct,poverty_rate_pct,snap_benefits_pct,no_health_insurance_pct,hh_no_vehicle_pct,hh_1_vehicle_pct,hh_2_vehicles_pct,hh_3plus_vehicles_pct,owner_occupied_pct,renter_occupied_pct,median_gross_rent,rent_burden_30pct_plus,rent_burden_50pct_plus,total_housing_units,occupied_units_pct,vacant_units_pct,total_population,median_age,under_18_pct,age_65_plus_pct,white_alone_pct,black_alone_pct,two_or_more_races_pct,asian_alone_pct,hispanic_latino_pct,foreign_born_pct,year
12086005104,"Census Tract 51.04, Miami-Dade County, Florida",61.4,4.0,77.1,5.7,0.7,5.1,30.5,26865,36470,16950,15.9,11.0,18.6,17.7,13.4,13.3,4.5,5.3,0.4,0.0,41.3,38.4,29.5,14.5,52.6,26.4,6.5,14.8,85.2,1116,10.2,62.5,2125,92.3,7.7,4741,39.7,14.4,14.9,86.2,6.6,2.0,0.0,91.1,76.9,2019
12086005201,"Census Tract 52.01, Miami-Dade County, Florida",55.5,7.8,62.9,23.1,1.4,0.0,33.7,25294,31644,12105,20.7,9.0,19.5,18.1,13.9,9.5,7.3,1.9,0.0,0.0,33.5,62.3,25.6,26.7,48.0,23.2,2.2,7.8,92.2,980,10.7,61.5,2498,89.2,10.8,6648,34.7,27.6,12.6,90.1,5.1,0.0,0.0,95.4,67.2,2019
12086005202,"Census Tract 52.02, Miami-Dade County, Florida",63.1,8.1,48.9,22.8,6.3,2.7,34.0,25221,35675,13871,14.3,8.4,26.9,14.2,13.5,8.3,11.6,1.6,1.2,0.0,25.9,38.2,40.9,34.2,47.2,16.8,1.8,2.1,97.9,1032,9.2,60.7,2185,86.3,13.7,5875,35.8,21.8,15.6,89.5,7.4,1.3,0.0,94.0,69.7,2019
12086005302,"Census Tract 53.02, Miami-Dade County, Florida",50.7,5.0,57.1,21.3,5.5,1.0,29.7,16895,25906,12937,30.3,14.2,15.4,9.3,18.1,9.4,2.2,0.4,0.7,0.0,34.6,59.4,26.3,31.4,54.1,12.2,2.3,6.6,93.4,922,15.9,52.8,3692,93.2,6.8,7699,44.6,17.9,23.5,90.0,6.5,0.3,0.0,94.7,71.2,2019
12086005303,"Census Tract 53.03, Miami-Dade County, Florida",55.2,8.4,58.5,22.8,3.6,3.9,32.3,27438,34767,14663,8.5,13.5,18.9,22.4,13.2,18.7,2.5,0.7,1.7,0.0,38.7,45.6,29.6,26.8,47.8,21.9,3.6,3.7,96.3,988,8.9,62.7,1597,94.7,5.3,4397,38.4,23.3,13.0,89.0,3.4,3.8,0.0,97.4,75.3,2019
12086005304,"Census Tract 53.04, Miami-Dade County, Florida",55.4,7.2,41.6,21.0,6.1,10.5,29.5,24508,28757,13547,17.8,9.0,24.2,16.8,20.7,5.0,6.5,0.0,0.0,0.0,28.2,49.2,35.2,34.8,50.2,14.5,0.5,5.5,94.5,1013,14.2,58.5,2146,92.1,7.9,4901,42.3,14.5,15.1,92.3,1.3,5.4,0.0,96.5,80.5,2019
12086005403,"Census Tract 54.03, Miami-Dade County, Florida",56.2,8.0,82.0,7.2,1.8,0.8,30.9,33173,43051,15722,17.1,6.8,12.0,15.8,23.6,6.8,7.0,6.8,4.1,0.0,28.0,44.6,24.7,6.8,53.0,28.0,12.2,36.3,63.7,1107,16.2,68.3,577,94.1,5.9,1731,42.4,16.2,18.9,95.0,0.8,0.0,0.0,96.1,76.1,2019
12086005405,"Census Tract 54.05, Miami-Dade County, Florida",62.9,3.9,72.5,13.3,4.2,0.0,26.5,28292,40105,15489,9.8,16.3,15.9,15.1,19.1,11.4,7.9,2.3,0.6,1.6,27.4,58.3,30.5,16.6,39.2,30.1,14.1,19.0,81.0,1087,0.9,72.8,1355,94.5,5.5,4315,38.4,21.8,13.0,87.4,8.9,2.6,0.0,98.6,71.1,2019
12086005406,"Census Tract 54.06, Miami-Dade County, Florida",53.1,2.8,67.9,8.1,4.4,4.8,35.9,30398,35604,14101,6.8,7.4,28.9,17.0,17.4,12.6,7.2,2.7,0.0,0.0,22.9,37.4,27.0,25.0,44.8,20.0,10.1,13.8,86.2,1123,5.4,70.7,1391,95.0,5.0,3872,39.8,19.9,17.4,96.1,2.0,0.3,0.0,97.3,69.3,2019
12086005407,"Census Tract 54.07, Miami-Dade County, Florida",53.2,4.1,68.3,9.7,5.5,5.1,27.9,28480,38615,15059,13.1,5.8,24.2,15.0,11.4,17.4,8.5,4.7,0.0,0.0,14.0,38.5,22.7,33.6,28.4,28.4,9.6,38.0,62.0,947,7.4,44.1,865,91.2,8.8,2374,44.5,16.7,27.5,90.6,3.1,5.9,0.0,95.7,76.6,2019
12086005409,"Census Tract 54.09, Miami-Dade County, Florida",50.5,11.0,57.7,16.6,8.4,3.1,36.5,23084,27817,12284,14.5,10.3,32.4,22.5,13.4,5.1,0.0,1.3,0.0,0.5,31.9,45.1,30.9,34.7,47.3,14.4,3.6,3.1,96.9,958,6.2,75.3,1722,96.3,3.7,4123,39.2,23.0,18.4,87.5,5.3,5.5,0.0,96.8,69.3,2019
12086005410,"Census Tract 54.10, Miami-Dade County, Florida",53.8,7.7,58.5,9.1,3.4,2.8,29.2,25850,36402,16287,12.8,9.2,26.9,14.4,13.8,15.3,3.2,2.7,1.1,0.7,26.1,50.5,21.5,30.3,47.6,21.5,0.7,4.3,95.7,1036,8.2,56.1,1609,92.6,7.4,3726,45.0,17.2,18.9,89.6,1.3,3.7,0.0,98.8,80.0,2019
12086005501,"Census Tract 55.01, Miami-Dade County, Florida",52.2,1.9,77.6,4.9,2.8,2.3,31.1,36823,49618,19226,14.6,4.6,16.5,10.4,19.2,18.9,9.4,4.9,0.7,1.0,22.9,29.7,15.7,13.1,41.4,31.0,14.4,47.0,53.0,1136,11.4,46.6,2447,98.2,1.8,7185,47.5,14.1,24.7,89.6,4.4,1.8,2.8,94.4,75.7,2019
12086005502,"Census Tract 55.02, Miami-Dade County, Florida",52.9,6.9,62.6,11.5,0.1,4.1,30.8,26394,43399,20231,11.7,11.7,21.9,14.8,10.2,13.9,7.7,3.2,4.2,0.7,24.8,40.2,14.0,16.9,44.2,28.8,10.1,30.0,70.0,1037,9.0,66.2,2754,89.9,10.1,6294,46.1,14.2,25.7,97.1,0.9,0.0,1.1,93.6,73.6,2019
12086005600,"Census Tract 56, Miami-Dade County, Florida",57.9,5.4,76.0,3.9,2.7,6.4,28.6,52059,69902,25934,10.5,5.9,12.6,6.4,12.2,18.3,10.1,12.1,6.1,5.9,14.2,25.8,15.3,11.0,37.6,37.5,13.9,51.0,49.0,1365,12.4,56.8,2005,88.2,11.8,5360,45.2,15.0,18.8,92.6,3.7,1.7,0.2,92.5,64.8,2019
12086005701,"Census Tract 57.01, Miami-Dade County, Florida",57.0,6.0,72.7,2.7,3.3,5.3,29.9,35840,53010,21119,14.2,15.1,11.7,8.1,19.3,11.4,5.2,8.3,2.6,4.1,22.3,43.5,19.9,12.8,36.5,25.0,25.7,59.3,40.7,984,17.6,56.3,2353,98.5,1.5,6990,49.6,11.2,24.8,98.2,0.5,0.8,0.0,96.5,77.1,2019
12086005703,"Census Tract 57.03, Miami-Dade County, Florida",54.1,3.0,80.6,5.0,1.1,3.5,32.3,29257,39998,19218,16.2,9.2,18.3,14.4,10.7,20.0,7.0,1.8,0.0,2.4,21.0,34.5,11.4,21.2,51.6,23.6,3.6,27.7,72.3,1259,5.3,57.6,3682,91.9,8.1,7818,44.7,12.9,27.1,94.4,2.4,1.3,0.0,97.0,79.7,2019
12086005704,"Census Tract 57.04, Miami-Dade County, Florida",54.7,4.3,81.7,6.7,3.1,3.1,32.1,31549,41091,17351,11.1,7.9,14.2,22.1,19.6,15.0,3.9,3.6,1.1,1.5,22.5,43.6,23.3,12.6,51.1,22.8,13.4,21.7,78.3,1186,12.9,66.0,3335,97.5,2.5,9307,44.3,16.8,20.7,97.4,1.7,0.0,0.3,96.6,78.6,2019
12086005801,"Census Tract 58.01, Miami-Dade County, Florida",61.8,2.1,87.3,1.9,0.0,3.6,29.7,44952,63570,22578,5.3,7.0,16.7,11.8,10.0,12.7,10.8,19.2,4.2,2.3,10.9,29.0,13.4,8.9,34.0,32.3,24.8,56.3,43.7,1446,9.0,61.8,2699,91.6,8.4,8344,45.3,14.6,21.0,94.1,3.9,0.2,0.3,95.9,69.9,2019
12086005802,"Census Tract 58.02, Miami-Dade County, Florida",55.1,8.3,82.4,3.5,1.6,5.6,31.0,48861,58082,21013,7.4,4.7,10.8,14.6,14.3,23.9,8.6,11.4,3.1,1.2,10.8,34.6,15.2,8.3,28.9,36.8,26.0,61.8,38.2,1345,21.8,53.0,3746,92.8,7.2,11727,47.1,13.6,23.3,95.0,2.0,2.3,0.0,95.8,73.2,2019
12086005901,"Census Tract 59.01, Miami-Dade County, Florida",56.4,3.3,82.0,0.0,3.3,4.0,27.9,47356,73379,28338,4.5,5.6,13.7,11.0,17.7,8.0,11.5,19.6,3.7,4.7,14.0,23.5,9.3,7.6,38.6,42.3,11.4,57.9,42.1,1395,8.2,51.4,1957,96.3,3.7,5476,46.1,17.9,21.3,93.0,3.6,1.7,0.0,93.5,63.5,2019
12086005902,"Census Tract 59.02, Miami-Dade County, Florida",61.5,0.5,77.8,4.0,1.3,6.5,28.2,51116,62504,22223,5.9,2.7,12.0,16.1,12.3,22.2,10.2,14.7,3.6,0.4,15.8,29.3,16.6,6.4,26.3,37.5,29.7,54.0,46.0,1522,21.8,53.6,1220,99.3,0.7,4141,49.0,8.9,21.8,87.1,7.9,5.0,0.0,89.6,74.7,2019
12086005903,"Census Tract 59.03, Miami-Dade County, Florida",59.3,3.2,83.0,2.1,0.3,5.6,30.0,41808,60001,20451,8.7,5.1,16.0,12.0,14.7,15.2,15.2,9.1,3.3,0.7,14.0,41.3,15.2,7.1,32.9,35.2,24.7,40.4,59.6,1236,8.3,59.9,1625,95.6,4.4,5483,43.2,17.5,20.7,98.4,0.3,0.0,0.5,92.1,67.2,2019
12086005904,"Census Tract 59.04, Miami-Dade County, Florida",58.2,4.0,78.7,0.3,0.8,2.9,28.3,54005,103300,34415,7.7,5.0,6.3,11.4,13.0,17.1,6.2,21.1,4.6,7.5,20.0,24.5,11.7,3.8,33.9,43.3,19.0,54.6,45.4,1670,6.3,42.3,1848,92.2,7.8,5908,40.4,18.6,20.8,94.1,3.4,0.5,1.9,89.6,67.0,2019
12086006001,"Census Tract 60.01, Miami-Dade County, Florida",60.8,1.0,77.1,2.1,0.7,10.4,32.4,93214,108079,39348,5.9,0.9,8.3,2.9,10.5,15.2,8.6,22.6,10.7,14.4,6.7,8.7,7.6,1.7,18.9,42.6,36.8,84.1,15.9,2205,0.0,25.4,2104,100.0,0.0,6710,44.2,13.8,21.7,95.9,0.8,1.5,1.1,86.1,56.2,2019
12086006002,"Census Tract 60.02, Miami-Dade County, Florida",58.3,2.5,79.7,2.7,0.7,7.9,26.4,72963,91886,31783,8.0,6.2,7.7,4.7,9.4,18.5,17.9,9.0,8.6,10.1,19.1,19.6,5.4,3.8,33.2,35.3,27.7,84.5,15.5,1753,9.9,40.1,1712,96.1,3.9,5457,46.3,14.3,28.5,93.6,2.1,1.2,0.8,86.8,59.8,2019
12086006101,"Census Tract 61.01, Miami-Dade County, Florida",56.6,3.1,82.3,0.8,0.0,7.7,22.7,107500,136170,50418,1.2,3.3,3.9,2.6,8.2,18.1,8.9,17.6,15.1,21.1,5.3,6.6,6.0,1.9,38.4,47.6,12.1,82.1,17.9,2783,19.8,28.4,2100,90.7,9.3,5351,43.2,23.8,21.3,92.1,0.9,4.4,1.9,73.4,46.4,2019
12086006102,"Census Tract 61.02, Miami-Dade County, Florida",57.0,0.0,79.1,1.9,4.9,4.4,24.6,133869,165399,72529,4.5,3.3,5.7,2.4,7.4,9.1,10.6,18.1,15.2,23.7,5.2,1.3,4.8,2.0,39.8,46.0,12.2,77.2,22.8,3266,3.4,58.4,2828,84.0,16.0,5633,52.7,17.0,29.6,95.8,0.7,1.0,2.5,61.3,47.8,2019
12086006201,"Census Tract 62.01, Miami-Dade County, Florida",71.4,2.7,77.0,0.0,2.9,5.1,23.3,40234,69312,28062,3.8,6.3,18.4,13.8,14.5,8.8,12.3,8.6,6.0,7.6,11.0,12.6,19.6,12.8,39.9,39.6,7.8,43.4,56.6,1373,1.0,60.2,1255,85.2,14.8,2833,39.3,19.9,13.2,96.2,1.8,1.0,0.8,83.0,59.4,2019
12086006203,"Census Tract 62.03, Miami-Dade County, Florida",59.3,0.1,74.7,4.4,2.8,10.5,24.5,61250,81506,46131,4.6,9.2,14.3,4.9,9.4,16.2,15.4,11.2,7.5,7.3,7.4,4.0,6.7,21.9,47.3,20.0,10.8,35.1,64.9,1414,1.1,44.6,1392,89.2,10.8,2334,58.0,9.0,31.5,95.2,0.4,0.6,2.7,63.5,54.7,2019
12086006205,"Census Tract 62.05, Miami-Dade County, Florida",75.0,3.1,70.6,5.9,6.9,5.3,26.4,50682,68449,38512,9.5,7.3,13.2,4.0,15.5,17.6,13.6,10.0,5.7,3.6,20.9,12.3,20.3,12.6,58.9,28.5,0.1,14.2,85.8,1427,5.1,48.7,2583,84.2,15.8,4251,37.5,10.5,16.0,91.0,1.5,3.9,1.1,82.2,62.3,2019
12086006206,"Census Tract 62.06, Miami-Dade County, Florida",70.9,4.9,74.5,5.6,4.1,8.3,21.0,71540,121808,61870,4.8,7.4,6.5,5.4,7.6,20.3,7.0,13.8,8.5,18.8,8.1,0.5,7.5,8.3,57.3,29.9,4.5,34.3,65.7,1645,7.0,36.0,2018,81.4,18.6,3355,41.7,18.4,15.3,94.3,0.3,1.4,2.6,75.6,48.3,2019
12086006301,"Census Tract 63.01, Miami-Dade County, Florida",52.6,3.2,70.6,2.4,3.9,10.5,28.0,32477,42657,18236,10.3,7.0,15.7,20.6,14.2,17.5,10.4,2.0,2.4,0.0,22.2,36.9,16.3,10.0,53.6,29.3,7.2,39.4,60.6,1157,3.7,54.8,3113,95.6,4.4,7608,51.0,14.3,22.8,98.8,0.1,0.8,0.1,94.1,75.0,2019
12086006302,"Census Tract 63.02, Miami-Dade County, Florida",59.7,8.3,85.8,2.5,2.2,3.6,25.4,52739,78801,30113,9.3,2.9,14.2,8.4,11.6,20.4,7.6,12.4,6.8,6.4,10.4,18.2,18.1,5.6,43.6,35.1,15.7,55.3,44.7,1489,6.5,65.1,2152,91.0,9.0,5610,45.7,15.1,21.6,93.6,2.3,1.5,0.4,83.9,60.7,2019
12086006401,"Census Tract 64.01, Miami-Dade County, Florida",54.9,9.5,70.1,6.8,2.5,7.9,31.4,37078,58802,23129,19.3,6.6,13.3,6.1,17.1,11.5,13.1,9.4,0.0,3.7,16.3,38.0,17.0,14.0,44.0,27.0,15.1,25.3,74.7,1146,3.1,51.8,1438,97.1,2.9,4058,43.6,12.3,24.6,87.5,4.1,5.7,0.5,93.5,79.3,2019
12086006402,"Census Tract 64.02, Miami-Dade County, Florida",61.1,7.2,73.7,8.3,0.0,9.4,30.2,40809,64839,24033,9.5,6.9,15.7,12.8,12.1,17.3,10.3,6.5,2.0,6.9,25.1,25.5,25.5,14.1,41.0,31.7,13.1,33.2,66.8,1262,5.3,65.2,1522,88.0,12.0,4038,39.9,16.4,15.6,90.1,1.7,3.5,0.0,88.6,69.4,2019
12086006403,"Census Tract 64.03, Miami-Dade County, Florida",56.3,6.4,71.7,9.5,0.8,7.9,32.9,37894,57111,23821,4.8,6.1,26.3,11.9,17.6,11.3,6.3,9.0,3.4,3.2,21.1,22.8,17.7,16.4,44.9,23.2,15.5,46.9,53.1,1070,2.2,72.3,1523,89.0,11.0,3574,47.7,13.8,23.3,89.8,1.1,1.4,2.4,88.5,66.2,2019
12086006501,"Census Tract 65.01, Miami-Dade County, Florida",68.1,1.7,78.4,2.3,0.0,4.5,25.8,62767,72250,27337,7.1,5.2,4.7,9.6,16.1,23.9,11.5,11.5,7.8,2.6,9.5,15.5,19.3,9.2,40.2,33.1,17.4,38.8,61.2,1353,4.8,56.4,1269,91.3,8.7,3604,43.0,12.7,16.2,92.7,4.7,0.0,0.0,90.6,67.1,2019
12086006503,"Census Tract 65.03, Miami-Dade County, Florida",55.6,5.7,81.5,3.8,0.9,4.9,29.6,50391,68766,29666,6.3,1.6,16.6,12.3,13.0,15.8,9.9,14.5,7.7,2.3,11.4,11.2,14.1,7.7,46.8,33.6,11.9,61.8,38.2,1319,5.6,43.5,1023,93.7,6.3,2418,47.9,13.1,25.9,88.8,3.4,5.0,0.6,86.3,65.1,2019
12086006504,"Census Tract 65.04, Miami-Dade County, Florida",63.8,2.2,72.5,12.6,3.6,4.8,26.9,63750,83614,32533,5.5,6.1,15.0,7.6,7.6,15.1,13.4,15.6,7.2,6.9,10.6,12.9,18.7,11.2,37.5,36.8,14.5,53.9,46.1,1612,16.1,44.3,969,94.8,5.2,2442,39.8,20.1,16.3,94.8,1.5,0.5,0.8,85.3,55.1,2019
12086006601,"Census Tract 66.01, Miami-Dade County, Florida",61.6,4.8,74.2,7.2,2.6,3.5,29.6,48713,75774,31607,9.4,5.1,14.5,16.6,6.3,13.9,17.1,6.7,2.6,7.9,15.2,22.1,12.0,12.5,47.9,32.0,7.6,34.0,66.0,1191,13.7,57.9,3114,93.0,7.0,7367,41.2,18.9,17.6,92.8,2.4,0.8,2.5,85.5,67.6,2019
12086006602,"Census Tract 66.02, Miami-Dade County, Florida",63.2,2.6,62.9,19.7,4.1,2.1,27.4,47915,84324,44622,13.4,4.9,15.7,10.3,10.6,14.1,14.2,8.1,3.0,5.9,23.8,21.3,21.1,22.6,55.2,19.6,2.6,10.8,89.2,1291,9.8,50.9,4262,84.8,15.2,6956,38.7,10.7,14.4,81.2,6.3,3.7,3.0,80.6,60.1,2019
12086006702,"Census Tract 67.02, Miami-Dade County, Florida",80.5,2.7,57.3,10.5,9.1,7.6,24.0,94226,122085,67326,4.1,3.2,6.3,4.9,5.8,15.4,13.7,17.8,15.5,13.3,13.6,1.3,6.4,12.1,68.0,18.0,1.9,23.4,76.6,2215,11.6,45.7,8519,68.2,31.8,11074,30.9,10.2,2.7,92.3,1.9,2.8,1.4,57.9,48.1,2019
12086006705,"Census Tract 67.05, Miami-Dade County, Florida",66.5,5.4,72.4,1.9,6.8,9.3,26.0,77453,133760,82641,10.8,1.8,10.1,9.2,4.6,10.9,11.3,17.8,4.9,18.6,10.9,8.7,4.5,10.8,66.1,20.0,3.0,53.4,46.6,2115,3.6,54.2,2861,71.6,28.4,3393,48.9,10.1,28.9,90.2,2.4,0.6,3.2,61.8,60.2,2019
12086006706,"Census Tract 67.06, Miami-Dade County, Florida",70.9,0.0,68.3,2.7,1.3,16.4,23.4,84286,113771,55826,4.5,5.9,8.3,4.7,7.4,16.9,7.6,20.1,11.5,13.0,5.7,0.0,9.3,2.7,64.4,28.5,4.5,57.1,42.9,2081,4.7,64.4,1816,69.3,30.7,2631,42.6,17.9,21.7,96.1,0.0,0.5,2.2,71.7,60.1,2019
12086006707,"Census Tract 67.07, Miami-Dade County, Florida",71.9,4.7,71.8,0.0,9.1,11.9,22.4,107901,166075,89837,5.4,1.0,4.4,3.7,3.1,11.7,9.7,24.0,11.2,25.8,5.7,0.0,4.2,7.1,65.2,24.0,3.7,43.8,56.2,2369,4.0,35.0,3597,65.3,34.7,4350,41.2,19.2,12.1,95.4,0.0,1.0,2.6,66.9,54.7,2019
12086006709,"Census Tract 67.09, Miami-Dade County, Florida",73.9,1.7,49.7,1.3,17.1,21.5,21.7,109409,195274,123816,6.3,2.4,4.2,4.4,1.6,13.2,11.1,21.1,8.7,27.0,10.4,0.0,14.0,6.0,67.2,26.4,0.5,38.9,61.1,2711,16.2,38.7,1741,46.2,53.8,1283,37.0,9.7,3.9,77.0,7.1,5.4,7.0,42.8,50.5,2019
12086006711,"Census Tract 67.11, Miami-Dade County, Florida",78.9,1.9,48.3,9.6,17.0,12.1,29.2,100257,113485,61715,8.4,0.0,4.0,6.0,2.8,15.6,12.5,31.3,7.6,11.8,14.2,0.0,14.6,11.9,68.0,15.9,4.2,29.6,70.4,2302,12.7,36.4,2411,62.8,37.2,2964,34.3,8.9,7.8,81.1,4.2,2.8,4.1,49.7,47.2,2019
12086006713,"Census Tract 67.13, Miami-Dade County, Florida",85.6,4.9,50.3,9.1,11.1,16.5,23.7,100037,162622,86742,2.5,2.2,1.7,7.9,4.8,12.7,18.1,16.3,11.4,22.3,4.6,0.7,10.0,11.8,66.6,19.6,2.0,32.2,67.8,2413,6.2,31.4,1815,71.8,28.2,2549,34.3,19.3,3.6,83.2,0.8,2.7,6.6,46.4,48.7,2019
12086006714,"Census Tract 67.14, Miami-Dade County, Florida",70.8,4.5,61.1,2.9,15.5,11.4,26.6,81750,126653,69826,9.4,0.0,1.0,3.3,8.6,21.9,15.7,16.5,1.6,22.0,12.1,1.5,8.0,8.8,71.7,18.8,0.8,53.0,47.0,1880,10.6,41.4,1639,54.7,45.3,1668,41.3,13.4,16.0,86.2,2.8,6.5,1.3,57.3,56.7,2019
12086006801,"Census Tract 68.01, Miami-Dade County, Florida",59.3,5.3,63.0,2.3,8.9,17.2,22.9,111136,178525,80167,6.3,1.9,2.4,3.9,5.6,11.1,10.2,20.2,11.2,27.2,7.8,2.0,2.0,3.6,45.4,37.2,13.8,68.7,31.3,1736,11.5,45.4,1775,71.5,28.5,2890,47.8,19.8,23.8,97.3,1.8,0.0,0.9,29.6,31.5,2019
12086006802,"Census Tract 68.02, Miami-Dade County, Florida",53.9,2.4,75.3,0.4,1.3,14.3,22.4,131900,207345,95411,4.3,9.2,6.5,4.7,2.6,4.2,7.3,14.7,12.9,33.7,8.3,5.9,1.4,8.5,41.8,38.2,11.5,74.1,25.9,-666666666,20.7,47.6,1974,80.0,20.0,3496,52.6,22.5,33.8,97.1,0.7,1.4,0.7,49.6,35.5,2019
12086006900,"Census Tract 69, Miami-Dade County, Florida",60.0,4.2,80.9,4.1,1.8,4.0,26.9,47000,94199,38625,7.2,8.7,11.5,7.6,16.2,10.6,12.4,9.1,9.8,7.0,15.2,20.1,19.7,9.1,54.0,24.1,12.8,47.9,52.1,1331,7.0,61.7,2797,89.7,10.3,6672,46.7,14.8,22.2,98.6,0.5,0.3,0.0,86.4,55.0,2019
12086007001,"Census Tract 70.01, Miami-Dade County, Florida",61.0,3.1,66.5,6.1,7.4,6.3,29.6,49925,77003,31479,6.0,6.4,6.8,16.9,14.0,11.7,12.4,13.3,5.5,7.0,11.8,17.7,13.6,11.4,49.5,26.0,13.1,34.7,65.3,1699,2.3,49.7,4316,86.6,13.4,10232,44.8,16.4,19.2,85.1,5.2,2.3,2.6,82.4,61.4,2019
12086007002,"Census Tract 70.02, Miami-Dade County, Florida",59.5,6.7,67.8,12.7,2.6,2.4,30.2,43011,56961,23775,9.6,6.4,14.6,13.8,15.8,18.0,4.2,13.8,0.7,3.0,25.1,25.6,25.0,11.3,44.9,36.4,7.4,25.8,74.2,1551,12.9,64.9,3454,85.6,14.4,7852,43.7,17.5,17.1,90.6,2.2,0.3,1.7,86.8,69.1,2019
12086007101,"Census Tract 71.01, Miami-Dade County, Florida",56.5,4.5,77.9,3.8,0.0,3.6,25.1,51429,103000,39694,14.7,6.6,12.2,13.3,2.8,9.9,2.9,16.5,10.8,10.3,13.3,26.3,16.9,24.5,42.7,28.9,4.0,39.6,60.4,1269,4.1,43.1,1272,80.3,19.7,2765,34.8,25.9,18.8,57.6,33.4,5.6,0.0,40.7,38.7,2019
12086007103,"Census Tract 71.03, Miami-Dade County, Florida",69.2,3.1,79.1,1.5,3.9,10.8,28.9,97708,140265,77797,5.5,1.9,3.9,2.4,10.5,15.6,10.9,23.0,8.9,17.4,9.4,2.3,10.0,2.8,66.2,29.6,1.4,56.0,44.0,1797,5.4,41.6,1221,67.9,32.1,1515,37.3,13.4,18.4,93.9,2.2,1.7,1.8,38.9,30.8,2019
12086007104,"Census Tract 71.04, Miami-Dade County, Florida",77.5,5.3,80.3,4.2,1.9,7.5,22.7,82452,136366,60433,3.5,1.4,4.6,4.7,12.1,19.7,13.3,14.6,9.2,17.1,3.7,6.1,9.9,3.6,51.4,40.0,4.9,43.2,56.8,1886,7.2,51.5,1715,89.6,10.4,3559,33.5,22.9,6.7,91.7,1.9,4.2,1.3,47.1,30.2,2019
12086007200,"Census Tract 72, Miami-Dade County, Florida",55.4,7.4,80.0,12.9,2.1,1.8,25.5,42759,66171,27574,13.6,10.0,18.0,5.2,10.1,19.6,8.3,6.4,4.7,4.0,23.5,34.8,17.1,23.0,46.1,20.9,10.0,30.0,70.0,1069,10.8,53.7,1241,86.2,13.8,2872,43.1,15.9,14.7,28.3,70.5,0.2,0.0,19.0,23.9,2019
12086007300,"Census Tract 73, Miami-Dade County, Florida",63.4,4.8,77.8,0.1,1.8,13.2,24.5,168490,262210,96293,3.0,2.8,3.6,4.1,3.0,6.2,8.2,14.1,9.3,45.6,15.4,3.3,9.3,0.5,27.0,54.5,18.0,84.0,16.0,2070,13.8,7.1,1809,87.3,12.7,4396,42.2,30.1,15.9,84.6,6.2,2.7,4.5,42.4,31.6,2019
12086007400,"Census Tract 74, Miami-Dade County, Florida",62.9,1.6,74.9,2.5,0.8,10.4,23.1,111875,201583,82498,5.7,2.7,3.8,5.9,4.1,11.2,9.2,19.8,12.4,25.2,6.0,2.2,1.4,4.1,40.9,37.5,17.5,75.0,25.0,2182,2.8,32.6,3343,83.4,16.6,7117,41.2,25.2,18.1,96.9,0.2,1.7,1.1,62.0,30.4,2019
12086007501,"Census Tract 75.01, Miami-Dade County, Florida",62.9,1.9,73.1,0.8,2.1,12.4,23.2,158750,217260,77425,0.5,0.6,5.2,5.7,3.1,6.1,12.8,13.1,11.6,41.2,6.7,2.1,1.8,1.9,28.8,55.4,13.9,95.2,4.8,3501,0.0,24.4,1053,89.7,10.3,2754,47.5,27.0,21.5,94.4,2.4,1.9,0.0,65.1,32.5,2019
12086007503,"Census Tract 75.03, Miami-Dade County, Florida",64.6,1.2,66.2,12.8,10.5,7.7,23.4,71125,125042,52175,7.4,2.1,1.5,4.7,7.7,28.2,11.3,7.1,11.6,18.4,13.3,2.4,0.7,13.1,43.6,29.1,14.2,70.3,29.7,1932,16.1,44.8,422,79.9,20.1,837,32.4,27.0,16.8,92.5,0.0,5.7,0.6,44.2,24.1,2019
12086007601,"Census Tract 76.01, Miami-Dade County, Florida",66.9,2.6,74.0,1.0,4.9,11.2,27.3,117426,127212,42724,3.3,2.8,0.7,8.4,8.6,13.4,6.2,17.0,22.6,17.2,12.0,6.7,8.2,5.2,27.5,46.2,21.0,83.6,16.4,2194,14.7,36.4,913,94.3,5.7,2705,39.6,19.3,15.5,93.2,0.6,3.7,2.2,75.6,33.5,2019
12086007603,"Census Tract 76.03, Miami-Dade County, Florida",46.3,13.9,74.7,11.1,7.2,0.0,30.2,30184,52890,20754,23.3,7.1,12.9,11.7,10.1,12.7,6.3,10.3,1.8,3.9,32.5,27.4,9.9,16.9,47.0,23.9,12.2,26.7,73.3,1585,3.7,70.6,1745,81.3,18.7,4047,27.6,15.2,11.7,61.7,31.9,1.9,3.9,39.6,32.3,2019
