tract_geoid,deficit_actual,deficit_predicted,residual,risk_tier
12086011702,0.6616827292778783,0.63390905,0.02777368262794544,Critical
12086011800,0.6625251344968195,0.6142398,0.04828532259954166,Critical
12086011900,0.6027144603588239,0.47221553,0.13049892710229316,High
12086012002,0.6426249679604984,0.6212732,0.021351748375079693,Critical
12086012101,0.570623906093763,0.59283125,-0.022207347911669117,Critical
12086012200,0.474047019934624,0.508839,-0.034791991257697774,High
12086012302,0.7705843509586074,0.63033646,0.14024788750722195,Critical
12086012403,0.6340961522650895,0.61042416,0.023671991307753104,Critical
12086012501,0.6528075541603426,0.6389807,0.013826867495761341,Critical
12086012601,0.5754829795435319,0.64242166,-0.06693868326393271,Critical
12086012701,0.5934475180624583,0.57414645,0.019301068496570872,High
12086012802,0.5743745595591973,0.58484006,-0.010465499721198257,Critical
12086012900,0.4982365421083478,0.48738527,0.010851269128611452,High
12086013000,0.5440939956105494,0.54172474,0.0023692541516565635,High
12086013100,0.575612742013196,0.5789759,-0.003363173895617466,High
12086013202,0.5490181554461376,0.6003104,-0.051292229781065735,Critical
12086013302,0.6598973347977951,0.6314419,0.028455443604405217,Critical
12086013400,0.4903666137092994,0.51250416,-0.02213754669490592,High
12086013500,0.47273227812352614,0.4649781,0.007754179254202409,High
12086013600,0.41924018356835707,0.41557044,0.0036697456601844647,Moderate
12086013700,0.5108995639793097,0.48444033,0.026459237288635862,High
12086013802,0.6449853790994762,0.6495797,-0.004594324708354636,Critical
12086013900,0.3528891002232427,0.39701843,-0.04412933239394479,Moderate
12086014100,0.6987567907179243,0.6841658,0.014591014942014868,Critical
12086014200,0.6743134570152708,0.6868678,-0.012554316517596642,Critical
12086014300,0.7858245190113209,0.7429039,0.04292063078576547,Critical
12086014400,0.7491709261426948,0.71615493,0.03301599316692572,Critical
12086014500,0.3669034881461457,0.3909879,-0.02408441473356926,Moderate
12086014602,0.5780492103734378,0.5750369,0.0030123270192508045,High
12086014702,0.5794961507249095,0.5847687,-0.005272561795689912,Critical
12086014800,0.5117939129041348,0.493357,0.018436910168996845,High
12086014900,0.37411063078673257,0.40345272,-0.029342093431635963,Moderate
12086015002,0.597264557950534,0.5899475,0.007317036263980059,Critical
12086015201,0.6628948596967359,0.6251969,0.03769798555504278,Critical
12086015300,0.4113995514960987,0.41182438,-0.0004248238949077776,Moderate
12086015400,0.3536024471557432,0.37872452,-0.02512206828233665,Moderate
12086015501,0.5724695987841187,0.6478156,-0.07534598635229484,Critical
12086015600,0.4359294377232552,0.4411164,-0.005186954889202067,Moderate
12086015700,0.35258250180151196,0.37244362,-0.01986111458871631,Low
12086015800,0.47175092823790726,0.5352644,-0.0635134445877153,High
12086015900,0.3762262569244973,0.39420623,-0.017979968947542502,Moderate
12086016000,0.38201261804066367,0.3999473,-0.01793466761149698,Moderate
12086016100,0.41326388200601605,0.4255562,-0.012292330657634465,Moderate
12086016200,0.49388526617855694,0.46315518,0.030730085962721365,High
12086016300,0.4615904994650434,0.45231637,0.009274125878388717,High
12086016402,0.6665131864568521,0.62391466,0.04259852743356718,Critical
12086016502,0.6541830729797645,0.6129245,0.04125855677874524,Critical
12086016600,0.5065595760701457,0.51768446,-0.011124883616133618,High
12086016700,0.4178505840026995,0.4306751,-0.01282450535658397,Moderate
12086016800,0.4673306367602873,0.4379108,0.029419841548495307,Moderate
12086016900,0.4498149998150226,0.4427082,0.007106805559193741,High
12086017000,0.4556115596583249,0.44850078,0.007110777406966862,High
12086017101,0.5928668587379485,0.5923546,0.0005122630767852021,Critical
12086017200,0.45740338299589667,0.4360872,0.021316191891007752,Moderate
12086017300,0.4489996322952347,0.4425042,0.006495434936149624,High
12086017402,0.6678850988935989,0.6255391,0.04234597488160552,Critical
12086017500,0.6120290520210082,0.51577073,0.09625831866453238,High
12086017600,0.44746358982484136,0.43689376,0.010569828666851855,Moderate
12086017700,0.4621827143117107,0.4562392,0.005943520633808486,High
12086017800,0.563235044811955,0.5371035,0.02613157067178773,High
12086017901,0.6107369554294294,0.6329878,-0.022250841830855017,Critical
12086018003,0.7037138627829826,0.66477776,0.03893610704567796,Critical
12086018100,0.4995179665556641,0.44862103,0.05089693193347172,High
12086018200,0.5308587196392868,0.5229625,0.007896209053501857,High
12086018300,0.38566119575951924,0.42692718,-0.041265983338610035,Moderate
12086018400,0.5068713399187408,0.48502862,0.02184271538413385,High
12086018500,0.5411549491421497,0.49567264,0.04548230595748781,High
12086018601,0.6667090810853671,0.6013755,0.06533356085602748,Critical
12086018700,0.40944049461237036,0.4263067,-0.01686620013364709,Moderate
12086018801,0.5648856123854152,0.58906466,-0.024179045302725632,Critical
12086018902,0.5792180796823416,0.6168066,-0.03758854663754363,Critical
12086019000,0.3587874476684803,0.39406046,-0.03527301504476127,Moderate
12086019100,0.47389638151525715,0.44037655,0.03351983155607441,Moderate
12086019200,0.4005934172034504,0.4201856,-0.01959217854735834,Moderate
12086019302,0.6346440944135654,0.6177672,0.016876879638479947,Critical
12086019402,0.6653303887591753,0.6032287,0.062101700519124,Critical
12086019502,0.6168905429353921,0.6130021,0.003888421486875293,Critical
12086019600,0.5483414858616824,0.5074017,0.0409397810734744,High
12086019700,0.5346168796962298,0.5496044,-0.014987536197324847,High
12086019801,0.6408554090819862,0.63312274,0.00773266690593033,Critical
12086019902,0.6216989850023845,0.59908974,0.022609243295536374,Critical
12086020002,0.6824092718754018,0.61797726,0.06443201033212786,Critical
12086020100,0.4879119885875708,0.47156668,0.01634531149406493,High
12086020200,0.479008686928547,0.4596093,0.019399387030399395,High
12086020300,0.5318081173609676,0.50124925,0.030558863611120146,High
12086490100,0.31812403228374164,0.35117492,-0.03305088851360638,Low
