tract_geoid,deficit_actual,deficit_predicted,residual,risk_tier
12086008425,0.6379339487030931,0.64562297,-0.007689019970612998,Critical
12086008418,0.35908138215704394,0.38401538,-0.02493399917916822,Moderate
12086008419,0.345534135207087,0.42921278,-0.08367864359959942,Moderate
12086008503,0.5615182269733803,0.5891242,-0.02760597575489121,Critical
12086008502,0.36087763596354133,0.3906431,-0.029765454046148,Moderate
12086008601,0.47289166704825947,0.43643847,0.03645319596938679,Moderate
12086008603,0.5549558090628158,0.5563165,-0.0013606858788955956,High
12086008704,0.5601861060159484,0.59006715,-0.029881042192669738,Critical
12086008702,0.3718103829933268,0.38942283,-0.017612450926198342,Moderate
12086008809,0.5509743693875387,0.60137844,-0.05040407146939485,Critical
12086008808,0.6293741942611282,0.5857271,0.0436470986571853,Critical
12086008805,0.42866177877991696,0.42646483,0.0021969529113103903,Moderate
12086008806,0.41559019249380935,0.42595232,-0.01036212283669602,Moderate
12086008911,0.543043209971118,0.5457432,-0.0027000170338868923,High
12086008909,0.5462630460070059,0.5646499,-0.01838683392539764,High
12086008904,0.3728178426335068,0.39039028,-0.0175724342753677,Moderate
12086008906,0.4086705476888259,0.4186476,-0.009977039610521043,Moderate
12086008907,0.41070713062534725,0.41528502,-0.0045778904413184,Moderate
12086009051,0.5152370550201648,0.5698815,-0.05464444379346434,High
12086009010,0.16426430212776796,0.22262688,-0.05836257768351896,Low
12086009014,0.28691710500479056,0.34988445,-0.06296734543084787,Low
12086009015,0.37790429352263366,0.35662553,0.021278766379155267,Low
12086009061,0.6184280552251733,0.62510717,-0.006679113926132851,Critical
12086009054,0.5311196358444213,0.5614383,-0.030318686222839397,High
12086009020,0.3704901338559814,0.36842996,0.0020601750356383786,Low
12086009021,0.4088588164224151,0.38937113,0.01948768953223262,Moderate
