tract_fips,NAME,pop_16plus,in_labor_force,employed,unemployed,workers_16plus,commute_drove_alone,commute_carpooled,commute_public_transit,commute_walked,commute_other,commute_work_from_home,mean_commute_time_min,median_household_income,mean_household_income,per_capita_income,poverty_rate_pct,with_health_insurance,without_health_insurance,industry_agriculture,industry_construction,industry_manufacturing,industry_wholesale,industry_retail,industry_transport_warehouse,occupation_management,occupation_service,n_stops,n_trips_total,n_routes_served,avg_trips_per_stop,wheelchair_accessible_stops,has_rail_access,has_bus,routes_serving,transit_jobs_15min,transit_workers_15min,auto_jobs_15min,transit_auto_ratio_15min,transit_jobs_30min,transit_workers_30min,auto_jobs_30min,transit_auto_ratio_30min,transit_jobs_45min,transit_workers_45min,auto_jobs_45min,transit_auto_ratio_45min,transit_jobs_60min,transit_workers_60min,auto_jobs_60min,transit_auto_ratio_60min,bike_lts2_jobs_30min,bike_lts3_jobs_30min,n_census_blocks,rt_active_vehicles,rt_active_trips,pct_public_transit,pct_drove_alone,pct_walked,unemployment_rate,transit_desert
12086000107,Census Tract 1.07; Miami-Dade County; Florida,2474,1545,1487,58,1476,909,115,49,0,23,380,26.7,53281,114816,54784,-888888888,-888888888,-888888888,0,42,54,12,204,34,631,391,8,1364,4.0,170.5,0,0,1,"100, 75, BALHVL, SUNNYBL, SUNNYOR",2796.25,2890.625,100208.5,0.0279,19117.0,16598.375,925571.0,0.0207,63455.0,55821.0,1987315.0,0.0319,148984.375,138183.25,2313266.25,0.0644,1348.875,1348.875,8.0,0,0,3.32,61.59,0.0,3.75,0
12086000109,Census Tract 1.09; Miami-Dade County; Florida,3053,2026,2000,26,1979,1293,212,178,53,25,218,28.0,59577,76117,31513,-888888888,-888888888,-888888888,0,169,109,62,132,261,680,442,31,5061,5.0,163.25806451612902,0,0,1,"135, 203, 3, 75, BAYHAR, NMBEACA, NMBEACC, NOMBLU, NOMRED, SUNNYOR",2278.9565217391305,1233.2173913043478,111154.22826086957,0.0205,17153.043478260868,16304.83695652174,1055241.3152173914,0.0163,63232.858695652176,63007.88043478261,1959244.6630434783,0.0323,176970.39130434784,153105.03260869565,2259683.782608696,0.0783,4057.945652173913,27497.195652173912,92.0,0,1,8.99,65.34,2.68,1.28,0
12086000115,Census Tract 1.15; Miami-Dade County; Florida,1538,889,812,77,812,519,96,8,5,69,115,29.1,104427,220216,94396,-888888888,-888888888,-888888888,3,62,45,40,53,107,365,145,3,178,2.0,59.333333333333336,0,0,1,"SUNNYBL, SUNNYOR",1567.5238095238096,1437.0,118306.09523809524,0.0132,20043.333333333332,12162.42857142857,878397.2380952381,0.0228,55820.666666666664,45453.09523809524,2023588.380952381,0.0276,107830.76190476191,118192.42857142857,2397227.380952381,0.045,2237.6666666666665,14927.095238095239,21.0,0,0,0.99,63.92,0.62,8.66,0
12086000118,Census Tract 1.18; Miami-Dade County; Florida,915,415,396,19,387,183,24,24,16,7,133,33.6,103309,205299,89072,-888888888,-888888888,-888888888,0,0,20,41,86,0,236,39,4,1251,4.0,312.75,0,0,1,"100, 75, BALHVL, SUNNYBL, SUNNYOR",5064.333333333333,4831.333333333333,119157.33333333333,0.0425,23651.666666666668,18191.666666666668,1062784.0,0.0223,69372.0,61782.666666666664,2036490.6666666667,0.0341,154082.33333333334,147817.66666666666,2380604.6666666665,0.0647,3682.3333333333335,4074.6666666666665,3.0,1,0,6.2,47.29,4.13,4.58,0
12086000120,Census Tract 1.20; Miami-Dade County; Florida,3499,2192,2005,187,1972,1179,71,15,19,126,562,31.3,73667,122848,59310,-888888888,-888888888,-888888888,0,109,71,167,132,203,1100,107,13,1654,4.0,127.23076923076923,0,0,1,"125, 203, 3, BAYHAR, NOMRED",1960.8285714285714,1542.857142857143,108947.65714285715,0.018,13958.0,14004.057142857142,1126132.0857142857,0.0124,57416.8,59968.91428571429,1980225.9714285715,0.029,174110.62857142856,151590.08571428573,2272183.1714285715,0.0766,5869.771428571428,26220.14285714286,35.0,1,0,0.76,59.79,0.96,8.53,0
12086000121,Census Tract 1.21; Miami-Dade County; Florida,1515,718,695,23,673,387,47,0,11,54,174,27.4,84977,127274,59956,-888888888,-888888888,-888888888,0,88,23,36,80,61,401,16,5,176,3.0,35.2,0,0,1,"AVTGRN, SUNNYBL, SUNNYOR",1036.0833333333333,2116.4166666666665,141496.41666666666,0.0073,15797.75,8218.833333333334,1049346.0,0.0151,44666.416666666664,30659.166666666668,2066713.25,0.0216,86408.83333333333,89303.16666666667,2427074.5,0.0356,11606.166666666666,38926.75,12.0,0,0,0.0,57.5,1.63,3.2,0
12086000122,Census Tract 1.22; Miami-Dade County; Florida,3295,1992,1971,21,1971,1129,197,14,0,88,543,31.5,99469,155590,75879,-888888888,-888888888,-888888888,0,82,119,91,291,231,1247,41,3,84,1.0,28.0,0,0,1,AVTGRN,1203.923076923077,2037.7692307692307,137936.61538461538,0.0087,16351.23076923077,8553.076923076924,1022871.6153846154,0.016,45066.53846153846,31414.23076923077,2067316.3846153845,0.0218,87447.69230769231,90637.15384615384,2427296.3846153845,0.036,14999.692307692309,43203.846153846156,13.0,0,0,0.71,57.28,0.0,1.05,0
12086000123,Census Tract 1.23; Miami-Dade County; Florida,3423,1553,1507,46,1465,785,48,53,84,56,439,25.0,64348,133848,63744,-888888888,-888888888,-888888888,0,103,58,46,127,165,736,267,23,3845,3.0,167.17391304347825,0,0,1,"100, 75, BALHVL, SUNNYBL, SUNNYOR",3300.470588235294,2394.9411764705883,125293.17647058824,0.0263,21925.970588235294,14023.5,968664.4411764706,0.0226,59327.35294117647,50703.44117647059,2035556.4411764706,0.0291,124213.11764705883,127474.44117647059,2399935.411764706,0.0518,2650.9117647058824,4457.441176470588,34.0,1,1,3.62,53.58,5.73,2.96,0
12086000124,Census Tract 1.24; Miami-Dade County; Florida,2727,1600,1488,112,1461,1066,76,107,98,22,92,31.4,48929,56730,23883,-888888888,-888888888,-888888888,0,46,53,134,158,105,297,558,16,1672,5.0,104.5,0,0,1,"125, 16, 203, 3, BAYHAR, NOMBLU, NOMRED",5298.558823529412,4054.294117647059,135015.32352941178,0.0392,26024.58823529412,31358.558823529413,1303795.4705882352,0.02,100311.70588235294,102664.26470588235,2046286.0882352942,0.049,264686.5882352941,213538.29411764705,2340554.2647058824,0.1131,7540.794117647059,37830.029411764706,34.0,0,0,7.32,72.96,6.71,7.0,0
12086000125,Census Tract 1.25; Miami-Dade County; Florida,3483,2009,1884,125,1869,1166,74,66,106,189,268,39.5,53281,69904,29510,-888888888,-888888888,-888888888,0,127,81,146,339,307,511,297,4,645,4.0,161.25,0,0,1,"100, 75, SUNNYBL, SUNNYOR",3775.5714285714284,3910.8571428571427,107036.42857142857,0.0353,17486.85714285714,13470.42857142857,956921.7142857143,0.0183,57032.57142857143,49701.28571428572,2016744.0,0.0283,127042.71428571429,124569.0,2351810.285714286,0.054,4086.714285714286,5067.857142857143,7.0,0,0,3.53,62.39,5.67,6.22,0
12086000126,Census Tract 1.26; Miami-Dade County; Florida,1697,745,732,13,732,502,42,56,34,0,98,25.5,36287,100976,58655,-888888888,-888888888,-888888888,0,78,0,130,203,44,91,183,12,2517,3.0,209.75,0,0,1,"100, 75, SUNNYBL, SUNNYOR",4666.0,3569.4,110524.8,0.0422,20414.4,14515.2,925455.0,0.0221,59325.6,51104.2,2010570.0,0.0295,131660.2,128013.4,2375572.4,0.0554,3410.6,3941.8,5.0,1,0,7.65,68.58,4.64,1.74,0
12086000127,Census Tract 1.27; Miami-Dade County; Florida,2729,1736,1702,34,1645,956,142,57,9,193,288,33.6,49805,91240,43488,-888888888,-888888888,-888888888,9,57,148,0,90,350,708,326,3,48,1.0,16.0,0,0,1,NMBEACA,1058.25,1691.75,100609.75,0.0105,8978.75,8540.5,944099.0,0.0095,43932.0,40964.25,2008361.0,0.0219,108369.0,111907.5,2326411.0,0.0466,3357.0,10794.75,4.0,0,0,3.47,58.12,0.55,1.96,0
12086000128,Census Tract 1.28; Miami-Dade County; Florida,3532,2696,2612,84,2592,1310,421,129,14,97,621,36.1,80551,117938,55549,-888888888,-888888888,-888888888,0,89,116,27,282,311,1201,345,13,2171,4.0,167.0,0,0,1,"203, 3, 75, 9, NMBEACA, NMBEACE, SUNNYOR",2458.125,1800.15625,144168.96875,0.0171,25015.8125,18153.4375,1210500.90625,0.0207,71364.71875,68742.90625,2069894.5625,0.0345,176279.125,162869.9375,2389286.59375,0.0738,6690.4375,38476.34375,32.0,2,1,4.98,50.54,0.54,3.12,0
12086000129,Census Tract 1.29; Miami-Dade County; Florida,1829,840,802,38,790,536,37,0,0,20,197,37.1,155764,236646,121556,-888888888,-888888888,-888888888,13,0,34,11,123,18,561,50,0,0,,,0,0,0,,1082.4545454545455,1385.7272727272727,111996.18181818182,0.0097,5908.272727272727,3963.4545454545455,970116.6363636364,0.0061,26887.18181818182,15219.727272727272,2044587.1818181819,0.0132,65810.90909090909,57129.27272727273,2385818.5454545454,0.0276,6020.090909090909,37595.454545454544,11.0,0,0,0.0,67.85,0.0,4.52,0
12086000130,Census Tract 1.30; Miami-Dade County; Florida,2830,1399,1370,29,1370,988,60,0,16,16,290,33.6,91818,206102,98760,-888888888,-888888888,-888888888,0,166,109,40,148,13,870,84,13,4259,4.0,327.61538461538464,0,0,1,"100, BALHVL, SUNNYBL, SUNNYOR",2636.0689655172414,1554.6206896551723,102826.3448275862,0.0256,17241.51724137931,18013.655172413793,951600.6896551724,0.0181,62012.137931034486,52429.0,1976780.4827586208,0.0314,155735.1724137931,135633.93103448275,2285248.275862069,0.0681,1736.7241379310344,1872.2413793103449,29.0,1,1,0.0,72.12,1.17,2.07,0
12086000131,Census Tract 1.31; Miami-Dade County; Florida,3628,2210,2115,95,2074,1343,76,21,16,0,618,28.1,80814,136740,60492,-888888888,-888888888,-888888888,0,0,33,123,180,131,1300,286,7,506,4.0,72.28571428571429,0,0,1,"203, 3, 9, AVTYEL, NMBEACE",4122.44,2666.04,154704.36,0.0266,23560.28,12371.48,1210353.56,0.0195,59529.72,48793.96,2088531.08,0.0285,125917.8,135414.48,2425060.92,0.0519,8186.44,46335.04,25.0,0,0,1.01,64.75,0.77,4.3,0
12086000132,Census Tract 1.32; Miami-Dade County; Florida,4860,2386,2238,90,2250,1510,264,0,97,36,343,41.3,48553,72004,36573,-888888888,-888888888,-888888888,0,260,82,99,355,206,689,324,28,2383,5.0,85.10714285714286,0,0,1,"203, 3, 9, AVTYEL, NMBEACE",3692.875,2514.2083333333335,160763.79166666666,0.023,27930.291666666668,15738.041666666666,1236251.4166666667,0.0226,66730.20833333333,59256.583333333336,2091224.125,0.0319,159328.0,156012.25,2423675.7083333335,0.0657,6992.458333333333,55155.666666666664,24.0,0,0,0.0,67.11,4.31,3.77,0
12086000134,Census Tract 1.34; Miami-Dade County; Florida,2473,1349,1327,22,1292,890,23,86,40,15,238,26.1,47528,67701,31837,-888888888,-888888888,-888888888,0,185,121,0,297,75,580,157,22,6786,14.0,308.45454545454544,0,0,1,"100, 183, 199, 203, 3, 9, 95, AVTGRN, AVTPUR, AVTYEL, BALHVL, NMBEACE, SUNNYBL, SUNNYOR",10224.384615384615,1505.2564102564102,201747.53846153847,0.0507,34592.1282051282,18221.615384615383,1325698.435897436,0.0261,75439.10256410256,71430.20512820513,2133564.5897435895,0.0354,142181.5641025641,166932.4358974359,2480849.846153846,0.0573,15600.0,58557.205128205125,39.0,4,35,6.66,68.89,3.1,1.63,0
12086000140,Census Tract 1.40; Miami-Dade County; Florida,2795,2248,2097,151,2089,1558,95,18,100,8,310,40.8,78140,92182,42115,-888888888,-888888888,-888888888,0,65,112,9,268,501,861,255,11,1182,3.0,107.45454545454545,0,0,1,"100, 75, BALHVL, SUNNYBL, SUNNYOR",3612.6666666666665,4026.6666666666665,107220.22222222222,0.0337,18458.555555555555,15423.666666666666,970391.0,0.019,61320.666666666664,54921.444444444445,2015371.3333333333,0.0304,139594.0,133975.88888888888,2335416.4444444445,0.0598,2894.3333333333335,3021.777777777778,9.0,1,0,0.86,74.58,4.79,6.72,0
12086000141,Census Tract 1.41; Miami-Dade County; Florida,1535,1110,1078,32,1065,606,25,36,36,0,362,28.6,93750,148392,62687,-888888888,-888888888,-888888888,0,100,21,41,105,74,516,126,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,3.38,56.9,3.38,2.88,0
12086000142,Census Tract 1.42; Miami-Dade County; Florida,4285,2099,2018,81,1985,1045,237,149,17,154,383,33.8,84196,122000,52413,-888888888,-888888888,-888888888,0,20,11,186,118,51,1292,175,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,7.51,52.64,0.86,3.86,0
12086000143,Census Tract 1.43; Miami-Dade County; Florida,2526,1413,1378,35,1217,702,93,27,18,65,312,28.9,52105,97637,54366,-888888888,-888888888,-888888888,0,80,101,34,57,89,805,261,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,2.22,57.68,1.48,2.48,0
12086000144,Census Tract 1.44; Miami-Dade County; Florida,919,598,576,22,562,335,91,0,0,17,119,29.3,70066,94942,41868,-888888888,-888888888,-888888888,0,29,24,16,23,51,409,72,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,59.61,0.0,3.68,0
12086000145,Census Tract 1.45; Miami-Dade County; Florida,2059,1472,1445,27,1423,654,162,0,0,34,573,24.7,163027,185812,55685,-888888888,-888888888,-888888888,0,68,5,48,162,14,756,323,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,45.96,0.0,1.83,0
12086000146,Census Tract 1.46; Miami-Dade County; Florida,3524,2071,1846,225,1830,1206,19,0,65,29,511,30.5,101546,141540,54422,-888888888,-888888888,-888888888,0,39,45,60,128,17,1310,190,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,65.9,3.55,10.86,0
12086000204,Census Tract 2.04; Miami-Dade County; Florida,2943,2003,2003,0,1957,1525,183,92,0,27,130,34.1,55859,83348,27470,-888888888,-888888888,-888888888,0,47,0,83,297,117,489,574,21,4612,4.0,219.61904761904762,0,0,1,"17, 183, 401, 75, 77, 9, NMBEACD, NMBEACE",2487.8255033557048,2562.959731543624,273552.322147651,0.0091,14218.322147651006,18143.355704697988,1673624.9597315437,0.0085,54453.06040268456,73650.42953020135,2167802.744966443,0.0251,152737.9932885906,180141.53691275168,2472944.865771812,0.0618,6042.6107382550335,52131.328859060406,149.0,1,1,4.7,77.93,0.0,0.0,0
12086000206,Census Tract 2.06; Miami-Dade County; Florida,4952,2988,2935,53,2894,1718,577,164,17,82,336,31.4,50000,57796,18021,-888888888,-888888888,-888888888,0,137,21,0,504,279,527,1084,30,2275,2.0,75.83333333333333,0,0,1,"135, 16, 510, 75, 9, NMBEACA, NMBEACC, NMBEACD, NMBEACE",2550.2912621359224,3600.0,155478.4077669903,0.0164,21729.59223300971,27977.417475728154,1413099.5145631067,0.0154,67283.11650485436,79298.09708737864,2098703.330097087,0.0321,163592.4854368932,170181.2233009709,2404075.8932038834,0.068,8342.495145631068,59643.1067961165,103.0,0,0,5.67,59.36,0.59,1.77,0
12086000211,Census Tract 2.11; Miami-Dade County; Florida,2337,1449,1365,79,1320,963,75,97,0,70,115,37.0,58792,77220,28694,-888888888,-888888888,-888888888,0,110,67,26,138,76,493,231,10,1471,3.0,147.1,0,0,1,"183, 510, 9, 95",3192.6875,2773.96875,192816.75,0.0166,26207.765625,19176.765625,1410742.09375,0.0186,67046.953125,64057.328125,2130490.359375,0.0315,142632.640625,165146.40625,2451887.921875,0.0582,9771.296875,67267.75,64.0,0,0,7.35,72.95,0.0,5.45,0
12086000212,Census Tract 2.12; Miami-Dade County; Florida,3921,2601,2357,244,2274,1846,38,107,0,158,125,31.1,44120,51761,21229,-888888888,-888888888,-888888888,0,231,62,63,404,191,456,839,15,1308,4.0,87.2,0,0,1,"510, 9, NMBEACA, NMBEACB, NMBEACE",4463.424242424242,3897.757575757576,168859.15151515152,0.0264,24579.030303030304,20104.242424242424,1340458.696969697,0.0183,67649.39393939394,67160.12121212122,2106585.121212121,0.0321,157555.63636363635,157250.63636363635,2426139.121212121,0.0649,11241.0,73288.75757575757,33.0,0,0,4.71,81.18,0.0,9.38,0
12086000213,Census Tract 2.13; Miami-Dade County; Florida,4030,2618,2365,253,2353,1484,234,103,26,307,199,28.3,86750,95351,28259,-888888888,-888888888,-888888888,0,137,44,24,264,155,1068,287,15,2494,6.0,166.26666666666668,0,0,1,"17, 183, 401, 75, 9, 95, NMBEACD, NMBEACE",1327.5753424657535,2935.4246575342468,255532.301369863,0.0052,17409.945205479453,23252.301369863013,1625886.5753424657,0.0107,65453.356164383564,78470.91780821918,2164129.4109589043,0.0302,142235.49315068492,188561.20547945207,2481262.8630136987,0.0573,6571.013698630137,58086.068493150684,73.0,1,0,4.38,63.07,1.1,9.66,0
12086000215,Census Tract 2.15; Miami-Dade County; Florida,4233,2725,2338,387,2323,1675,323,144,38,0,143,31.2,55492,114172,35116,-888888888,-888888888,-888888888,0,274,183,13,318,166,351,632,9,1576,5.0,175.11111111111111,0,0,1,"17, 401, 75, 9, NMBEACE",985.8409090909091,4201.795454545455,188961.54545454544,0.0052,14283.25,27740.31818181818,1539355.3636363635,0.0093,55130.52272727273,78511.06818181818,2123915.8181818184,0.026,149082.27272727274,167409.95454545456,2427455.659090909,0.0614,1155.9772727272727,59430.90909090909,44.0,1,0,6.2,72.11,1.64,14.2,0
12086000216,Census Tract 2.16; Miami-Dade County; Florida,3909,2631,2556,75,2348,1892,153,222,0,45,36,32.9,72777,89307,25844,-888888888,-888888888,-888888888,0,146,91,65,303,35,985,895,9,1721,5.0,191.22222222222223,0,0,1,"17, 401, 75, 9, NMBEACD, NMBEACE",1670.3090909090909,4038.8727272727274,182087.05454545454,0.0092,16047.272727272728,28212.254545454547,1519713.5818181818,0.0106,61516.58181818182,76147.03636363636,2121402.6,0.029,139512.18181818182,162624.70909090908,2426499.8181818184,0.0575,5099.727272727273,60754.763636363634,55.0,1,0,9.45,80.58,0.0,2.85,0
12086000218,Census Tract 2.18; Miami-Dade County; Florida,2459,1615,1538,77,1481,1197,48,122,57,26,31,30.6,54432,60534,22155,-888888888,-888888888,-888888888,0,68,99,31,180,176,422,471,13,871,2.0,67.0,0,0,1,"135, 9, NOMORG",1637.7884615384614,5599.903846153846,156625.63461538462,0.0105,18519.53846153846,34190.230769230766,1467288.6153846155,0.0126,60488.192307692305,94780.53846153847,2096196.0384615385,0.0289,185894.5,193176.40384615384,2390601.423076923,0.0778,3666.9615384615386,47146.32692307692,52.0,0,0,8.24,80.82,3.85,4.77,0
12086000219,Census Tract 2.19; Miami-Dade County; Florida,3518,2428,2374,54,2338,1349,395,179,12,181,222,31.2,47409,58949,20555,-888888888,-888888888,-888888888,11,247,42,21,391,153,519,807,24,3049,4.0,127.04166666666667,0,0,1,"125, 16, 25, 9, NOMBLU, NOMORG",4577.101449275362,4945.376811594203,155187.69565217392,0.0295,22132.797101449276,37408.333333333336,1473478.0869565217,0.015,74867.37681159421,110090.66666666667,2090106.6231884058,0.0358,236000.95652173914,217061.115942029,2384465.5217391304,0.099,7037.173913043478,39247.34782608696,69.0,0,1,7.66,57.7,0.51,2.22,0
12086000220,Census Tract 2.20; Miami-Dade County; Florida,4099,2623,2492,131,2441,2085,84,77,21,25,149,33.6,43719,54113,17171,-888888888,-888888888,-888888888,0,183,113,39,122,436,660,960,25,1375,2.0,55.0,0,0,1,"135, 16, 25, 9, NOMBLU, NOMORG",3357.1971830985917,4804.802816901409,149193.14084507042,0.0225,20991.943661971833,33643.57746478873,1429554.0563380283,0.0147,67197.94366197183,99200.87323943662,2080891.9014084507,0.0323,211459.25352112675,204849.30985915492,2377816.2535211267,0.0889,7317.4647887323945,42074.16901408451,71.0,0,0,3.15,85.42,0.86,4.99,0
12086000221,Census Tract 2.21; Miami-Dade County; Florida,1462,1013,903,110,901,567,159,83,16,61,15,24.6,78563,74638,27216,-888888888,-888888888,-888888888,37,39,63,15,60,95,111,344,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,9.21,62.93,1.78,10.86,0
12086000222,Census Tract 2.22; Miami-Dade County; Florida,3325,2525,2462,63,2325,1579,560,101,36,0,49,32.3,60750,74632,28437,-888888888,-888888888,-888888888,0,72,306,30,316,517,380,586,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,4.34,67.91,1.55,2.5,0
12086000223,Census Tract 2.23; Miami-Dade County; Florida,2482,1514,1481,33,1471,1091,88,154,0,27,111,31.8,42215,57731,20853,-888888888,-888888888,-888888888,0,32,27,0,105,191,300,679,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,10.47,74.17,0.0,2.18,0
12086000224,Census Tract 2.24; Miami-Dade County; Florida,3442,2556,2496,60,2466,1870,244,96,0,84,172,30.3,37225,55225,25216,-888888888,-888888888,-888888888,0,47,10,31,298,321,703,937,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,3.89,75.83,0.0,2.35,0
12086000225,Census Tract 2.25; Miami-Dade County; Florida,3141,2146,2119,27,2087,1533,324,86,34,61,49,27.9,52740,59678,30375,-888888888,-888888888,-888888888,0,89,18,36,426,359,569,534,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,4.12,73.45,1.63,1.26,0
12086000226,Census Tract 2.26; Miami-Dade County; Florida,1557,694,637,57,637,358,166,0,18,5,90,18.5,55762,96887,35165,-888888888,-888888888,-888888888,0,22,0,5,51,10,448,86,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,56.2,2.83,8.21,0
12086000227,Census Tract 2.27; Miami-Dade County; Florida,2520,1555,1534,21,1474,1098,66,93,14,85,118,34.0,53452,79329,26961,-888888888,-888888888,-888888888,0,159,70,40,244,30,364,393,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,6.31,74.49,0.95,1.35,0
12086000228,Census Tract 2.28; Miami-Dade County; Florida,2500,1620,1581,39,1573,1180,153,81,11,133,15,31.3,48500,63412,22982,-888888888,-888888888,-888888888,0,65,31,64,450,75,331,427,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,5.15,75.02,0.7,2.41,0
12086000302,Census Tract 3.02; Miami-Dade County; Florida,1690,1237,1132,105,1132,835,95,52,16,96,38,26.2,78300,86969,26988,-888888888,-888888888,-888888888,13,42,16,24,169,115,234,483,0,0,,,0,0,0,,553.8076923076923,1921.1923076923076,251432.75,0.0022,10661.884615384615,18393.26923076923,1676055.4038461538,0.0064,53763.46153846154,83810.44230769231,2146695.673076923,0.025,199322.88461538462,210927.71153846153,2447259.5384615385,0.0814,745.5,44937.980769230766,52.0,0,0,4.59,73.76,1.41,8.49,0
12086000306,Census Tract 3.06; Miami-Dade County; Florida,3644,2390,2202,188,2167,1376,204,332,110,102,43,35.5,45451,70425,28003,-888888888,-888888888,-888888888,11,57,21,20,292,351,675,610,23,2788,5.0,121.21739130434783,0,0,1,"125, 135, 16, 25, 9, NOMBLU, NOMGRN, NOMORG",2684.655172413793,5072.017241379311,212661.4655172414,0.0126,20251.0,39213.879310344826,1627570.603448276,0.0124,78904.68965517242,117402.27586206897,2125807.5689655175,0.0371,252622.08620689655,231670.3275862069,2424588.1896551726,0.1042,6513.741379310345,43129.24137931035,58.0,1,1,15.32,63.5,5.08,7.87,0
12086000307,Census Tract 3.07; Miami-Dade County; Florida,3175,1602,1561,41,1520,1163,127,27,0,34,169,32.3,46415,64496,19327,-888888888,-888888888,-888888888,0,246,148,11,160,163,400,420,11,811,2.0,73.72727272727273,0,0,1,"125, 135, 25, NOMGRN",945.5696202531645,3145.3544303797466,374013.4556962025,0.0025,14938.822784810127,30421.58227848101,1727791.253164557,0.0086,72344.29113924051,112051.41772151898,2159606.35443038,0.0335,266940.43037974683,253256.6075949367,2457952.139240506,0.1086,1994.0632911392406,38590.037974683546,79.0,0,0,1.78,76.51,0.0,2.56,0
12086000308,Census Tract 3.08; Miami-Dade County; Florida,3839,2639,2413,226,2340,1685,265,54,25,16,295,28.2,81250,122119,34865,-888888888,-888888888,-888888888,0,279,111,16,415,98,813,667,22,1112,3.0,50.54545454545455,0,0,1,"125, 135, 25, NOMGRN, NOMORG",1278.1690140845071,3893.507042253521,275877.9014084507,0.0046,16770.676056338027,33274.15492957747,1678123.8732394367,0.01,71105.52112676056,110422.40845070423,2141665.436619718,0.0332,237257.0704225352,229744.21126760563,2440987.8591549294,0.0972,1905.0140845070423,42112.91549295775,71.0,0,0,2.31,72.01,1.07,8.56,0
12086000309,Census Tract 3.09; Miami-Dade County; Florida,3273,1868,1718,150,1718,1362,35,274,7,21,19,28.3,52044,65930,20111,-888888888,-888888888,-888888888,0,49,47,0,423,151,241,751,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,15.95,79.28,0.41,8.03,0
12086000310,Census Tract 3.10; Miami-Dade County; Florida,2804,1440,1330,110,1330,949,195,0,0,27,159,28.0,49836,70370,28514,-888888888,-888888888,-888888888,0,118,37,35,167,129,314,357,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,71.35,0.0,7.64,0
12086000311,Census Tract 3.11; Miami-Dade County; Florida,3186,1657,1629,28,1629,1409,112,0,0,0,108,36.7,37334,57184,17386,-888888888,-888888888,-888888888,0,57,0,39,63,115,378,829,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,0.0,86.49,0.0,1.69,0
12086000312,Census Tract 3.12; Miami-Dade County; Florida,2481,1472,1205,267,1205,879,33,53,23,79,138,31.4,34922,54308,22748,-888888888,-888888888,-888888888,0,36,63,0,169,4,452,306,0,0,,,0,0,0,,,,,,,,,,,,,,,,,,,,,0,0,4.4,72.95,1.91,18.14,0
12086000402,Census Tract 4.02; Miami-Dade County; Florida,3426,1793,1638,155,1605,1079,235,64,0,112,115,28.9,41875,56451,18253,-888888888,-888888888,-888888888,0,137,138,27,243,217,261,433,13,2120,3.0,163.07692307692307,0,0,1,"17, 27, 401, OPALCKA, OPALKAN",542.9074074074074,2020.4074074074074,174166.87037037036,0.0031,11404.592592592593,19255.14814814815,1612582.2962962964,0.0071,44565.75925925926,79966.96296296296,2120349.6481481483,0.021,152632.33333333334,214379.6851851852,2400319.9814814813,0.0636,4086.259259259259,28708.59259259259,54.0,1,0,3.99,67.23,0.0,8.64,0
12086000405,Census Tract 4.05; Miami-Dade County; Florida,3027,1738,1673,65,1673,1207,221,108,0,45,92,31.6,58403,95386,26767,-888888888,-888888888,-888888888,0,239,135,0,192,71,171,561,16,1542,1.0,96.375,0,0,1,"135, 77, NOMGRN",808.1794871794872,3757.7820512820513,257300.08974358975,0.0031,11870.52564102564,28258.166666666668,1665619.0384615385,0.0071,68901.84615384616,108269.7435897436,2135684.435897436,0.0323,248132.87179487178,251824.3076923077,2435061.730769231,0.1019,761.9102564102565,36483.3717948718,78.0,0,0,6.46,72.15,0.0,3.74,0
12086000408,Census Tract 4.08; Miami-Dade County; Florida,4876,2676,2451,225,2423,1901,172,123,18,124,85,35.6,42744,56130,19103,-888888888,-888888888,-888888888,0,434,219,48,241,246,205,865,21,3450,2.0,164.28571428571428,0,0,1,"103, 17, 22, 401, 77",1745.2327586206898,3065.8362068965516,379931.7586206897,0.0046,12021.689655172413,30905.853448275862,1625713.3620689656,0.0074,96405.93103448275,116562.83620689655,2118697.974137931,0.0455,357268.8103448276,283333.4396551724,2392251.379310345,0.1493,2616.0775862068967,12917.543103448275,116.0,0,0,5.08,78.46,0.74,8.41,0
