GEOID,NAME,employment_rate_pct,unemployment_rate_pct,commute_drove_alone_pct,commute_public_transit_pct,commute_walked_pct,commute_wfh_pct,mean_commute_time_min,median_household_income,mean_household_income,per_capita_income,hh_income_under_10k_pct,hh_income_10k_15k_pct,hh_income_15k_25k_pct,hh_income_25k_35k_pct,hh_income_35k_50k_pct,hh_income_50k_75k_pct,hh_income_75k_100k_pct,hh_income_100k_150k_pct,hh_income_150k_200k_pct,hh_income_200k_plus_pct,poverty_rate_pct,snap_benefits_pct,no_health_insurance_pct,hh_no_vehicle_pct,hh_1_vehicle_pct,hh_2_vehicles_pct,hh_3plus_vehicles_pct,owner_occupied_pct,renter_occupied_pct,median_gross_rent,rent_burden_30pct_plus,rent_burden_50pct_plus,total_housing_units,occupied_units_pct,vacant_units_pct,total_population,median_age,under_18_pct,age_65_plus_pct,white_alone_pct,black_alone_pct,two_or_more_races_pct,asian_alone_pct,hispanic_latino_pct,foreign_born_pct,year
12086000126,"Census Tract 1.26, Miami-Dade County, Florida",41.7,6.5,79.3,8.7,0.0,6.0,36.5,30212,58389,31330,17.9,5.4,20.4,14.7,9.3,12.7,6.4,7.6,2.5,3.1,17.1,9.6,8.4,25.4,54.5,17.0,3.1,39.2,60.8,1096,4.2,54.0,2204,47.9,52.1,2055,59.5,12.7,38.7,85.8,0.5,6.4,3.6,38.3,0.0,2020
12086000127,"Census Tract 1.27, Miami-Dade County, Florida",54.2,3.0,85.0,0.0,0.9,6.1,31.1,36798,78505,40292,10.2,4.9,19.7,12.2,11.8,14.9,8.6,8.1,2.6,7.1,13.0,8.6,11.8,9.4,55.1,31.8,3.7,64.1,35.9,1383,0.0,66.7,1828,74.7,25.3,2844,47.2,18.6,24.9,86.9,4.0,7.4,1.1,40.3,5.3,2020
12086000128,"Census Tract 1.28, Miami-Dade County, Florida",74.1,7.2,72.1,3.4,0.3,17.7,37.2,64667,101862,44650,1.7,3.7,5.0,5.9,9.1,32.2,19.2,12.5,5.4,5.4,4.4,8.1,11.0,5.9,51.8,37.8,4.5,57.8,42.2,1359,17.1,24.2,2276,66.0,34.0,3393,47.2,18.3,13.9,84.0,7.5,7.1,0.9,65.1,1.9,2020
12086000129,"Census Tract 1.29, Miami-Dade County, Florida",36.6,0.0,61.4,0.0,8.6,22.2,37.9,116944,194814,99539,7.4,3.3,5.8,9.9,11.2,3.5,5.9,7.7,15.4,29.9,6.9,0.9,4.2,7.6,40.5,42.6,9.2,85.1,14.9,3014,4.9,74.6,2038,50.0,50.0,2108,64.3,11.1,47.7,90.4,0.5,2.1,3.7,24.8,1.0,2020
12086000130,"Census Tract 1.30, Miami-Dade County, Florida",48.0,3.4,73.9,1.0,0.0,16.6,32.5,67113,149835,77773,2.0,0.0,8.7,17.4,8.0,18.6,5.7,17.3,11.0,11.3,4.1,2.4,5.7,7.1,58.2,31.0,3.7,64.8,35.2,1928,3.2,46.8,3391,33.7,66.3,2288,59.1,11.2,36.9,93.8,2.8,1.4,0.7,37.2,2.1,2020
12086000131,"Census Tract 1.31, Miami-Dade County, Florida",56.9,8.6,75.4,2.1,1.1,13.3,31.7,69217,132013,62191,3.2,4.0,8.3,6.8,14.0,21.5,6.1,14.2,5.4,16.5,6.6,3.6,6.1,8.8,54.1,26.7,10.4,57.4,42.6,2142,11.0,52.3,3047,57.6,42.4,3937,42.5,21.5,20.5,85.9,0.4,5.2,1.0,40.2,1.7,2020
12086000132,"Census Tract 1.32, Miami-Dade County, Florida",49.0,3.4,68.4,0.0,0.0,20.3,31.0,33411,47416,30602,15.4,7.9,15.8,14.7,8.6,18.4,9.9,6.8,1.1,1.4,15.8,2.8,6.1,19.1,59.7,17.4,3.8,66.5,33.5,1603,9.5,63.4,3873,72.9,27.1,4342,59.8,8.8,46.5,85.2,5.4,7.8,1.2,54.9,1.0,2020
12086000134,"Census Tract 1.34, Miami-Dade County, Florida",53.2,3.5,76.6,7.8,2.5,4.9,30.3,33097,49856,26537,7.9,12.5,16.5,15.3,9.4,9.4,16.2,9.7,1.4,1.6,21.4,12.7,20.5,19.1,49.2,27.0,4.7,58.9,41.1,1397,4.5,79.3,1960,78.5,21.5,3069,51.3,11.8,23.4,79.8,7.9,7.6,2.6,47.1,0.3,2020
12086000140,"Census Tract 1.40, Miami-Dade County, Florida",74.6,5.1,89.4,0.9,3.5,3.2,37.1,55560,68265,35391,5.0,4.6,8.4,9.1,18.9,26.9,14.7,5.9,1.5,5.0,10.7,3.8,8.6,1.9,75.9,21.6,0.6,18.9,81.1,1541,7.4,53.0,2294,79.6,20.4,3696,38.1,15.2,6.2,65.5,1.5,27.4,2.1,72.4,0.4,2020
12086000141,"Census Tract 1.41, Miami-Dade County, Florida",68.8,9.4,79.4,3.8,0.0,14.7,28.3,91140,116243,50324,0.0,0.0,7.8,23.8,9.4,5.5,13.7,17.8,6.7,15.4,4.2,9.0,1.8,2.1,41.3,48.3,8.4,21.5,78.5,2224,6.1,48.5,1250,57.2,42.8,1681,39.2,19.3,6.2,83.9,2.4,12.7,0.0,44.0,4.4,2020
12086000142,"Census Tract 1.42, Miami-Dade County, Florida",49.1,6.0,73.7,1.0,2.3,10.6,33.8,50812,104759,55627,7.6,5.2,13.6,8.8,13.2,8.6,11.4,6.3,10.0,15.3,11.7,4.1,6.8,9.9,50.2,34.7,5.1,64.9,35.1,1944,2.2,63.3,4308,57.2,42.8,4771,54.8,12.4,36.1,89.8,3.6,0.6,4.3,44.2,3.9,2020
12086000143,"Census Tract 1.43, Miami-Dade County, Florida",54.6,1.4,87.2,1.5,0.0,4.9,30.8,63125,112731,60897,8.0,11.5,14.7,3.6,3.0,12.6,16.5,7.8,6.4,15.9,13.4,3.4,6.6,18.1,38.7,38.6,4.5,56.6,43.4,1911,8.0,63.8,2159,75.8,24.2,3077,54.1,14.7,27.6,83.2,0.0,14.1,2.5,43.8,3.8,2020
12086000144,"Census Tract 1.44, Miami-Dade County, Florida",54.0,11.0,89.7,0.0,0.0,5.8,49.2,63396,93101,40386,6.3,0.0,9.6,10.1,11.6,19.0,7.3,5.6,25.7,5.0,4.9,4.0,3.8,0.0,58.1,41.9,0.0,46.0,54.0,2641,10.7,64.4,947,64.0,36.0,1398,41.9,23.0,10.9,92.5,1.6,4.3,1.6,45.5,1.1,2020
12086000145,"Census Tract 1.45, Miami-Dade County, Florida",68.9,4.6,61.7,1.3,0.0,29.6,28.1,175191,202093,63217,5.1,1.2,3.9,0.0,2.8,5.8,8.2,17.7,25.0,30.3,4.2,5.6,9.6,1.2,14.3,65.5,19.0,93.5,6.5,-666666666,0.0,22.4,1037,85.7,14.3,2874,39.0,29.7,5.3,77.4,0.0,22.6,0.0,46.8,12.6,2020
12086000146,"Census Tract 1.46, Miami-Dade County, Florida",55.4,5.7,80.2,0.0,2.1,16.9,28.7,98750,159331,67606,1.6,0.0,2.6,1.9,16.6,9.6,17.7,18.6,10.8,20.6,3.5,1.0,1.6,1.1,41.9,36.0,21.1,65.7,34.3,2248,7.2,54.4,2786,65.5,34.5,4445,50.6,15.8,30.0,82.1,0.0,16.4,0.7,33.2,1.7,2020
12086000204,"Census Tract 2.04, Miami-Dade County, Florida",63.0,7.6,87.7,7.0,2.6,0.0,29.0,69241,84040,22499,3.2,3.0,11.4,9.0,10.0,20.8,21.0,12.9,1.7,7.1,14.5,23.2,25.0,4.1,14.7,48.7,32.5,75.0,25.0,1561,0.0,54.8,1155,90.6,9.4,4418,33.1,21.0,11.9,26.5,61.4,4.1,0.4,23.9,5.5,2020
12086000206,"Census Tract 2.06, Miami-Dade County, Florida",55.4,7.2,65.6,6.9,0.0,8.1,33.2,47738,49243,14224,13.0,6.3,7.6,7.8,27.7,20.6,7.5,9.0,0.4,0.1,16.3,32.9,15.7,15.5,30.4,35.0,19.0,55.8,44.2,1287,5.1,69.8,1821,88.4,11.6,6699,37.3,30.1,14.8,14.8,72.8,4.1,1.9,21.1,1.7,2020
12086000211,"Census Tract 2.11, Miami-Dade County, Florida",60.7,12.9,79.6,5.2,0.6,3.5,38.5,51161,66486,24934,5.5,4.9,11.4,11.6,15.1,19.0,7.2,19.3,3.6,2.4,10.8,16.6,14.4,7.9,40.5,35.7,15.9,59.1,40.9,1741,8.3,68.9,1020,86.9,13.1,2608,39.8,16.5,13.3,70.4,15.4,6.8,4.2,57.7,1.6,2020
12086000212,"Census Tract 2.12, Miami-Dade County, Florida",57.7,13.9,77.4,3.5,1.9,3.4,33.8,35547,40801,17233,7.8,7.4,14.1,19.6,26.1,16.3,5.7,1.9,0.2,1.0,23.5,23.1,36.1,12.0,57.1,25.7,5.1,11.9,88.1,1134,5.7,59.2,1911,82.5,17.5,4425,34.2,19.7,7.9,42.6,49.2,4.1,1.5,39.4,6.0,2020
12086000213,"Census Tract 2.13, Miami-Dade County, Florida",65.2,2.7,66.9,6.8,3.4,4.5,32.2,42049,64769,19879,7.2,7.9,8.5,18.1,14.6,10.2,17.1,7.8,4.5,4.0,13.6,19.4,21.5,11.8,40.5,31.8,15.9,44.5,55.5,1340,4.7,61.1,1597,83.3,16.7,4755,34.0,27.5,15.0,42.7,41.5,8.5,3.2,18.8,4.3,2020
12086000215,"Census Tract 2.15, Miami-Dade County, Florida",56.9,12.6,76.2,9.5,1.5,4.4,32.6,38566,92361,30223,5.4,3.0,19.6,11.7,24.1,17.0,5.9,5.3,5.3,2.7,12.5,19.3,25.6,8.8,51.6,25.3,14.3,43.2,56.8,1214,6.3,60.7,1558,94.7,5.3,4911,37.2,22.3,13.8,11.0,84.3,1.1,1.9,12.1,1.9,2020
12086000216,"Census Tract 2.16, Miami-Dade County, Florida",65.6,8.2,80.5,9.5,1.3,1.3,34.5,59960,73693,19854,6.0,0.0,10.2,5.3,19.3,22.1,9.1,15.4,8.0,4.6,11.8,29.9,19.7,4.1,27.0,38.9,30.0,79.7,20.3,1573,10.7,79.9,1128,96.5,3.5,5103,34.4,19.3,12.2,11.7,79.0,1.6,2.4,14.1,1.5,2020
12086000218,"Census Tract 2.18, Miami-Dade County, Florida",63.0,11.8,72.4,12.0,1.3,4.6,33.6,35857,53856,18784,0.9,7.0,28.2,12.7,11.4,19.6,4.5,10.6,3.7,1.5,29.9,32.8,24.6,13.3,40.2,27.1,19.4,62.9,37.1,1084,0.0,73.9,1008,92.3,7.7,3341,39.1,24.0,12.3,12.9,78.5,4.4,0.0,20.9,2.8,2020
12086000219,"Census Tract 2.19, Miami-Dade County, Florida",65.4,5.5,60.9,11.2,3.1,6.9,31.0,39375,49453,16421,9.1,5.4,11.4,18.0,14.1,31.1,8.5,1.9,0.0,0.6,21.7,27.5,33.1,17.3,50.4,28.0,4.3,20.2,79.8,1118,6.3,54.9,1818,85.7,14.3,5086,30.9,28.2,7.2,22.4,61.1,9.9,1.0,29.8,2.9,2020
12086000220,"Census Tract 2.20, Miami-Dade County, Florida",64.9,3.6,84.1,6.8,0.4,1.1,34.6,42778,49022,16559,8.4,6.9,15.4,17.3,15.6,19.9,6.9,5.8,2.8,1.1,28.9,36.7,25.0,13.6,43.7,26.4,16.3,36.5,63.5,1207,10.4,71.2,1831,90.9,9.1,5715,32.1,30.1,10.7,17.5,73.3,2.6,0.9,24.2,2.3,2020
12086000221,"Census Tract 2.21, Miami-Dade County, Florida",58.7,4.9,73.1,15.2,0.0,7.4,29.4,50552,51189,19007,11.2,7.8,3.0,11.1,13.5,36.9,7.9,6.4,2.1,0.0,11.6,11.2,6.4,0.0,55.5,30.9,13.5,58.3,41.7,1167,0.0,27.5,731,100.0,0.0,2160,48.1,19.2,24.0,55.5,41.6,0.0,2.5,44.4,0.0,2020
12086000222,"Census Tract 2.22, Miami-Dade County, Florida",64.3,10.3,67.9,3.4,1.8,0.0,37.5,40453,48267,18207,3.2,8.2,18.7,15.0,29.0,4.5,9.6,8.2,3.1,0.5,25.2,19.3,24.4,0.9,45.2,34.4,19.5,56.6,43.4,1166,41.8,58.2,1441,92.3,7.7,4041,32.7,25.5,9.6,52.8,39.6,2.8,1.6,62.6,0.1,2020
12086000223,"Census Tract 2.23, Miami-Dade County, Florida",58.3,8.6,63.3,18.3,0.8,9.0,32.3,36224,46514,15454,3.8,5.0,5.9,30.7,19.5,21.1,8.6,3.3,0.0,2.0,25.2,26.6,22.4,16.6,34.2,37.5,11.7,46.9,53.1,1211,0.0,67.2,1070,98.1,1.9,3558,43.5,28.1,16.0,25.5,68.5,4.0,0.6,26.2,1.8,2020
12086000224,"Census Tract 2.24, Miami-Dade County, Florida",54.3,13.7,78.5,9.1,0.0,0.0,36.2,28380,36062,13993,16.8,9.9,15.7,23.4,8.5,14.8,7.1,3.2,0.5,0.0,28.5,34.1,33.9,15.7,58.9,24.4,1.1,7.0,93.0,1161,7.5,67.6,1877,90.5,9.5,4906,32.4,25.2,7.0,25.8,70.1,2.3,0.3,22.8,4.2,2020
12086000225,"Census Tract 2.25, Miami-Dade County, Florida",70.1,3.4,69.4,10.8,4.4,0.0,31.3,37971,58788,23529,1.7,6.6,8.4,28.1,16.6,20.6,11.9,3.9,0.0,2.3,14.6,25.1,23.8,11.0,50.7,37.3,1.0,28.4,71.6,1169,6.1,52.7,1821,95.4,4.6,4397,32.2,28.5,7.6,45.2,21.3,18.5,9.2,57.2,4.0,2020
12086000226,"Census Tract 2.26, Miami-Dade County, Florida",53.9,6.2,59.6,0.0,3.0,16.1,26.2,78556,99634,28475,11.1,0.0,5.4,9.3,2.9,17.7,33.6,8.9,2.6,8.5,3.1,15.6,0.6,9.6,42.0,29.3,19.0,93.4,6.6,-666666666,0.0,66.7,1041,65.8,34.2,2617,32.7,39.2,18.8,75.9,11.7,0.8,2.9,13.0,10.4,2020
12086000227,"Census Tract 2.27, Miami-Dade County, Florida",59.8,5.1,72.2,5.6,0.0,5.4,31.9,47222,66087,21893,5.0,5.3,15.0,12.9,13.7,13.0,11.1,18.0,6.0,0.0,18.2,36.5,21.1,19.1,27.0,41.0,12.9,50.7,49.3,1107,7.8,57.6,879,98.1,1.9,3433,40.3,19.2,15.9,15.5,68.0,14.8,0.8,25.4,3.1,2020
12086000228,"Census Tract 2.28, Miami-Dade County, Florida",57.5,5.8,65.8,20.7,0.0,2.4,34.5,41912,52337,16625,9.3,0.0,16.1,12.8,13.0,33.5,2.2,10.1,0.7,2.2,31.0,25.8,25.9,3.8,54.3,26.7,15.1,35.4,64.6,1335,5.1,77.5,1013,93.2,6.8,3382,33.4,23.6,11.3,9.8,85.8,3.1,0.0,11.0,1.3,2020
12086000302,"Census Tract 3.02, Miami-Dade County, Florida",59.2,3.6,73.3,11.6,0.0,1.2,28.4,53864,66203,18830,0.8,4.4,18.1,10.1,14.5,10.9,20.4,16.3,3.3,1.0,12.3,21.6,29.2,1.5,28.4,37.3,32.8,87.4,12.6,1463,8.7,91.3,680,90.0,10.0,2471,35.4,21.5,11.5,39.2,52.7,2.6,0.8,39.7,5.1,2020
12086000306,"Census Tract 3.06, Miami-Dade County, Florida",52.6,8.8,70.9,15.9,0.3,2.3,31.0,35309,56475,19181,9.6,8.8,15.5,15.3,17.3,14.7,4.3,7.4,2.1,4.9,24.2,34.6,23.4,22.0,46.3,13.4,18.3,28.2,71.8,1084,8.5,65.1,1932,83.7,16.3,4959,37.1,26.0,15.7,21.7,68.9,6.6,0.3,24.2,2.7,2020
12086000307,"Census Tract 3.07, Miami-Dade County, Florida",57.7,4.9,75.7,3.2,0.0,9.8,37.0,49167,76540,24172,6.3,3.2,13.4,12.0,15.6,21.9,8.9,7.5,6.6,4.6,11.1,31.3,24.4,8.2,23.8,35.0,33.0,80.1,19.9,1306,14.1,45.5,1146,91.4,8.6,4080,42.0,12.9,19.5,25.0,70.6,1.7,1.1,22.6,3.3,2020
12086000308,"Census Tract 3.08, Miami-Dade County, Florida",64.1,9.0,73.6,5.2,0.4,9.6,31.2,66224,73528,21165,4.7,0.2,7.4,5.5,3.0,42.0,16.0,15.7,3.4,2.0,6.4,20.0,16.4,4.7,20.9,44.6,29.8,88.3,11.7,1575,0.0,54.9,1343,91.7,8.3,5002,37.8,18.2,12.2,27.4,67.2,3.8,0.4,31.0,2.1,2020
12086000309,"Census Tract 3.09, Miami-Dade County, Florida",55.1,2.7,64.3,15.6,0.0,3.0,29.4,45642,45208,13767,7.0,7.3,12.5,10.1,18.9,33.4,7.2,3.5,0.0,0.0,11.2,36.4,31.8,18.5,47.2,23.9,10.4,21.1,78.9,1165,7.7,58.3,1213,87.9,12.1,4044,40.4,25.6,19.4,28.3,70.7,0.1,0.1,25.6,2.7,2020
12086000310,"Census Tract 3.10, Miami-Dade County, Florida",52.5,15.1,60.6,13.9,10.5,1.1,36.6,40707,60143,21959,9.1,3.6,20.1,12.7,12.1,13.2,10.1,8.8,6.1,4.1,29.4,37.5,13.9,15.5,36.9,31.0,16.6,52.4,47.6,1238,10.6,75.6,1311,94.9,5.1,4059,33.8,28.0,8.9,15.5,67.5,11.4,5.3,26.1,3.2,2020
12086000311,"Census Tract 3.11, Miami-Dade County, Florida",52.1,10.3,74.7,17.5,0.0,1.1,39.7,44773,53143,14060,11.6,0.0,5.4,30.9,7.1,26.8,2.1,12.9,3.0,0.0,15.1,53.4,24.4,10.9,34.3,29.5,25.4,67.5,32.5,1138,0.0,91.4,1280,95.5,4.5,5409,33.0,27.3,15.2,17.5,73.1,7.9,0.0,13.0,0.6,2020
12086000312,"Census Tract 3.12, Miami-Dade County, Florida",54.5,15.3,80.6,1.9,0.0,1.5,26.9,41076,48556,20952,12.8,0.0,10.6,11.2,34.0,15.1,3.5,11.6,1.2,0.0,12.1,23.4,25.9,0.0,48.7,35.1,16.2,31.3,68.7,1164,17.8,51.2,1315,80.8,19.2,2688,37.5,24.9,18.6,38.8,52.7,3.5,1.5,32.7,1.4,2020
12086000402,"Census Tract 4.02, Miami-Dade County, Florida",52.3,11.7,60.3,21.3,0.5,0.8,33.3,31515,38324,13538,15.6,2.0,20.2,14.0,17.2,21.5,7.1,2.5,0.0,0.0,28.0,39.1,23.2,14.1,51.0,21.4,13.5,57.9,42.1,1274,13.8,62.4,1258,94.4,5.6,3982,32.2,25.8,10.0,12.3,78.1,3.1,5.3,14.1,1.0,2020
12086000405,"Census Tract 4.05, Miami-Dade County, Florida",59.0,5.7,85.1,1.2,0.0,0.0,30.1,50428,74199,25820,8.4,4.3,14.1,13.2,9.4,20.1,17.5,8.5,1.4,3.1,12.1,21.5,14.1,5.8,38.9,26.6,28.6,85.8,14.2,1609,0.0,87.0,1094,98.8,1.2,3485,40.6,19.3,16.4,25.7,65.5,2.7,0.0,33.9,0.8,2020
12086000408,"Census Tract 4.08, Miami-Dade County, Florida",49.7,10.3,78.8,11.5,1.1,0.8,34.3,42143,49182,16096,9.8,4.5,13.8,13.8,16.6,22.4,12.1,3.4,3.7,0.0,22.1,52.7,22.1,13.9,41.6,28.5,16.0,38.6,61.4,1089,13.2,54.8,1760,86.3,13.8,5627,37.5,22.6,17.7,16.0,66.5,0.6,1.0,34.7,3.6,2020
12086000409,"Census Tract 4.09, Miami-Dade County, Florida",65.2,4.9,79.7,6.7,1.2,1.5,33.2,46536,52570,17178,8.3,5.0,11.6,15.0,13.1,22.5,13.4,10.1,0.0,0.9,13.6,45.2,18.2,3.9,44.8,35.5,15.8,42.5,57.5,1334,3.9,60.1,1266,96.5,3.5,4429,34.4,25.1,9.6,18.0,74.6,0.3,2.3,26.6,5.7,2020
12086000410,"Census Tract 4.10, Miami-Dade County, Florida",58.9,4.2,83.6,6.8,0.0,0.4,29.0,58990,64503,16471,7.0,3.3,14.9,7.3,12.9,26.8,14.9,9.3,1.1,2.7,19.5,36.4,15.3,2.7,26.5,39.5,31.3,74.8,25.2,1401,8.5,47.4,1192,96.6,3.4,5367,40.1,22.6,18.1,17.4,76.1,3.2,0.4,21.9,2.0,2020
12086000411,"Census Tract 4.11, Miami-Dade County, Florida",56.7,4.2,79.8,11.0,1.2,0.0,31.0,37028,49014,16873,12.4,2.6,21.8,11.1,18.2,23.0,5.7,3.0,1.6,0.6,23.3,42.3,27.4,20.3,49.1,23.5,7.2,32.0,68.0,1169,8.3,62.2,1965,90.8,9.2,6036,39.0,29.0,12.0,10.9,82.5,2.7,0.0,14.9,4.7,2020
12086000413,"Census Tract 4.13, Miami-Dade County, Florida",61.3,6.1,81.1,8.5,0.0,2.2,30.6,48145,54833,17309,6.7,5.1,18.6,11.6,13.0,27.8,8.6,4.8,3.3,0.4,22.9,33.1,15.0,7.9,44.1,27.2,20.9,69.4,30.6,-666666666,16.4,21.8,1490,92.9,7.1,4916,32.3,29.5,11.3,20.4,76.8,1.5,0.5,21.3,1.6,2020
12086000414,"Census Tract 4.14, Miami-Dade County, Florida",61.0,9.3,67.8,6.7,2.1,5.3,36.8,35091,47755,20303,18.8,1.9,14.5,14.8,15.4,18.1,4.0,10.2,0.7,1.6,23.4,16.7,20.6,12.9,51.5,23.2,12.5,33.9,66.1,1063,13.3,55.2,1857,87.9,12.1,4112,39.6,21.3,12.5,10.2,85.4,2.5,0.0,12.0,0.5,2020
12086000415,"Census Tract 4.15, Miami-Dade County, Florida",60.1,8.8,81.3,17.6,0.0,0.0,37.1,54563,56480,16345,2.4,5.4,12.1,14.0,13.7,33.1,7.8,9.0,2.4,0.0,18.6,13.0,11.5,9.6,46.1,29.8,14.6,66.6,33.4,1392,0.0,70.5,701,100.0,0.0,2726,34.5,30.7,11.0,14.1,75.0,1.9,0.0,35.2,10.5,2020
12086000416,"Census Tract 4.16, Miami-Dade County, Florida",46.5,7.5,80.6,9.6,0.0,3.3,28.6,28409,39505,14438,17.3,10.8,19.7,9.4,12.5,13.2,14.9,0.9,1.1,0.0,25.4,53.2,16.3,28.6,29.4,28.1,14.0,38.2,61.8,501,10.6,32.6,1645,93.6,6.4,4478,36.5,28.0,15.2,36.3,53.2,5.5,0.0,48.2,1.0,2020
12086000417,"Census Tract 4.17, Miami-Dade County, Florida",47.6,17.8,72.3,8.4,1.9,0.0,26.2,38155,41196,15921,17.3,13.8,7.5,9.4,21.4,10.8,13.6,6.4,0.0,0.0,24.5,53.2,17.8,25.5,44.6,24.3,5.6,34.1,65.9,1081,1.1,52.9,1704,92.1,7.9,4767,43.0,19.5,15.1,27.6,69.5,2.9,0.0,35.0,2.7,2020
12086000418,"Census Tract 4.18, Miami-Dade County, Florida",61.4,6.6,82.9,5.7,0.0,1.0,31.8,34610,44686,14958,8.7,2.1,18.1,23.3,17.9,11.6,9.7,8.7,0.0,0.0,28.0,28.5,33.9,14.1,26.0,35.4,24.5,58.6,41.4,748,0.0,56.1,930,95.6,4.4,3222,28.7,26.3,4.4,2.3,94.9,0.0,0.0,4.0,2.9,2020
