tract_fips,NAME,pop_16plus,in_labor_force,employed,unemployed,workers_16plus,commute_drove_alone,commute_carpooled,commute_public_transit,commute_walked,commute_other,commute_work_from_home,mean_commute_time_min,median_household_income,mean_household_income,per_capita_income,poverty_rate_pct,with_health_insurance,without_health_insurance,industry_agriculture,industry_construction,industry_manufacturing,industry_wholesale,industry_retail,industry_transport_warehouse,occupation_management,occupation_service,n_stops,n_trips_total,n_routes_served,avg_trips_per_stop,wheelchair_accessible_stops,has_rail_access,transit_jobs_accessible_30min,transit_workers_30min,n_blocks,auto_jobs_accessible_30min,auto_workers_30min,transit_auto_ratio,rt_active_vehicles,rt_active_trips
12086980200,Census Tract 9802; Miami-Dade County; Florida,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,-666666666,-666666666,-666666666,-888888888,-888888888,-888888888,0,0,0,0,0,0,0,0,3,282,1.0,94.0,0,0,5026.3125,1906.3125,16.0,518624.9375,547565.125,0.0097,0,0
12086980300,Census Tract 9803; Miami-Dade County; Florida,5890,1956,1654,302,1501,410,28,50,605,117,291,15.0,-666666666,-999999999,3838,-888888888,-888888888,-888888888,0,7,0,0,243,0,556,523,15,1030,3.0,68.66666666666667,0,1,74030.96551724138,21246.724137931036,29.0,1122719.448275862,1045098.6896551724,0.0659,0,0
12086980400,Census Tract 9804; Miami-Dade County; Florida,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,-666666666,-666666666,-666666666,-888888888,-888888888,-888888888,0,0,0,0,0,0,0,0,15,1740,1.0,116.0,0,0,26553.904761904763,12674.392857142857,84.0,1135158.869047619,926035.4404761905,0.0234,1,0
12086980500,Census Tract 9805; Miami-Dade County; Florida,444,314,302,12,302,252,6,0,0,7,37,20.7,76125,71083,31584,-888888888,-888888888,-888888888,0,6,17,0,49,77,139,28,35,9641,9.0,275.45714285714286,0,1,21224.13661202186,8161.786885245901,183.0,1421797.8142076503,1371114.9781420764,0.0149,6,16
12086980600,Census Tract 9806; Miami-Dade County; Florida,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,-666666666,-666666666,-666666666,-888888888,-888888888,-888888888,0,0,0,0,0,0,0,0,0,0,,,0,0,69.63636363636364,114.93939393939394,33.0,340924.48484848486,437256.1212121212,0.0002,0,0
12086980700,Census Tract 9807; Miami-Dade County; Florida,813,317,190,120,197,35,55,90,2,12,3,30.1,9960,18737,5497,-888888888,-888888888,-888888888,0,25,0,0,118,0,2,7,6,678,1.0,113.0,0,0,870.4421052631579,2761.8105263157895,95.0,274845.6947368421,382650.9052631579,0.0032,0,0
12086980800,Census Tract 9808; Miami-Dade County; Florida,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,-666666666,-666666666,-666666666,-888888888,-888888888,-888888888,0,0,0,0,0,0,0,0,5,254,1.0,50.8,0,0,4505.920634920635,3592.285714285714,63.0,1341668.0158730159,1168458.1904761905,0.0034,0,0
12086980900,Census Tract 9809; Miami-Dade County; Florida,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,-666666666,-666666666,-666666666,-888888888,-888888888,-888888888,0,0,0,0,0,0,0,0,0,0,,,0,0,38.72,24.6,25.0,404007.0,447338.72,0.0001,0,0
12086981000,Census Tract 9810; Miami-Dade County; Florida,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,-666666666,-666666666,-666666666,-888888888,-888888888,-888888888,0,0,0,0,0,0,0,0,9,3246,4.0,360.6666666666667,0,0,74114.0,13036.878787878788,33.0,1364651.3333333333,1209793.9696969697,0.0543,3,0
12086981100,Census Tract 9811; Miami-Dade County; Florida,381,43,43,0,43,34,9,0,0,0,0,11.6,-666666666,68750,11291,-888888888,-888888888,-888888888,0,0,0,0,11,2,4,10,0,0,,,0,0,,,,,,,0,0
12086981200,Census Tract 9812; Miami-Dade County; Florida,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,-666666666,-666666666,-666666666,-888888888,-888888888,-888888888,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,0,0
12086981300,Census Tract 9813; Miami-Dade County; Florida,1931,55,55,0,55,17,0,0,0,0,38,-999999999.0,66280,72781,3064,-888888888,-888888888,-888888888,0,0,6,0,6,0,50,0,0,0,,,0,0,,,,,,,0,0
12086990000,Census Tract 9900; Miami-Dade County; Florida,0,0,0,0,0,0,0,0,0,0,0,-666666666.0,-666666666,-666666666,-666666666,-888888888,-888888888,-888888888,0,0,0,0,0,0,0,0,0,0,,,0,0,,,,,,,0,0
