tract_geoid,tier_baseline,equity_baseline,composite_need,composite_access_deficit,deficit_baseline_stored,flag_fragile,flag_worsening,S1_equity_new,S1_tier_new,S1_deficit_new,S2_equity_new,S2_tier_new,S2_deficit_new,S3_equity_new,S3_tier_new,S3_deficit_new,S4_equity_new,S4_tier_new,S4_deficit_new,S5_equity_new,S5_tier_new,S5_deficit_new
12086004000,Low,0.0414424502727764,0.0999918061216679,0.4144584629499552,0.22228457,False,False,0.0414424502727764,Low,0.2292381,0.04528270326655519,Low,0.25048038,0.0414424502727764,Low,0.2292381,0.03441443030627279,Low,0.19036274,0.0414424502727764,Low,0.2292381
12086004102,Low,0.0354766699092166,0.0857793211842328,0.4135806791128768,0.31582078,False,False,0.035476669909216586,Low,0.30821818,0.03793701940777294,Low,0.32959348,0.035476669909216586,Low,0.30821818,0.03168201556417108,Low,0.27525055,0.035476669909216586,Low,0.30821818
12086004103,Moderate,0.0985003198504877,0.2276552385485454,0.4326731968853131,0.24567723,True,False,0.09850031985048771,Moderate,0.2531153,0.10592795973129561,Moderate,0.27220201,0.09850031985048771,Moderate,0.2531153,0.08396859511891744,Low,0.21577327,0.09850031985048771,Moderate,0.2531153
12086004105,Moderate,0.0920669603157779,0.2121821231440894,0.4339053589979244,0.32136065,False,True,0.09206696031577791,Moderate,0.32387692,0.09930432787904378,Moderate,0.34933683,0.09206696031577791,Moderate,0.32387692,0.080987897644073,Low,0.28490254,0.09206696031577791,Moderate,0.32387692
12086004106,Low,0.0289610881765394,0.0668578301369218,0.4331742163517489,0.36307424,False,True,0.028961088176539442,Low,0.39256325,0.028216321184904653,Low,0.38246804,0.028961088176539442,Low,0.39256325,0.02597269346833958,Low,0.352056,0.028961088176539442,Low,0.39256325
12086004208,Low,0.0737095071694384,0.1700296297539961,0.4335097787137661,0.57200974,False,False,0.07370950716943843,Low,0.56145334,0.06679483426302521,Low,0.5087835,0.07370950716943843,Low,0.56145334,0.07325299914322868,Low,0.55797607,0.07370950716943843,Low,0.56145334
12086004204,Moderate,0.1032340947152348,0.2485522503154269,0.415341621667979,0.3661737,True,False,0.10323409471523486,Moderate,0.36528906,0.1082579006095056,Moderate,0.38306558,0.10323409471523486,Moderate,0.36528906,0.09205432524194787,Moderate,0.32572997,0.10323409471523486,Moderate,0.36528906
12086004205,Low,0.0861755977601903,0.2140883055988187,0.4025236106154965,0.33818778,False,False,0.08617559776019032,Low,0.3331781,0.09364342333828245,Moderate,0.3620507,0.08617559776019032,Low,0.3331781,0.0774776245560331,Low,0.2995494,0.08617559776019032,Low,0.3331781
12086004206,Moderate,0.1042302380580018,0.2654882183488891,0.3925983559881688,0.2522515,True,False,0.10423023805800184,Moderate,0.23835583,0.11854820817674543,Moderate,0.27109846,0.10423023805800184,Moderate,0.23835583,0.08854811626997654,Moderate,0.20249364,0.10423023805800184,Moderate,0.23835583
12086004301,Low,0.047788002405345,0.1410325190805004,0.338843854714585,0.38680157,False,False,0.04778800240534502,Low,0.4232372,0.047482373338514676,Low,0.42053038,0.04778800240534502,Low,0.4232372,0.04578995868299768,Low,0.40554142,0.04778800240534502,Low,0.4232372
12086004303,Moderate,0.0960544582988643,0.2449890036599966,0.3920766110472931,0.3532139,True,False,0.09605445829886435,Moderate,0.36161867,0.10574962174240769,Moderate,0.39811832,0.09605445829886435,Moderate,0.36161867,0.08987560308595187,Moderate,0.33835697,0.09605445829886435,Moderate,0.36161867
12086004304,Low,0.067815284398576,0.1660677135057901,0.4083592347179007,0.39908367,False,True,0.06781528439857604,Low,0.41601235,0.06583605510024573,Low,0.4038708,0.06781528439857604,Low,0.41601235,0.06224634974399839,Low,0.38184977,0.06781528439857604,Low,0.41601235
12086004403,Low,0.0754779863061192,0.1964905656749896,0.3841303323996003,0.33113596,False,False,0.07547798630611925,Low,0.33168975,0.08341664583054516,Low,0.36657637,0.07547798630611925,Low,0.33168975,0.06962655393492016,Low,0.3059755,0.07547798630611925,Low,0.33168975
12086004404,High,0.1368939555506248,0.2879337841098788,0.4754355449250947,0.6199492,True,True,0.1368939555506248,High,0.61929834,0.1239516909364983,Moderate,0.56074846,0.13462329291348346,High,0.609026,0.1361236401620843,High,0.6158135,0.11395237592772546,Moderate,0.5155123
12086004405,Moderate,0.098668550814893,0.2663715944793713,0.3704169395679845,0.34336087,False,False,0.09866855081489295,Moderate,0.3260307,0.10448277482291823,Moderate,0.34524265,0.09866855081489295,Moderate,0.3260307,0.08692149269494703,Low,0.28721488,0.09866855081489295,Moderate,0.3260307
12086004406,Low,0.064594095305191,0.1629840975070081,0.3963214589227857,0.40844673,False,False,0.064594095305191,Low,0.40153554,0.06319178583044689,Low,0.3928184,0.064594095305191,Low,0.40153554,0.06241045259178293,Low,0.3879614,0.064594095305191,Low,0.40153554
12086004500,Moderate,0.0974295591477275,0.179945317493242,0.5414398135221642,0.38065714,False,False,0.09742955914772758,Moderate,0.38158947,0.10339353958941745,Moderate,0.4049478,0.09742955914772758,Moderate,0.38158947,0.09241896725300525,Moderate,0.36196515,0.09742955914772758,Moderate,0.38158947
12086004602,Low,0.0620213913747907,0.106070665556221,0.5847176601519232,0.42511603,False,False,0.06202139137479073,Low,0.4040767,0.057806527038778865,Low,0.37661636,0.06202139137479073,Low,0.4040767,0.059591460996071294,Low,0.3882454,0.06202139137479073,Low,0.4040767
12086004605,Low,0.0797599103420708,0.1446500187349087,0.5513992396243099,0.44528767,False,True,0.07975991034207085,Low,0.45828113,0.07554491220958073,Low,0.43406278,0.07975991034207085,Low,0.45828113,0.07804198756863213,Low,0.44841036,0.07975991034207085,Low,0.45828113
12086004607,Low,0.0535981604423328,0.0961972004291203,0.5571696494621468,0.41727686,False,False,0.053598160442332836,Low,0.414586,0.0481047024585258,Low,0.37209368,0.053598160442332836,Low,0.414586,0.05155147313226059,Low,0.39875472,0.053598160442332836,Low,0.414586
12086004608,Low,0.0697487982934877,0.1236633336856616,0.5640216563365616,0.44120458,False,False,0.06974879829348778,Low,0.45189774,0.06636927409953502,Low,0.43000203,0.06974879829348778,Low,0.45189774,0.06820000577852875,Low,0.4418632,0.06974879829348778,Low,0.45189774
12086004701,High,0.1305563249266512,0.1744119335048982,0.7485515601086129,0.6769685,False,True,0.1305563249266512,High,0.649213,0.11781108829860058,Moderate,0.5858352,0.12858758548451174,High,0.63942313,0.12839458997116163,High,0.63846344,0.10093679355385435,Moderate,0.501925
12086004705,Low,0.0683036302055872,0.1345761542282065,0.5075463078678993,0.5721562,False,False,0.0683036302055872,Low,0.5879136,0.06182858886724328,Low,0.5321806,0.0683036302055872,Low,0.5879136,0.06815904512525438,Low,0.5866691,0.0683036302055872,Low,0.5879136
12086004703,Low,0.0820495646568658,0.1486536039383313,0.5519513989778809,0.3747138,False,False,0.08204956465686579,Low,0.38371244,0.07857728469656876,Low,0.367474,0.08204956465686579,Low,0.38371244,0.07601789648104475,Low,0.35550478,0.08204956465686579,Low,0.38371244
12086004901,High,0.1250416296023833,0.2164251875418344,0.5777591371069654,0.40066004,False,False,0.12504162960238338,High,0.3634806,0.12097090133975097,Moderate,0.3516475,0.12504162960238338,High,0.3634806,0.11183966328610526,Moderate,0.32510412,0.10016398716012946,Moderate,0.29116437
12086004904,Low,0.0717973726235871,0.1796479052085772,0.3996560524333861,0.55328447,False,False,0.07179737262358711,Low,0.5730022,0.06465343986525293,Low,0.51598775,0.07179737262358711,Low,0.5730022,0.07129042816027507,Low,0.5689564,0.07179737262358711,Low,0.5730022
12086005004,Moderate,0.0953767499820552,0.1713661787347803,0.5565669415414094,0.5788414,False,False,0.09537674998205518,Moderate,0.61574787,0.08630938426372753,Low,0.5572094,0.09537674998205518,Moderate,0.61574787,0.09481018743198957,Moderate,0.6120902,0.09537674998205518,Moderate,0.61574787
12086005002,Moderate,0.094760197944932,0.1801426517166709,0.5260286614075784,0.36578256,False,False,0.09476019794493201,Moderate,0.35833117,0.09946626869522246,Moderate,0.37612695,0.09476019794493201,Moderate,0.35833117,0.08805359273226655,Moderate,0.33297047,0.09476019794493201,Moderate,0.35833117
12086005102,High,0.1372758397315484,0.2999549698511414,0.4576548266550616,0.35186473,True,False,0.13727583973154833,High,0.3677033,0.14531535301431897,High,0.3892377,0.13634429560184308,High,0.3652081,0.12284906049458597,Moderate,0.3290601,0.1251645877973965,High,0.33526242
12086005103,Moderate,0.1182680443708317,0.2274010599314014,0.5200857217046784,0.39860123,False,False,0.11826804437083172,Moderate,0.41166356,0.12366943439300067,Moderate,0.43046454,0.11826804437083172,Moderate,0.41166356,0.1074000792203178,Moderate,0.3738347,0.11826804437083172,Moderate,0.41166356
12086005104,High,0.1568474002838127,0.28211454747183,0.5559706214706082,0.41190174,False,False,0.15684740028381272,High,0.40881753,0.1664285523760827,Critical,0.43379048,0.15708783358576814,High,0.4094442,0.14755935282187582,High,0.38460854,0.14866287043973928,High,0.38748482
12086005201,Moderate,0.103388165047188,0.2433588642203472,0.4248382954054885,0.35701984,False,False,0.10338816504718804,Moderate,0.35649547,0.10743257023913404,Moderate,0.37044108,0.10338816504718804,Moderate,0.35649547,0.09122140744731266,Moderate,0.31454295,0.10338816504718804,Moderate,0.35649547
12086005202,Moderate,0.0936250385282957,0.2400373555724544,0.3900436176069911,0.35933575,False,False,0.09362503852829575,Moderate,0.3586343,0.09802228383759286,Moderate,0.3754781,0.09362503852829575,Moderate,0.3586343,0.0833305855064694,Low,0.319201,0.09362503852829575,Moderate,0.3586343
12086005305,High,0.1352345577869119,0.3312885000620567,0.4082078241821854,0.5886506,True,True,0.13523455778691193,High,0.60378313,0.12387675033636673,Moderate,0.5530738,0.13331244137732698,High,0.59520143,0.1343676394203616,High,0.5999126,0.11437527667532825,Moderate,0.5106525
12086005303,Moderate,0.1000661019441495,0.2427743891764884,0.4121773399722365,0.38013032,False,False,0.1000661019441495,Moderate,0.3684753,0.10332265485074031,Moderate,0.38046694,0.1000661019441495,Moderate,0.3684753,0.08867314108440169,Moderate,0.32652277,0.1000661019441495,Moderate,0.3684753
12086005304,Moderate,0.1230920639752199,0.2715760164936312,0.4532508634764021,0.42629048,False,False,0.12309206397521996,Moderate,0.41976076,0.12694976963115495,High,0.43291607,0.12309206397521996,Moderate,0.41976076,0.11621439720576293,Moderate,0.396307,0.12309206397521996,Moderate,0.41976076
12086005403,Moderate,0.1027126270928268,0.2160774468104799,0.4753509846074559,0.37729803,False,False,0.1027126270928268,Moderate,0.42129996,0.10736504452202997,Moderate,0.44038293,0.1027126270928268,Moderate,0.42129996,0.09208478345036394,Moderate,0.37770736,0.1027126270928268,Moderate,0.42129996
